source, target
Hai kết quả: hải cẩu kiwi dâu tây + dâu tây + | việt quất việt quất + việt quất +, Quy tắc: Y Z + Y +
Hai kết quả: * kiwi + + kiwi | * trâu + + trâu, Quy tắc: * Z + + Z
Hai kết quả: = dâu đại bàng * dâu đại bàng | = chuột cá mập * chuột cá mập, Quy tắc: = Z * Z
Hai kết quả: rắn hổ mang * ngựa - - | ngựa vằn * trâu trâu - -, Quy tắc: Z * X - -
Hai kết quả: cá voi * chuột ngựa+ - | việt quất * chuối đại bàng + -, Quy tắc: X * Z + -
Hai kết quả: đại bàng rắn hổ mang = nho + * | rắn hổ mang = rắn hổ mang + *, Quy tắc: Z = X + *
Hai kết quả: lê - = rắn hổ mang đào đào đào * | việt quất - = con dấu chuối hải cẩu *, Quy tắc: Z - = Y Y *
Hai kết quả: * con dấu lê ngựa nho ngựa +* | * con dấu con dấu con dấu dâu tây + *, Quy tắc: * Z Z Y + *
Hai kết quả: + hải cẩu kiwi ngựa nho hải cẩu kiwi * | + đại bàng chuột đại bàng sư tử cá mập sư tử cá mập *, Quy tắc: + Z Y Y *
Hai kết quả: con dấu táo = + * đào | nho dâu = + * táo chuột, Quy tắc: Z = + * Y
Hai kết quả: + nho* nho | + cá voi * cá voi, Quy tắc: + Z * Z
Hai kết quả: ngựa - - - lê | việt quất - - - chuối chim cánh cụt, Quy tắc: Z - - - - X
Hai kết quả: * + ngựa | * + táo táo, Quy tắc: * + X X
Hai kết quả: = * sư tử cá mập ngựa vằn chuối - cò việt quất | = * chim cánh cụt dâu tây việt quất - chim cánh cụt cò, Quy tắc: = * Z X - Y
Hai kết quả: - + cá mập cò trâu | - + ngựa đại bàng việt quất nho, Quy tắc: - + X Z
Hai kết quả: ngựa vằn * táo ngựa vằn + | hải cẩu việt quất * hải cẩu trâu việt quất +, Quy tắc: Z * Y Z +
Hai kết quả: + chuột ngựa vằn hải cẩu sư tử chuột ngựa vằn - | + ngựa vằn sư tử rắn hổ mang chuối sư tử ngựa vằn -, Quy tắc: + X Z X -
Hai kết quả: = cá mập * cò = rắn hổ mang lê | = việt quất * nho dưa hấu = ngựa vằn rắn hổ mang, Quy tắc: = X * Y = Z
Hai kết quả: = hải cẩu cá mập lê rắn hổ mang + hải cẩu nho | = hải cẩu chuột chuối ngựa + dưa hấu, Quy tắc: = Z Y + X
Hai kết quả: cá mập đại bàng dâu = = cá voi | cá mập đào = = cá mập cò, Quy tắc: Z Y = = X
Hai kết quả: = cá voi voi * - rắn hổ mang ngựa vằn | = đại bàng dâu tây đại bàng dâu tây * - hải cẩu, Quy tắc: = Z Z * - Y
Hai kết quả: = - + cá mập lê cá mập ngựa | = - + rắn hổ mang ngựa vằn chuột dưa hấu, Quy tắc: = - + Z Y X
Hai kết quả: rắn hổ mang = rắn hổ mang lê nho = | nho đào = = chuột việt quất lê nho =, Quy tắc: X = = Z Y =
Hai kết quả: cá mập kiwi cá mập kiwi = * = táo dưa hấu | hải cẩu = * = ngựa vằn lê, Quy tắc: X X = * = Y
Hai kết quả: đại bàng đại bàng = - táo | rắn hổ mang đại bàng đại bàng đại bàng = - nho, Quy tắc: Z Z = - X
Hai kết quả: * - nho chuối dâu đen ngựa vằn dâu đen | * - chim cánh cụt chuối việt quất, Quy tắc: * - Z X X
Hai kết quả: đại bàng đại bàng - * * | cá mập mập - * *, Quy tắc: Y Y - * *
Hai kết quả: + cò lê cò lê lê cò lê + | + dâu đen việt quất dâu đen việt quất dâu đen việt quất +, Quy tắc: + Y Y Y +
Hai kết quả: * hải cẩu cò + hải cẩu nho | * sư tử + sư tử cá mập ngựa vằn, Quy tắc: * Z + X Z
Hai kết quả: * - cá mập ngựa vằn đại bàng việt quất đại bàng việt quất | * - đại bàng cá voi đào đại bàng đào đào, Quy tắc: * - X Y Y
Hai kết quả: = = cá mập chuột trâu dưa hấu blackberry = | = = cò ngựa chim cánh cụt =, Quy tắc: = = X Z Y =
Hai kết quả: * cá mập ngựa vằn việt quất ngựa vằn ++ | * sư tử đào rắn hổ mang sư tử đào +, Quy tắc: * Z Y Z + +
Hai kết quả: - * nho dâu đen ngựa vằn + | - * kiwi đào nho +, Quy tắc: - * Y X +
Hai kết quả: dâu đào * - cá mập cá mập + | cá voi chuột* - việt quất +, Quy tắc: X * - Z +
Hai kết quả: sư tử + cò đào - | đào + cò trâu -, Quy tắc: Y + Z -
Hai kết quả: đại bàng cò = + cò đại bàng táo | trâu chuột = + chuột trâu cá mập ngựa vằn, Quy tắc: Y = + Y X
Hai kết quả: * dưa hấu dâu tây - = cá voi dâu đen dưa hấu | * rắn hổ mang - = hải cẩu nho rắn hổ mang, Quy tắc: * X - = X Z
Hai kết quả: việt quất + = nho | cò ngựa vằn + = việt quất, Quy tắc: X + = Z
Hai kết quả: táo = + táo - | cá voi chuột = + cá voi chuột -, Quy tắc: X = + X -
Hai kết quả: - lê - - trâu | - rắn hổ mang - - chuối dâu đen, Quy tắc: - Z - - X
Hai kết quả: = sư tử sư tử * | = chim cánh cụt chim cánh cụt *, Quy tắc: = Y Y *
Hai kết quả: - dưa hấu dưa hấu dâu đen dưa hấu - | - đào đào dâu đen -, Quy tắc: - X X Y -
Hai kết quả: * + rắn hổ mang blackberry | * + chim cánh cụt blackberry, Quy tắc: * + Z X
Hai kết quả: + cá mập * rắn hổ mang dưa hấu * rắn hổ mang dưa hấu | + blackberry * chim cánh cụt đại bàng * chim cánh cụt đại bàng, Quy tắc: + X * Z * Z
Hai kết quả: táo kiwi đào * - chuột chim cánh cụt | sư tử blackberry * - sư tử kiwi, Quy tắc: Z X * - Y
Hai kết quả: táo táo = + - | đào đào = + -, Quy tắc: Y Y = + -
Hai kết quả: đại bàng sư tử - - | táo đào - -, Quy tắc: Z Y - -
Hai kết quả: = ngựa dưa hấu = blackberry blackberry | = chuối = cò cá mập cò cá mập, Quy tắc: = Y = X X
Hai kết quả: = * cá voi dâu tây cá voi dâu tây táo chuối * | = * sư tử sư tử cá voi dâu *, Quy tắc: = * Z Z Y *
Hai kết quả: táo dưa hấu * = táo dưa hấu + | rắn hổ mang kiwi * = rắn hổ mang kiwi +, Quy tắc: Z * = Z +
Hai kết quả: + trâu cá mập trâu cá mập trâu - trâu cá mập | + lê lê - lê, Quy tắc: + Y Y - Y
Hai kết quả: * dâu tây + cò dâu | * chuối việt quất + quả việt quất chuối táo ngựa vằn, Quy tắc: * X + X Z
Hai kết quả: * = dâu tây cò | * = đào nho ngựa vằn, Quy tắc: * = Y X
Hai kết quả: cá mập ngựa + đào - = | lê nho + trâu - =, Quy tắc: X + Z - =
Hai kết quả: chuối * dâu = | chuột * đào =, Quy tắc: X * Z = =
Hai kết quả: + + táo chuối táo chuối táo chuối | + shark blackberry shark blackberry shark blackberry blackberry, Quy tắc: + + X X X
Hai kết quả: * lê - - chuối | * nho đào - - blackberry, Quy tắc: * Y - - X
Hai kết quả: * dưa hấu + dưa hấu = | * ngựa vằn + ngựa vằn =, Quy tắc: * Z + Z =
Hai kết quả: * cò = cò = | * hải cẩu dâu = hải cẩu dâu tây =, Quy tắc: * Z = Z =
Hai kết quả: - + chim cánh cụt chim cánh cụt | - + blackberry blackberry blackberry, Quy tắc: - + X Y X
Hai kết quả: kiwi việt quất - kiwi việt quất - * | nho dưa hấu - nho dưa hấu - *, Quy tắc: Z - Z - *
Hai kết quả: - - blackberry blueberry buffalo eagle buffalo eagle - | - - cá mập ngựa rắn hổ mang -, Quy tắc: - - Y X X -
Hai kết quả: cá mập * ngựa vằn chuối = cá mập | trâu * rắn hổ mang lê = cò kiwi, Quy tắc: Y * X = Z
Hai kết quả: kiwi kiwi đào = | chuối sư tử chuối sư tử việt quất =, Quy tắc: Z Z Y = =
Hai kết quả: + kiwi kiwi = | + kiwi lê kiwi lê =, Quy tắc: + X X =
Hai kết quả: - blackberry blackberry - + | - sư tử sư tử - +, Quy tắc: - Y Y - +
Hai kết quả: cá mập - cá mập + = | nho - nho + =, Quy tắc: X - X + =
Hai kết quả: cá mập + - cá mập | đại bàng dưa hấu + - dưa hấu đại bàng, Quy tắc: Y + - Y
Hai kết quả: - + cá mập cá voi việt quất việt quất | - + rắn hổ mang rắn hổ mang việt quất dâu tây, Quy tắc: - + Z Z X
Hai kết quả: - nho dâu tây cá mập nho dâu tây - - | - chuột cá mập ngựa - -, Quy tắc: - Z Y Z - -
Hai kết quả: con dấu blueberry seal blueberry * - | lê lê * -, Quy tắc: Y Y * -
Hai kết quả: + - lê đào táo lê | + - nho lê nho, Quy tắc: + - Z Y Z
Hai kết quả: đào dâu đen đào - - chuối ngựa vằn * | việt quất việt quất - - rắn hổ mang dâu tây *, Quy tắc: Y Y - - Z *
Hai kết quả: = ngựa đại bàng = cá mập kiwi * | = chuột đại bàng = cá mập đại bàng *, Quy tắc: = Z = X *
Hai kết quả: ngựa vằn đại bàng + ngựa vằn đại bàng = | chim cánh cụt + chim cánh cụt =, Quy tắc: Z + Z =
Hai kết quả: - kiwi nho + = | - nho táo việt quất việt quất + =, Quy tắc: - Y Z Z + =
Hai kết quả: = = hải cẩu đen sư tử chuột hải cẩu | = = đại bàng táo chim cánh cụt việt quất, Quy tắc: = = Z X Y
Hai kết quả: nho = blackberry = * nho | quả việt quất lê = kiwi = * quả việt quất lê, Quy tắc: X = Y = * X
Hai kết quả: ngựa + * - con dấu | lê lê + * - việt quất, Quy tắc: Y + * - Z
Hai kết quả: sư tử - - * sư tử ngựa vằn sư tử ngựa vằn | chuối - - * trâu nho trâu nho, Quy tắc: Y - - * Z Z
Hai kết quả: dâu tây * cò + cò | blackberry * cò đào + cò đào, Quy tắc: Y * X + X
Hai kết quả: chuối rắn hổ mang * rắn hổ mang chuối chuột * | con dấu * dâu đen sư tử đại bàng nho *, Quy tắc: Z * Y X *
Hai kết quả: táo kiwi chuột - * | táo việt quất dưa hấu - *, Quy tắc: X Z - *
Hai kết quả: = + + con dấu cò táo dâu đen | = + + chuối lê lê lê lê, Quy tắc: = + + Z X X
Hai kết quả: * đại bàng đại bàng = - trâu trâu | * kiwi kiwi = - ngựa vằn, Quy tắc: * X X = - Y
Hai kết quả: + kiwi nho đại bàng - | + cá mập ngựa vằn -, Quy tắc: + Z Y -
Hai kết quả: đào ngựa * - sư tử sư tử | cò vằn * - ngựa vằn dâu đen ngựa vằn blackberry, Quy tắc: Z * - Y Y
Hai kết quả: * * dưa hấu dưa hấu - dưa hấu | * * con dấu chuột niêm phong chuột - chuột hải cẩu, Quy tắc: * * X X - X
Hai kết quả: * rắn hổ mang nho* rắn hổ mang nho - | * con dấu chuột * con dấu chuột -, Quy tắc: * X * X -
Hai kết quả: chuối táo - - đại bàng | dưa hấu - - sư tử trâu, Quy tắc: X - - Y
Hai kết quả: dưa hấu sư tử cò trâu * hải cẩu * | táo trâu dâu lê * rắn hổ mang *, Quy tắc: Z Y * X *
Hai kết quả: - - con dấu rắn hổ mang * con dấu rắn hổ mang | - - con dấu việt quất * con dấu việt quất việt quất, Quy tắc: - Y * Y Y Y
Hai kết quả: dâu đen + * - cá mập đen | chim cánh cụt cá voi + * - táo, Quy tắc: Y + * - Z
Hai kết quả: kiwi + kiwi - * | dưa hấu + dưa hấu - *, Quy tắc: Y + Y - *
Hai kết quả: = - chuột chuột = kiwi | = - lê ngựa vằn = dâu táo, Quy tắc: = - X Y = Z
Hai kết quả: = rắn hổ mang dâu tây * ngựa | = rắn hổ mang * dưa hấu, Quy tắc: = Z * Y
Hai kết quả: * cá voi - - cá mập cá mập | * cá mập - - chuột cá mập chuột, Quy tắc: * Z - - Y Y
Hai kết quả: cá voi trâu chim cánh cụt = việt quất = + | ngựa dâu = nho = +, Quy tắc: Y Z = X = +
Hai kết quả: = chuối * lê | = kiwi * lê lê, Quy tắc: = Y * X
Hai kết quả: ngựa = ngựa + - chim cánh cụt | chuột đào = chuột đào + - chuột dâu, Quy tắc: Y = Y + - X
Hai kết quả: chim cánh cụt chuột dâu = chim cánh cụt + | cá voi kiwi kiwi chim cánh cụt = cá voi kiwi +, Quy tắc: Y X = Y +
Hai kết quả: hải cẩu trâu + - - hải cẩu đào trâu | ngựa + - - dâu ngựa, Quy tắc: Z + - - X Z
Hai kết quả: + nho cá mập đào + nho + | + rắn hổ mang táo trâu +, Quy tắc: + Z Y + Y +
Hai kết quả: * quả việt quất đào nho = - nho | * táo kiwi = - kiwi, Quy tắc: * Z Y = - Y
Hai kết quả: con dấu nho dâu đen * * | cá mập đào dâu đen đào * *, Quy tắc: X Z * *
Hai kết quả: trâu + trâu - = sư tử đào | chim cánh cụt blackberry + chim cánh cụt blackberry - = sư tử, Quy tắc: Y + Y - = X
Hai kết quả: = sư tử trâu lê lê trâu - | = cò dưa hấu dưa hấu -, Quy tắc: = Y Z Z -
Hai kết quả: chuột táo chuột táo + | dưa hấu sư tử chuối đại bàng + +, Quy tắc: Y Z X + +
Hai kết quả: * * sư tử dưa hấu đại bàng | * * rắn hổ mang trâu, Quy tắc: * * Y Z
Hai kết quả: * + cá voi | * + sư tử dưa hấu sư tử dưa hấu, Quy tắc: * + Y Y
Hai kết quả: * = dưa hấu - ngựa | * = kiwi - ngựa việt quất, Quy tắc: * = Z - X
Hai kết quả: nho - - lê | kiwi đại bàng - - nho trâu, Quy tắc: Z - - X
Hai kết quả: đào nho cò kiwi = + việt quất | dưa hấu ngựa = + dưa hấu chim cánh cụt, Quy tắc: Z X = + Y
Hai kết quả: - * đại bàng táo đào + đại bàng | - * táo dưa hấu việt quất + táo, Quy tắc: - * Z Y + Z
Hai kết quả: = cò cò chuối - + | = trâu lê - +, Quy tắc: = X X Z - +
Hai kết quả: - kiwi kiwi = | - trâu trâu =, Quy tắc: - Y Y =
Hai kết quả: táo đào táo đào ngựa vằn +* * | hải cẩu trâu hải cẩu trâu rắn hổ mang + * *, Quy tắc: Y Y Z + * *
Hai kết quả: rắn hổ mang hải cẩu rắn hổ mang cá mập * + | chuột cánh cụt chuột chim cánh cụt kiwi chuột * +, Quy tắc: Z Z X * +
Hai kết quả: * ngựa sư tử + | * ngựa vằn sư tử táo +, Quy tắc: * Z Y +
Hai kết quả: cò đào - * cá mập hải cẩu | dưa hấu - * kiwi, Quy tắc: Y - * X
Hai kết quả: + táo cá mập - chuột - chuột | + nho - trâu - trâu, Quy tắc: + Y - X - X
Hai kết quả: kiwi + rắn hổ mang táo = = | chuối + chim cánh cụt chuối = =, Quy tắc: Z + X = =
Hai kết quả: - ngựa* dưa hấu kiwi - | - cò chuối * chim cánh cụt cá voi -, Quy tắc: - X * Z -
Hai kết quả: = trâu sư tử trâu sư tử - sư tử trâu = | = lê lê - lê =, Quy tắc: = Y Y - Y =
Hai kết quả: * = cá voi = cá voi | * = nho = nho, Quy tắc: * = X = X
Hai kết quả: = chim cánh cụt lê dưa hấu = lê dưa hấu | = cá mập táo kiwi = kiwi, Quy tắc: = X Y = Y
Hai kết quả: - táo * = táo | - dưa hấu cò * = dưa hấu cò, Quy tắc: - Y * = Y
Hai kết quả: sư tử lê lê sư tử = * | chim cánh cụt = *, Quy tắc: Z Z = *
Hai kết quả: rắn hổ mang * + kiwi dâu tây | ngựa * + chuột việt quất, Quy tắc: Z * + Y
Hai kết quả: hải cẩu chim cánh cụt cá mập = hải cẩu chim cánh cụt - | kiwi trâu = trâu -, Quy tắc: X Z = Z -
Hai kết quả: đại bàng việt quất = con dấu * * | ngựa vằn trâu = ngựa * *, Quy tắc: Z Y = X * *
Hai kết quả: - chuột đào đào chuột * chuột đào | - con dấu con dấu * con dấu, Quy tắc: - Z Z * Z
Hai kết quả: táo táo - * chim cánh cụt lê + | chim cánh cụt - * rắn hổ mang +, Quy tắc: X X - * Z +
Hai kết quả: = táo táo = | = cá voi voi =, Quy tắc: = X X =
Hai kết quả: - = cò | - = táo táo, Quy tắc: - = Y Y
Hai kết quả: nho - chuối rắn hổ mang nho - | dưa hấu - táo dưa hấu -, Quy tắc: X - Z X -
Hai kết quả: rắn hổ mang + + = chim cánh cụt đại bàng cá mập | lê + = cá voi hải cẩu kiwi, Quy tắc: Y + + = Z X
Hai kết quả: - + rắn hổ mang táo rắn hổ mang táo táo | - + hải cẩu trâu hải cẩu trâu hải cẩu, Quy tắc: - + Z Z Z
Hai kết quả: nho = nho + | dâu tây = dâu tây +, Quy tắc: Y = Y +
Hai kết quả: chuối + - chuối - | sư tử lê + - sư tử lê -, Quy tắc: Z + - Z -
Hai kết quả: * cò = + kiwi lê | * rat blackberry = + cò, Quy tắc: * Z = + X
Hai kết quả: trâu táo cá mập * * = | hải cẩu chim cánh cụt * * =, Quy tắc: Z X X * * =
Hai kết quả: = chim cánh cụt cá mập + | = ngựa vằn kiwi việt quất việt quất +, Quy tắc: = Y Z Z +
Hai kết quả: cá voi lê cá voi lê + * = | ngựa dâu tây ngựa + * =, Quy tắc: X X + * =
Hai kết quả: = cá mập đào đào + | = nho nho +, Quy tắc: = Z Z +
Hai kết quả: đào sư tử + đào sư tử = * đào sư tử | táo dâu tây + táo dâu = * táo dâu tây, Quy tắc: Z + Z = * Z
Hai kết quả: - rắn hổ mang - rắn hổ mang = rắn hổ mang | - con dấu - con dấu = con dấu, Quy tắc: - Z - Z = Z
Hai kết quả: cá voi ngựa = - * | ngựa kiwi ngựa = - *, Quy tắc: Z Y = - *
Hai kết quả: - kiwi việt quất - việt quất | - con dấu rắn hổ mang - con dấu, Quy tắc: - X Y - Y
Hai kết quả: - + sư tử đại bàng đào + ngựa trâu | - + dâu sư tử trâu + dâu tây dâu tây, Quy tắc: - + X Z + Y
Hai kết quả: = dâu nho - - nho | = hải cẩu ngựa kiwi - - hải cẩu ngựa, Quy tắc: = Y X - - Y
Hai kết quả: = chuột dâu đen việt quất - dâu chuột | = cò kiwi - cò, Quy tắc: = Y X - Y
Hai kết quả: trâu đào + - trâu đào + | chim cánh cụt + - chim cánh cụt +, Quy tắc: Y + - Y +
Hai kết quả: - - + chuối dưa hấu | - - + chuối chim cánh cụt nho, Quy tắc: - - + Z Y
Hai kết quả: - lê ngựa vằn + | - kiwi đào việt quất +, Quy tắc: - X Y +
Hai kết quả: = dâu cá mập * dâu cá mập | = đại bàng * đại bàng, Quy tắc: = X * X
Hai kết quả: * hải cẩu chuối - + dưa hấu việt quất | * ngựa vằn - + chim cánh cụt chuối, Quy tắc: * Y - + Z
Hai kết quả: ngựa vằn rắn hổ mang nho = = + | chim cánh cụt táo táo ngựa = = +, Quy tắc: X Y = = +
Hai kết quả: rắn hổ mang * cá voi dâu tây * cá voi dâu | cá mập * chuột dưa hấu * chuột dưa hấu, Quy tắc: Y * X * X
Hai kết quả: rắn hổ mang đào đào - + + | cá mập sư tử - + +, Quy tắc: Z Y Y - + +
Hai kết quả: - rắn hổ mang kiwi cobra = | - đào kiwi trâu đào =, Quy tắc: - Y X Y =
Hai kết quả: - nho + = đại bàng | - đại bàng + = cá mập rắn hổ mang, Quy tắc: - Y + = X
Hai kết quả: chuột + chuột cá mập dâu tây - * | trâu + cá mập lê trâu - *, Quy tắc: X + X Y - *
Hai kết quả: cò ngựa cò ngựa * con dấu nho - | lê táo lê táo * chuột dâu đen -, Quy tắc: X X * Y -
Hai kết quả: việt quất - * việt quất | chuối - * chuối, Quy tắc: X - * X
Hai kết quả: đại bàng dưa hấu lê táo - dâu tây + + | dâu trâu táo - việt quất + +, Quy tắc: Y X - Z +
Hai kết quả: cá voi nho chuối * * | dưa hấu đại bàng kiwi * *, Quy tắc: Y X * *
Hai kết quả: + đào ngựa = + | + rắn hổ mang = +, Quy tắc: + X Y = +
Hai kết quả: ngựa + - ngựa sư tử | táo dưa hấu + - cò táo dưa hấu, Quy tắc: X + - Z X
Hai kết quả: ngựa dưa hấu +* + | cò việt quất + * +, Quy tắc: Y Z + * +
Hai kết quả: hải cẩu cá mập hải cẩu - * | việt quất việt quất - *, Quy tắc: Z Z - *
Hai kết quả: dưa hấu sư tử sư tử * + = hải cẩu lê | kiwi blackberry sư tử * + = dưa hấu, Quy tắc: Z Y * + = X
Hai kết quả: * = sư tử ngựa sư tử | * = dưa hấu chuối đào cá mập dưa hấu chuối, Quy tắc: * = Y Z Y
