source, target
Quy tắc: + + = X X | = X + | + X = + | = + + X | Kết quả: + + = ngựa sư tử ngựa sư tử, + = X X
Quy tắc: Y + X * | Y X + * | Y * + X X | + Y * X | Kết quả: nho * + việt quất nho việt quất, Y * + X X X
Quy tắc: + Y + Z | Z + Y Y + | + Z Y + | Z + Y | Kết quả: dưa hấu + đào đào +, Z + Y Y +
Quy tắc: * + Y * | + Y Y * * | * * Y + | + Y * * | Kết quả: + cá voi * *, + Y Y * *
Quy tắc: = Z = Y | Z = Y = | = Z = Y | Y = Z | Kết quả: = blackberry = dâu tây chim cánh cụt, = Z = Y
Quy tắc: + Y * | Y Y * + | * + Y | Y + * | Kết quả: rắn hổ mang * +, Y Y * +
Quy tắc: + - Y = | Y + - Y = | - = Y + | - + Y = | Kết quả: kiwi nho + - kiwi nho =, Y + - Y =
Quy tắc: * X - Y | Y - Y X * | Y * X - | - X * Y | Kết quả: con dấu sư tử - hải cẩu đại bàng việt quất sư tử *, Y - Y X *
Quy tắc: + - X | X - + | X - + X | - + X | Kết quả: rắn hổ mang đào - + rắn hổ mang đào, X - + X X
Quy tắc: * X Z = | Z X = * | Z * = Z X | * X = Z | Kết quả: chim cánh cụt vằn * = cá mập đen chim cánh cụt ngựa vằn, Z * = Z X
Quy tắc: X + + | + + X | X + + | + X X + | Kết quả: + cò +, + X X +
Quy tắc: + Z X - | Z + - X Z | - + X Z | Z - + X | Kết quả: nho việt quất + - chuối lê việt quất nho, Z + - X Z
Quy tắc: - - + Z X | X + Z Z - - | - X - + Z | - Z X - + | Kết quả: kiwi cá voi + kiwi kiwi - -, X + Z Z - -
Quy tắc: Y Z * = * | * * Z Y = | * Y * = Z | Z * Z = * Y | Kết quả: chuối * chuối = * kiwi, Z * Z = * Y
Quy tắc: = Y + X | X = Y + | Y X = + | X = Y + | Kết quả: dâu trâu ngựa vằn = +, Y X = +
Quy tắc: X Z + = | Z + X = | = + X Z | X Z + = | Kết quả: sư tử cá mập + =, X Z + =
Quy tắc: - + Y | + Y - | - Y + | + - Y Y | Kết quả: + - cò sư tử cò sư tử, + - Y Y
Quy tắc: - - Z Y | Z Y - - | - Y - Z | Z - Y - | Kết quả: - - cò dưa hấu táo, - - Z Y
Quy tắc: * + + X Z Y | Y + * + X Z | + X Y Z + * | Y + X + Z * | Kết quả: sư tử kiwi + * + chuối cá mập, Y + * + X Z
Quy tắc: X X = - | = X - | X - = | - X = | Kết quả: cá mập trâu cá mập trâu = -, X X = -
Quy tắc: Y Z - + - | - - + Y Z | Z + Z Y - - | + Y Z - - | Kết quả: nho + đào nho - -, Z + Z Y - -
Quy tắc: Z X - + - Y | - - Y + Z X | + X - Z Y - | Y - + Z X - | Kết quả: + kiwi - dưa hấu đào chuột -, + X - Z Y -
Quy tắc: - * = X Z | - * Z X = | * X = Z - | Z * - X = | Kết quả: * nho = quả việt quất chuột -, * X = Z -
Quy tắc: Z = Z + - Y | + Z = - Y | + Y = Z - | = - + Z Y | Kết quả: cò = cò + - dâu kiwi, Z = Z + - Y
Quy tắc: + Z X - - | + - X - Z | - - + Z X X | - - + Z X | Kết quả: - - - + con dấu sư tử đen ngựa con dấu sư tử, - - + Z X X
Quy tắc: Y - = X | - X Y = | Y - X = | - = X Y | Kết quả: dưa hấu kiwi - = đào trâu, Y - = X
Quy tắc: Y * * | Y * * | Y * Y * Y | Y * * | Kết quả: con dấu cò * con dấu cò * con dấu cò, Y * Y * Y
Quy tắc: = Y - Z | Y Z = - | Z - = Y | - Z = Y | Kết quả: sư tử kiwi - = lê, Z - = Y
Quy tắc: - X * Y | * X Y - | * Y - X | * X - Y | Kết quả: * nho kiwi - dâu tây chuột, * Y - X
Quy tắc: * + X Z Y + | + + * Z X Y | + Z * + X Y | Y Z + * + X | Kết quả: + sư tử * + cá mập rắn hổ mang đào, + Z * + X Y
Quy tắc: Z - - Y + | - Z Y - + | Y Y - + Z - | Z Y - - + | Kết quả: chuột ngựa chuột - + blackberry -, Y - + Z -
Quy tắc: + X - Z + | - + + X Z | + + Z X - | + Z + - X | Kết quả: + + cá mập nho -, + + Z X -
Quy tắc: = + - Y Z | Y + = - Z | - + Y = Z | Y + - = Z | Kết quả: ngựa vằn việt quất + - = cá voi, Y + - = Z
Quy tắc: Z = + + X | + X Z + = | + Z X + = | Z + = X + | Kết quả: + con dấu cá mập kiwi rắn hổ mang + =, + Z X + =
Quy tắc: Z + Y + * | + Y Z * + Y | Z + + * Y | + Y * Z + | Kết quả: + dâu đen việt quất trâu * + dâu đen trâu, + Y Z * + Y
Quy tắc: X + - Y | + X Y - Y | Y X - + | X Y + - | Kết quả: + cá mập chuối cá mập chuột - cá mập chuối, + X Y - Y
Quy tắc: + * X = Z | + Z = X * | X = Z + * | Z X + = * | Kết quả: táo rắn hổ mang lê + = *, Z X + = *
Quy tắc: - Z * + Z Z | Z + - * | - Z + * | * - + Z | Kết quả: - chim cánh cụt dâu tây * + chim cánh cụt dâu tây chim cánh cụt dâu tây, - Z * + Z Z
Quy tắc: - X Y = | = - Y X | - = Y X | = X Y - | Kết quả: = - chuối cá mập, = - Y X
Quy tắc: + X Y - Z | Y + X Z - | X Z - Y + | Y X + Z - | Kết quả: hải cẩu ngựa đào + rắn hổ mang -, Y X + Z -
Quy tắc: X + Z = | = + X X Z | = + Z X | X = + Z | Kết quả: = + táo nho táo táo cá mập rắn hổ mang, = + X X Z
Quy tắc: Y Z - = | Z - Y = | = Z - Y | = - Y Z | Kết quả: dưa hấu - cá mập chim cánh cụt =, Z - Y =
Quy tắc: = - Y X | = - Y X | X - Y = X | Y = - X | Kết quả: quả việt quất - sư tử chuột = việt quất, X - Y = X
Quy tắc: Z - Y * Y | Y * Z - | Y - * Z | Y * - Z | Kết quả: dưa hấu chuột - dâu tây * dâu tây, Z - Y * Y
Quy tắc: - * * Z X | * - X Z * | Z X * - * | X * - * Z | Kết quả: rắn hổ mang blackberry * - * chim cánh cụt, X * - * Z
Quy tắc: Z X - = + | Z - + X = | X + X Z - = | + = Z - X | Kết quả: lê lê + lê lê lê - =, X + X Z - =
Quy tắc: = X * Z | * = Z X | X = Z X * | X = * Z | Kết quả: dâu tây cá mập = cò cá mập dâu tây *, X = Z X *
Quy tắc: Z * + Y = | Y = * + Z | Z Y = * + | = Z * + Y | Kết quả: = kiwi * + quả việt quất táo, = Z * + Y
Quy tắc: X - - + | + - X - | - - + X | - + X X - | Kết quả: - + nho nho -, - + X X -
Quy tắc: Z = Y - * | Z = - Y * | Z * Y - = | - Y = * Z | Kết quả: - táo = * cá mập, - Y = * Z
Quy tắc: * * Y * Z | * Z * Y * | Z Y * * Z | * * Z * Y | Kết quả: cá mập voi blackberry * * * cá voi đen, Z Y * * * * Z
Quy tắc: * X - Y | - X * Y | - X Y * | - Y * X | Kết quả: - cá voi chuột* táo dâu đen, - X * Y
Quy tắc: = + Y X - | X Y - + = | = + X Y Y - | X - = Y + | Kết quả: = + cò trâu nho trâu nho trâu -, = + X Y Y -
Quy tắc: * - X X * Z | - Z X * * | * - X * Z | X * Z - * | Kết quả: * - ngựa vằn * cò blackberry, * - X X * Z
Quy tắc: Z * - Y | - Z * Y | - Y * Z | Z Y - * | Kết quả: blackberry rat * - chim cánh cụt blackberry, Z * - Y
Quy tắc: Y Z + Y - + | Y - + Z | + Y - + Z | Z Y + + - | Kết quả: táo dâu trâu + dâu táo - +, Y Z + Y - +
Quy tắc: = X Y + * Y | Y X = + * | + Y * X = | Y X + = * | Kết quả: = nho dâu ngựa vằn + * nho dâu tây, = X Y + * Y
Quy tắc: + Y X * | Y * X + | * Y + Y X | X * Y + | Kết quả: * táo + sư tử táo, * Y + Y X
Quy tắc: X - * Y * | - * * X Y | Y X * - * | * - X Y Y | Kết quả: * * - con dấu dâu tây chuột dâu đen dâu tây, * * - X Y Y
Quy tắc: + Y Z Y + | + + Z Y | + Z Y + | + Y + Z | Kết quả: + sư tử dưa hấu sư tử +, + Y Z Y +
Quy tắc: X + * * Y | * * Y + X | + X * Y | Y + * * X | Kết quả: ngựa vằn +* * * chim cánh cụt việt quất, X + * * Y
Quy tắc: X - + Y + | Y X - + | + X + Y Y - | Y - + X | Kết quả: + lê chuối + trâu trâu -, + X + Y Y -
Quy tắc: Y = - X * Z | Z - X * Y = | * Y Z = X - | Y X Z = * - | Kết quả: * cò chuột ngựa vằn = rắn hổ mang nho -, * Y Z = X -
Quy tắc: Y * - = | = - Y * | Y Y - = * Y | - Y * = | Kết quả: cá voi voi - = * cá voi, Y Y - = * Y
Quy tắc: Y Z X = + | Z = X Y + | Y + X = Z | X Z + Y = | Kết quả: cò = cá mập sư tử rắn hổ mang táo +, Z = X Y +
Quy tắc: Y = X * X = | = Y X = * | = Y * = X | = X * Y | Kết quả: dâu tây = việt quất ngựa vằn * việt quất ngựa vằn =, Y = X * X =
Quy tắc: Z = + = Z | = = + Z | + Z = | + = Z = | Kết quả: chim cánh cụt cò = + = chim cánh cụt cò, Z = + = Z
Quy tắc: X * - Z | - * X Z | X - Z * | Z * X - | Kết quả: - * rắn hổ mang đào sư tử, - * X Z
Quy tắc: - Y Z * X | * - Z Y X | * Y - X Z | Z - * X Y | Kết quả: quả việt quất sư tử - * hải cẩu lê dâu tây, Z - * X Y
Quy tắc: = * Y | Y * = | Y Y * = | Y = * | Kết quả: nho nho * =, Y Y * =
Quy tắc: Z + X X + | Z + X + | Z + X + | + + X Z | Kết quả: dưa hấu + cá voi ngựa vằn +, Z + X X +
Quy tắc: - = = Z | - = Z = | = Z - = | - Z = | Kết quả: - rắn hổ mang = rắn hổ mang =, - Z = Z =
Quy tắc: Y + + Z | Y + + Z | + + Z Y | + Z Y + | Kết quả: cò đào + + dâu táo, Y + + Z
Quy tắc: - Y - Y | - Y - | - Y | - Y - | Kết quả: - nho - nho, - Y - Y
Quy tắc: * + Y Z | Y * + Z | + * Y Z | Z +* Y | Kết quả: * + cá voi lê chuột, * + Y Z
Quy tắc: Y + X * | Y * X + | Y + X * | * X Y + | Kết quả: chim cánh cụt + ngựa vằn chim cánh cụt *, Y + X *
Quy tắc: + * Y | Y * + Y | + Y * | Y * + | Kết quả: blackberry * + blackberry, Y * + Y
Quy tắc: X = Y - | - Y = X | Y - Y = X | Y = X - | Kết quả: cá mập việt quất - cá mập việt quất = dưa hấu, Y - Y = X
Quy tắc: = * Y + Z Z | * Y + Z = | + Y = Z * | + Z Y = * | Kết quả: = * trâu ngựa vằn + trâu cá mập trâu cá mập trâu, = * Y + Z Z
Quy tắc: * Y = Y | = Y * | Y = * | Y * = | Kết quả: * cò = cò, * Y = Y
Quy tắc: X + - Y Z | Z + Y - X | Z Y - X + | Y Z - X + | Kết quả: đại bàng + - sư tử cò cá mập, X + - Y Z
Quy tắc: = + Z Z - | - Z = + | Z - = + | - + = Z | Kết quả: = + chuột việt quất chuột việt quất -, = + Z Z -
Quy tắc: X - X = Z | Z X = - | X - = Z | - X = Z | Kết quả: trâu - trâu = cá voi, X - X = Z
Quy tắc: Y = X + Z | + = Z X Y | Z Y + = X | = X + Y Z | Kết quả: lê chuối + = sư tử chuột, Z Y + = X
Quy tắc: X + Z = * | + X Z * = | Z * = X + | * X = + Z | Kết quả: cá voi lê * = ngựa vằn +, Z * = X +
Quy tắc: - Z - + Y X | X Y - + Z - | + - Y Z - X | + Y - X - Z | Kết quả: + ngựa vằn - trâu trâu - ngựa vằn cá mập, + Y - X - Z
Quy tắc: - X Y * X | - X * Y | X Y - * | X - Y * | Kết quả: - rắn hổ mang chuối đại bàng * chuối đại bàng, - X Y* X
Quy tắc: X + - Z | X + Z - | X + - Z | X + - Z | Kết quả: việt quất + - blackberry, X + - Z
Quy tắc: Z X - Z = | = - X Z | X = - Z | Z - = X | Kết quả: rắn hổ mang kiwi ngựa - ngựa =, Z X - Z =
Quy tắc: Y + X + = | Y = + X X + | = X + Y | = Y X + + | Kết quả: rắn hổ mang = + con dấu +, Y = + X X +
Quy tắc: + + Z Y | Y + + Z Z | Y Z + | + + Z Y | Kết quả: ngựa chuột + + chim cánh cụt, Y + Z Z
Quy tắc: + Y = | Y = + | Y Y = + | = + Y | Kết quả: kiwi kiwi = +, Y Y = +
Quy tắc: X + X Z - | + - Z X | Z + X - | - + X Z | Kết quả: chuột chuột + cá voi chuột -, X + X Z -
Quy tắc: - + X Y X - | X - + - Y | + Y - X | + - Y - X | Kết quả: - + sư tử chuột sư tử -, - + X Y X -
Quy tắc: Z Y + - | Z Y - Z + | Y Z - + | + Z - Y | Kết quả: chuột trâu dâu - chuột +, Z Y - Z +
Quy tắc: + = * X Z Y | Z + * X Y = | + Z = Y * X | + Y Z * X = | Kết quả: + hải cẩu cá voi = chim cánh cụt chuột * dưa hấu, + Z = Y * X
Quy tắc: + Z + | + Z + | Z + | Z Z + Z + | Kết quả: dưa hấu dưa hấu + dưa hấu +, Z Z + Z +
Quy tắc: Y * * Y X - | Y * X - * | * Y * X - | * - Y X * | Kết quả: đào kiwi * * kiwi đào sư tử dâu đen -, Y * * Y X -
Quy tắc: Z * = + Y | Y = + * Z | Y + = Z * | + * Y Z Z = | Kết quả: + * sư tử kiwi sư tử kiwi sư tử kiwi =, + * Y Z Z =
Quy tắc: Z * Z = | = * Z | Z = * | = Z * | Kết quả: blackberry * blackberry =, Z * Z =
Quy tắc: + Y * Z + | Z + Y + Z * | + Z Y + * | Z * Y + + | Kết quả: rắn hổ mang lê + hải cẩu chim cánh cụt + rắn hổ mang lê *, Z + Y + Z *
Quy tắc: = Z + X - | = - + Z X | - = + Z X | X Z = + - | Kết quả: = - + đại bàng dâu tây ngựa, = - + Z X
Quy tắc: = Y Z * | * Z Y = Z | Y Z * = | * Y Z = | Kết quả: * dưa hấu kiwi chim cánh cụt đại bàng = dưa hấu kiwi, * Z Y = Z
Quy tắc: = * + Z | + * = Z Z | * Z + = | = * Z + | Kết quả: + * = rắn hổ mang, + * = Z Z
Quy tắc: - X - + | - X + - | - + - X X | X + - - | Kết quả: - + - dâu việt quất việt quất dâu tây, - + - X X
Quy tắc: = Y + | = Y + | + Y Y = Y | = + Y | Kết quả: + chuối dưa hấu chuối dưa hấu = chuối dưa hấu, + Y = Y
Quy tắc: Z - + Y | Z - + Y | + Z - Y | + - Z Y Y | Kết quả: + - chuối dâu nho, + - Z Y Y Y
Quy tắc: + * Z * | * * + Z | + * * Z | * * Z + Z | Kết quả: * * nho + nho, * * Z + Z
Quy tắc: * - X | X * - | - X X * | * X - | Kết quả: - ngựa ngựa*, - X X *
Quy tắc: + X Y = | X Y = + | X = Y + | + = X Y | Kết quả: chuối = táo cá voi +, X = Y +
Quy tắc: - Z = Y | - = Z Y | - = Y Z | Z Y = - | Kết quả: chuối dâu tây nho ngựa vằn = -, Z Y = -
Quy tắc: Z X * Y + - | Z X - + * Y | + Z - X Y * | * Z Y + - X | Kết quả: lê trâu dưa hấu * đào + -, Z X * Y + -
Quy tắc: Z * X = | * X = Z | X = X * Z | X * = Z | Kết quả: cò = cò * đại bàng rắn hổ mang, X = X * Z
Quy tắc: - * Y X | - * X Y Y | * Y - X | X Y * - | Kết quả: - * chim cánh cụt sư tử chuối, - * X Y Y
Quy tắc: + Y = | + = Y | Y Y + = Y | Y = + | Kết quả: nho nho + = nho, Y Y + = Y
Quy tắc: - - * Y X | - Y * - X Y | Y X - * - | Y - - X * | Kết quả: - chim cánh cụt * - chim cánh cụt dưa hấu, - Y * - X Y
Quy tắc: - + Z X | - X + Z | Z + Z - X | Z X + - | Kết quả: ngựa vằn + ngựa vằn - kiwi, Z + Z - X
Quy tắc: - Y * Z - | * Y - - Z | Y * - Z - | - Y * Z - | Kết quả: * trâu - - ngựa vằn, * Y - - Z
Quy tắc: Z + Y + = | + + = Z Y | Y + Z + = | + Z = Y + | Kết quả: ngựa vằn dưa hấu + cò + =, Y + Z + =
Quy tắc: * X Z + - | * Z - X + | Z - * + X | * + - Z X | Kết quả: * chim cánh cụt cá mập - táo đào +, * Z - X +
Quy tắc: Z - * + X | - Z + * X | X * - Z + | * - + Z X | Kết quả: dâu đào - * + táo, Z - * + X
Quy tắc: - = Z * Y Y | Y = - Z * | = * - Z Y | = * Z - Y | Kết quả: - = lê dâu đen * dưa hấu dưa hấu, - = Z * Y Y
Quy tắc: * + Y = X | = + * X Y | X * + = Y | Y + = X * | Kết quả: nho * + = táo, X * + = Y
Quy tắc: + - Z Y = | Y = - Z + | Z + = - Y | Y Z + = - | Kết quả: blackberry = - con dấu lê +, Y = - Z +
Quy tắc: Y = + * | * + Y = | Y Y Y + = * | = + Y * | Kết quả: kiwi kiwi + = *, Y Y Y + = *
Quy tắc: Z = * = Z Y | Y = * Z = | = * Y = Z | * = Z Y | Kết quả: con dấu nho = * = ngựa hải cẩu nho, Z = * = Z Y
Quy tắc: Z + X Z * = | = + * X Z | X + * = Z | Z = * X + | Kết quả: chim cánh cụt + cò chim cánh cụt * =, Z + X Z * =
Quy tắc: X - Y = * | * = X - Y | X Y * = - | * Y - = X Y | Kết quả: * sư tử - = sư tử dưa hấu, * Y - = X Y
Quy tắc: + X = + Y | + Y X = + | X = X Y + + | X = Y + + | Kết quả: đào = đào chuối sư tử +, X = X Y + +
Quy tắc: X + * Z * | X + Z * * | * + * X Z | Z X + * * * | Kết quả: cò táo + * *, Z X + * *
Quy tắc: - X Z + | Z - X + | Z + X - | + X - Z | Kết quả: - rắn hổ mang lê +, - X Z +
Quy tắc: X - * Y | Y * X - | * Y X - | * - Y X Y | Kết quả: * - ngựa việt quất dâu đen việt quất ngựa, * - Y X Y
Quy tắc: X Z = - - | X - = - Z | - = - X Z | = - - X Z X | Kết quả: = - - chuột dâu đen, = - - X Z X
Quy tắc: Y X Z - - * | X Y - * Z - | X - * Y Z - | * Z Y - X - | Kết quả: hải cẩu lê - * đại bàng cá mập -, X Y - * Z -
Quy tắc: Z = = Y - | Z Y Y = - = | Y = Z = - | = Z Y - | Kết quả: cá voi voi chuột voi voi voi voi voi voi voi voi = - =, Z Y Y = - =
Quy tắc: * * * Y Z | * * Z * Y | * * Z * Y | * Z * Y * | Kết quả: * cò đào * đại bàng sư tử *, * Z * Y *
Quy tắc: * + Z | Z Z + * Z | + Z * | * Z + | Kết quả: kiwi việt quất kiwi việt quất + * kiwi việt quất, Z Z +* Z
Quy tắc: = Z - | Z = Z - | - = Z | Z - = | Kết quả: nho = nho -, Z = Z -
Quy tắc: X - * Z * | X - X Z * * | * * - Z X | Z * X - * | Kết quả: cò táo - cò táo rắn hổ mang chuối * *, X - X Z * *
Quy tắc: Y + X * | Y * X + | * + X Y | + * Y X | Kết quả: + * táo táo táo dâu đen, + * Y X
Quy tắc: = = * X Z | * = X Z | Z X = * | * = Z Z X | Kết quả: * = = rắn hổ mang chuối, * = Z Z X
Quy tắc: * Y * X + | * Y * X + | * * X Y + | + Y * X | Kết quả: * * con dấu ngựa vằn đen +, * * X Y +
Quy tắc: + + Z | Z + + | Z + | + Z Z + | Kết quả: + việt quất việt quất +, + Z Z +
Quy tắc: * Z + + Z | + * Z + | Z + + * | Z + + * | Kết quả: * sư tử nho + + sư tử nho, * Z + Z
Quy tắc: X * X Y = | X = Y * | * X = Y | X Y * = | Kết quả: cò đào * cò đào ngựa vằn đại bàng =, X * X Y =
Quy tắc: Z - Y = | Y = - Z | Z = - Y | Z - = Y | Kết quả: đại bàng cá voi - = dâu tây, Z - = Y
Quy tắc: = Z * = Y | Y = * = Z | * = Y Z = | Y * = Z | Kết quả: dâu tây việt quất * = dâu tây = dâu tây, Y * = Z = Z
Quy tắc: = * Z - Y X | - = Z * X Y | X Y = - * Z | * Y Z X = - | Kết quả: = * cá mập - cá voi ngựa, = * Z - Y X
Quy tắc: - = - X | - X - = X | = - X | = - - X | Kết quả: - dưa hấu - = dưa hấu, - X - = X
Quy tắc: X Z - * + | - X Z * X + | * X Z - + | Z + * X - | Kết quả: - nho chuối nho * nho +, - X Z * X +
Quy tắc: X X * + - Z | X Z + * - | Z X * + - | Z + X - * | Kết quả: kiwi kiwi kiwi kiwi kiwi * + - nho đào, X X * + - Z
Quy tắc: = * + Z | Z * + = | Z = * + | = + Z Z * | Kết quả: = + cá mập đào cá mập đào *, = + Z Z *
Quy tắc: * Z Y = * | * = Y * Z | * Y * = Z | * Y Z = * | Kết quả: * chuột trâu * = trâu, * Y * = Z
Quy tắc: - Y * - X Z | - Y * - X Z | - Y - X Z * | - X Y Z * | Kết quả: - ngựa ngựa* - chim cánh cụt cò chuối, - Y * - X Z
Quy tắc: - X * | * X - | X * - X | X * - | Kết quả: dâu tây * - dâu tây, X * - X
Quy tắc: Z - X * | * Z X - | * - Z X | X - * Z | Kết quả: việt quất - ngựa *, Z - X *
Quy tắc: Y X * + Z | Z Y * + X | Y +* X Z | Z Y X * + | Kết quả: dưa hấu ngựa chuối * + táo chuột, Y X* + Z
Quy tắc: + - Y Z X * | Z * Y X + - | Z X * - Y + | - Z X Y + * | Kết quả: + - chim cánh cụt cò cá mập đào *, + - Y Z X *
Quy tắc: Y Y = - | - = Y | = Y - | Y - = | Kết quả: trâu trâu = -, Y Y = -
Quy tắc: + - Z Y | Z - Y + | Y - + Z | Z - + Y | Kết quả: + - đại bàng táo đại bàng, + - Z Y
Quy tắc: Z Y = Y = + | Z = + = Y | = + Z = | Y = + Z | Kết quả: ngựa việt quất = ngựa = +, Z Y = Y = +
Quy tắc: * * - Z X | * - X Z * | * * - Z X | * * Z - X | Kết quả: * * - dâu sư tử rắn hổ mang dâu đen, * * - Z X
Quy tắc: Y = + = Y X | X = + Y = | Y = X + | = = + Y X | Kết quả: rắn hổ mang ngựa vằn = + = rắn hổ mang ngựa vằn trâu dâu tây, Y = + = Y X
Quy tắc: - Y = + | - = Y + | + Y = - | Y Y Y + = - | Kết quả: táo táo táo + = -, Y Y Y + = -
Quy tắc: Y - - Z | - - Y Z | Y Z - - | Z - Y - | Kết quả: trâu - đào -, Z - Y -
Quy tắc: * X * Z | Z * X * | Z * * X | * X * Z | Kết quả: * táo cá voi * dâu tây, * X* Z
Quy tắc: - = Z | - = Z Z Z | Z - = | - = Z | Kết quả: - = cò dâu tây cò dâu tây, - = Z Z Z
Quy tắc: Z X = * | = Z X X * | = Z X * | Z * X = | Kết quả: = trâu trâu dâu đen lê *, = Z X X *
Quy tắc: * Y - * | * Y - Y * | * Y * - | - Y * * | Kết quả: * lê chuối - lê chuối *, * Y - Y *
