source, target
“Quy tắc: Y Z + = | Thay thế: Y bằng “” nho “”, Z bằng “” ngựa “"”, ngựa nho + =
“Quy tắc: = X X Y - | Thay thế: X bằng “” dưa hấu lê “”, Y bằng “” trâu chuột “"”, = lê dưa hấu lê dưa hấu trâu chuột -
“Quy tắc: X = * X = | Thay thế: X bằng “” kiwi “"”, kiwi = * kiwi =
“Quy tắc: Y Z Z = = | Thay thế: Y bằng “" dưa hấu việt quất "”, Z bằng “" chuối trâu "”, dưa hấu việt quất trâu chuối trâu chuối trâu = =
“Quy tắc: = * X X X = | Thay thế: X bằng “" rắn hổ mang trâu "”, = * rắn hổ mang trâu rắn hổ mang trâu rắn hổ mang trâu =
“Quy tắc: + Z Z * | Thay thế: Z bằng “” chuối “"”, + chuối chuối *
“Quy tắc: Y = - Y Y | Thay thế: Y bằng “” nho chuối “"”, chuối nho = - chuối nho chuối nho
“Quy tắc: = Z * Y Z * | Thay thế: Y bằng “” lê lê “”, Z bằng “” táo đào “"”, = táo đào * lê lê táo đào *
“Quy tắc: X Y - = | Thay thế: X bằng “” ngựa việt quất “”, Y bằng “” chuột “"”, chuột ngựa việt quất - =
“Quy tắc: Z - X = Z = | Thay thế: X bằng “” blackberry “”, Z bằng “” ngựa vằn “"”, ngựa vằn - blackberry = ngựa vằn =
“Quy tắc: - Z Z X = | Thay thế: X bằng “” dâu tây “”, Z bằng “” đào “"”, - đào đào dâu =
“Quy tắc: = X + Z | Thay thế: X bằng “” táo “”, Z bằng “” sư tử nho “"”, = táo + sư tử nho
“Quy tắc: Y X = Z * | Thay thế: X bằng “” chuối cá mập “”, Y bằng “” chuột kiwi “”, Z bằng “” ngựa vằn blackberry “”, chuối cá mập chuột kiwi = ngựa vằn blackberry *
“Quy tắc: * X - Z | Thay thế: X bằng “” ngựa vằn đào “”, Z bằng “” cò cá voi “"”, * ngựa vằn đào - cò cá voi
“Quy tắc: Z = + Z Z * | Thay thế: Z bằng “” sư tử “"”, sư tử = + sư tử sư tử *
“Quy tắc: Y Z + Y + | Thay thế: Y bằng “” dâu tây “”, Z bằng “” con dấu kiwi “"”, con dấu kiwi dâu tây + dâu tây +
“Quy tắc: * Z + Z | Thay thế: Z bằng “” kiwi “"”, * kiwi + + kiwi
“Quy tắc: = Z * Z | Thay thế: Z bằng “” dâu đại bàng “"”, = dâu đại bàng * dâu đại bàng
“Quy tắc: Z * X - - | Thay thế: X bằng “” ngựa “”, Z bằng “” rắn hổ mang “"”, rắn hổ mang * ngựa - -
“Quy tắc: X * Z + - | Thay thế: X bằng “” cá voi “”, Z bằng “” chuột ngựa “"”, cá voi * chuột ngựa + -
“Quy tắc: Z = X + * | Thay thế: X bằng “” nho “”, Z bằng “” đại bàng rắn hổ mang “"”, đại bàng rắn hổ mang = nho + *
“Quy tắc: Z - = Y Y * | Thay thế: Y bằng “” rắn hổ mang đào “”, Z bằng “” lê “”, lê - = rắn hổ mang đào đào đào *
“Quy tắc: * Z Z Y + * | Thay thế: Y bằng “” con dấu lê “”, Z bằng “” nho ngựa “"”, * ngựa nho ngựa con dấu lê nho + *
“Quy tắc: + Z Y Y * | Thay thế: Y bằng “” con dấu kiwi “”, Z bằng “” ngựa nho “"”, + con dấu kiwi ngựa nho con dấu kiwi *
“Quy tắc: Z = + * Y | Thay thế: Y bằng “” đào “”, Z bằng “” con dấu táo “"”, con dấu táo = + * đào
“Quy tắc: + Z * Z | Thay thế: Z bằng “” nho “"”, + nho* nho
“Quy tắc: Z - - - X | Thay thế: X bằng “” lê “”, Z bằng “” ngựa “"”, ngựa - - - lê
“Quy tắc: * + X X | Thay thế: X bằng “” ngựa “"”, * + ngựa
“Quy tắc: = * Z X - Y | Thay thế: X bằng “” sư tử cá mập “”, Y bằng “” cò việt quất “”, Z bằng “” ngựa vằn chuối “"”, = * chuối cá mập ngựa vằn sư tử - cò việt quất
“Quy tắc: - + X Z | Thay thế: X bằng “" cò trâu "”, Z bằng “" cá mập "”, - + cá mập cò trâu
“Quy tắc: Z * Y Z + | Thay thế: Y bằng “” apple “”, Z bằng “” ngựa vằn “"”, ngựa vằn * táo ngựa vằn +
“Quy tắc: + X Z X - | Thay thế: X bằng “” ngựa vằn chuột “”, Z bằng “” con dấu sư tử “"”, + con dấu ngựa vằn chuột ngựa vằn ngựa vằn -
“Quy tắc: = X * Y = Z | Thay thế: X bằng “” cá mập “”, Y bằng “” cò “”, Z bằng “” rắn hổ mang lê “"”, = cá mập * cò = rắn hổ mang lê
“Quy tắc: = Z Y + X | Thay thế: X bằng “” hải cẩu nho “”, Y bằng “” rắn hổ mang lê “”, Z bằng “” cá mập hải cẩu “"”, = cá mập hải cẩu lê rắn hổ mang + hải cẩu nho
“Quy tắc: Z Y = X | Thay thế: X bằng “” cá voi “”, Y bằng “” dâu tây “”, Z bằng “” cá mập đại bàng “"”, cá mập đại bàng dâu = = cá voi
“Quy tắc: = Z Z * - Y | Thay thế: Y bằng “” rắn hổ mang ngựa vằn “”, Z bằng “” cá voi “"”, = cá voi * - rắn hổ mang ngựa vằn
“Quy tắc: = - + Z Y X | Thay thế: X bằng “” cá mập cá mập “”, Y bằng “” ngựa “”, Z bằng “” cá mập lê “"”, = - + cá mập lê cá mập
“Quy tắc: X = = Z Y = | Thay thế: X bằng “” rắn hổ mang “”, Y bằng “” rắn hổ mang “”, Z bằng “” lê nho “"”, rắn hổ mang = = rắn hổ mang lê nho =
“Quy tắc: X X = * = Y | Thay thế: X bằng “” kiwi cá mập “”, Y bằng “” táo dưa hấu “"”, cá mập kiwi cá mập kiwi kiwi = * = táo dưa hấu
“Quy tắc: Z Z = - X | Thay thế: X bằng “” apple “”, Z bằng “” đại bàng “"”, đại bàng = - táo
“Quy tắc: * - Z X X | Thay thế: X bằng “” ngựa vằn blackberry “”, Z bằng “” chuối nho “"”, * - chuối nho dâu đen ngựa vằn đen
“Quy tắc: Y Y - * * | Thay thế: Y bằng “” đại bàng “"”, đại bàng đại bàng - * *
“Quy tắc: + Y Y Y + | Thay thế: Y bằng “” cò lê “"”, + cò lê cò lê cò lê lê lê +
“Quy tắc: * Z + X Z | Thay thế: X bằng “" con dấu nho "”, Z bằng “" con dấu cò "”, * con dấu cò + con dấu cò nho
“Quy tắc: * - X Y Y | Thay thế: X bằng “” cá mập ngựa vằn “”, Y bằng “” đại bàng việt quất “"”, * - cá mập ngựa vằn đại bàng đại bàng việt quất
“Quy tắc: = = X Z Y = | Thay thế: X bằng “” chuột trâu “”, Y bằng “” dưa hấu blackberry “”, Z bằng “” cá mập “"”, = = cá mập chuột trâu dưa hấu blackberry =
“Quy tắc: * Z Y Z + + | Thay thế: Y bằng “” ngựa vằn cá mập “”, Z bằng “” ngựa vằn việt quất “"”, * cá mập ngựa vằn việt quất ngựa vằn vằn vằn + +
“Quy tắc: - * Y X + | Thay thế: X bằng “” ngựa vằn blackberry “”, Y bằng “” nho “"”, - * nho dâu đen ngựa vằn +
“Quy tắc: X * - Z + | Thay thế: X bằng “” dâu đào “”, Z bằng “” cá mập “"”, đào dâu * - cá mập cá mập +
“Quy tắc: Y + Z - | Thay thế: Y bằng “” sư tử “”, Z bằng “” cò đào “"”, sư tử + cò đào -
“Quy tắc: Y = + Y X | Thay thế: X bằng “” táo “”, Y bằng “” đại bàng cò “"”, đại bàng cò = + cò đại bàng táo
“Quy tắc: * X - = X Z | Thay thế: X bằng “” dưa hấu dâu tây “”, Z bằng “” cá voi blackberry “"”, * dưa hấu dâu tây - = cá voi dâu đen dưa hấu
“Quy tắc: X + = Z | Thay thế: X bằng “” việt quất “”, Z bằng “” nho “"”, việt quất + = nho
“Quy tắc: X = + X - | Thay thế: X bằng “” apple “"”, apple = + apple -
“Quy tắc: - Z - - X | Thay thế: X bằng “" trâu "”, Z bằng “" lê "”, - lê - - trâu
“Quy tắc: = Y Y * | Thay thế: Y bằng “” sư tử “"”, = sư tử sư tử *
“Quy tắc: - X X Y - | Thay thế: X bằng “” dưa hấu “”, Y bằng “” dưa hấu blackberry “”, - dưa hấu dưa hấu dâu đen dưa hấu -
“Quy tắc: * + Z X | Thay thế: X bằng “” blackberry “”, Z bằng “” rắn hổ mang “"”, * + rắn hổ mang blackberry
“Quy tắc: + X * Z * Z | Thay thế: X bằng “” cá mập “”, Z bằng “” rắn hổ mang dưa hấu “"”, + cá mập * rắn hổ mang dưa hấu * rắn hổ mang dưa hấu
“Quy tắc: Z X * - Y | Thay thế: X bằng “” đào kiwi “”, Y bằng “” chuột chim cánh cụt “”, Z bằng “” táo “”, đào kiwi táo * - chuột chim cánh cụt
“Quy tắc: Y Y = + - | Thay thế: Y bằng “” apple “"”, apple apple = + -
“Quy tắc: Z Y - - | Thay thế: Y bằng “” đại bàng “”, Z bằng “” sư tử “"”, đại bàng sư tử - -
“Quy tắc: = Y = X X | Thay thế: X bằng “” blackberry “”, Y bằng “” ngựa dưa hấu “"”, = ngựa dưa hấu = blackberry blackberry
“Quy tắc: = * Z Z Y * | Thay thế: Y bằng “” chuối táo “”, Z bằng “” dâu cá voi “"”, = * cá voi dâu tây cá voi dâu tây táo chuối *
“Quy tắc: Z * = Z + | Thay thế: Z bằng “” táo dưa hấu “"”, táo dưa hấu * = táo dưa hấu +
“Quy tắc: + Y Y - Y | Thay thế: Y bằng “" trâu cá mập "”, + trâu cá mập trâu - trâu cá mập
“Quy tắc: * X + X Z | Thay thế: X bằng “” dâu tây “”, Z bằng “” cò “"”, * dâu tây + cò dâu
“Quy tắc: * = Y X | Thay thế: X bằng “” dâu tây “”, Y bằng “” cò “"”, * = cò dâu
“Quy tắc: X + Z - = | Thay thế: X bằng “” cá mập ngựa “”, Z bằng “” đào “"”, cá mập ngựa + đào - =
“Quy tắc: X * Z = = | Thay thế: X bằng “” chuối “”, Z bằng “” dâu tây “"”, chuối * dâu = =
“Quy tắc: + + X X X | Thay thế: X bằng “” chuối táo “"”, + + chuối táo chuối táo chuối táo chuối
“Quy tắc: * Y - - X | Thay thế: X bằng “” chuối “”, Y bằng “” lê “"”, * lê - - chuối
“Quy tắc: * Z + Z = | Thay thế: Z bằng “” dưa hấu “"”, * dưa hấu + dưa hấu =
“Quy tắc: * Z = Z = | Thay thế: Z bằng “” cò “"”, * cò = cò =
“Quy tắc: - + X Y X | Thay thế: X bằng “” chim cánh cụt “”, Y bởi “” chim cánh cụt “"”, - + chim cánh cụt chim cánh cụt
“Quy tắc: Z - Z - * | Thay thế: Z bằng “” kiwi việt quất “"”, kiwi việt quất - kiwi việt quất - *
“Quy tắc: - - Y X X - | Thay thế: X bằng “” đại bàng trâu “”, Y bằng “” dâu đen việt quất “"”, - - dâu đen việt quất trâu đại bàng trâu đại bàng trâu -
“Quy tắc: Y * X = Z | Thay thế: X bằng “” ngựa vằn chuối “”, Y bằng “” cá mập “”, Z bằng “” cá mập “"”, cá mập * ngựa vằn chuối = cá mập
“Quy tắc: Z Z Y = = | Thay thế: Y bằng “” đào “”, Z bằng “” kiwi “"”, kiwi kiwi peach = =
“Quy tắc: + X X = | Thay thế: X bằng “” kiwi “"”, + kiwi =
“Quy tắc: - Y Y - + | Thay thế: Y bằng “” blackberry “"”, - blackberry - +
“Quy tắc: X - X + = | Thay thế: X bằng “” cá mập “"”, cá mập - cá mập + =
“Quy tắc: Y + - Y | Thay thế: Y bằng “” cá mập “"”, cá mập + - cá mập
“Quy tắc: - + Z Z X | Thay thế: X bằng “” cá mập “”, Z bằng “” cá voi việt quất “"”, - + cá voi việt quất cá mập cá mập
“Quy tắc: - Z Y Z - - | Thay thế: Y bằng “” cá mập “”, Z bằng “” dâu tây nho “"”, - nho dâu tây cá mập dâu tây - -
“Quy tắc: Y Y * - | Thay thế: Y bằng “” con dấu việt quất “"”, niêm phong con dấu việt quất việt quất * -
“Quy tắc: + - Z Y Z | Thay thế: Y bằng “” táo đào “”, Z bằng “” lê “"”, + - lê đào táo lê
“Quy tắc: Y Y - - Z * | Thay thế: Y bằng “” đào dâu đen “”, Z bằng “” chuối ngựa vằn “"”, đào dâu đen đào - - chuối ngựa vằn *
“Quy tắc: = Z = X * | Thay thế: X bằng “” cá mập kiwi “”, Z bằng “” ngựa đại bàng “"”, = ngựa đại bàng = cá mập kiwi *
“Quy tắc: Z + Z = | Thay thế: Z bằng “” ngựa vằn đại bàng “"”, ngựa vằn đại bàng + ngựa vằn đại bàng =
“Quy tắc: - Y Z Z + = | Thay thế: Y bằng “” nho “”, Z bằng “” kiwi “"”, - kiwi nho + =
“Quy tắc: = = Z X Y | Thay thế: X bằng “" hải cẩu trâu "”, Y bằng “" sư tử chuột "”, Z bằng “" hải cẩu blackberry "”, = = hải cẩu đen sư tử chuột
“Quy tắc: X = Y = * X | Thay thế: X bằng “” nho “”, Y bằng “” blackberry “"”, nho = blackberry = * nho
“Quy tắc: Y + * - Z | Thay thế: Y bằng “” ngựa “”, Z bằng “” con dấu “"”, ngựa + * - con dấu
“Quy tắc: Y - - * Z Z | Thay thế: Y bằng “” sư tử “”, Z bằng “” ngựa vằn sư tử “"”, sư tử - - * sư tử ngựa vằn sư tử ngựa vằn
“Quy tắc: Y * X + X | Thay thế: X bằng “" cò "”, Y bằng “" dâu "”, dâu tây * cò + cò
“Quy tắc: Z * Y X * | Thay thế: X bằng “” rắn hổ mang “”, Y bằng “” chuối chuột “”, Z bằng “” chuối rắn hổ mang “"”, rắn hổ mang chuối * rắn hổ mang chuối chuột rắn hổ mang *
“Quy tắc: X Z - * | Thay thế: X bằng “” kiwi chuột “”, Z bằng “” táo “”, táo kiwi chuột - *
“Quy tắc: = + + Z X X | Thay thế: X bằng “” con dấu cò “”, Z bằng “” táo dâu đen “"”, = + con dấu cò táo blackberry
“Quy tắc: * X X = - Y | Thay thế: X bằng “" đại bàng "”, Y bằng “" trâu trâu ""”, * đại bàng = - trâu trâu
“Quy tắc: + Z Y - | Thay thế: Y bằng “” kiwi nho “”, Z bằng “” đại bàng “"”, + kiwi nho đại bàng -
“Quy tắc: Z * - Y Y | Thay thế: Y bằng “” sư tử “”, Z bằng “” ngựa đào “"”, ngựa đào * - sư tử
“Quy tắc: * * X X - X | Thay thế: X bằng “” dưa hấu “"”, * * dưa hấu dưa hấu - dưa hấu
“Quy tắc: * X * X - | Thay thế: X bằng “” rắn hổ mang nho “"”, * rắn hổ mang nho* rắn hổ mang nho -
“Quy tắc: X - - Y | Thay thế: X bằng “” chuối táo “”, Y bằng “” đại bàng “”, chuối táo - - đại bàng
“Quy tắc: Z Y * X * * | Thay thế: X bằng “" con dấu "”, Y bằng “" cò trâu "”, Z bằng “" sư tử dưa hấu "”, dưa hấu sư tử cò trâu * hải cẩu *
“Quy tắc: - - Y * Y Y | Thay thế: Y bằng “” con dấu rắn hổ mang “"”, - - con dấu rắn hổ mang * con dấu rắn hổ mang
“Quy tắc: Y + * - Z | Thay thế: Y bằng “” dâu đen “”, Z bằng “” cá mập blackberry “"”, dâu đen + * - cá mập đen
“Quy tắc: Y + Y - * | Thay thế: Y bằng “” kiwi “"”, kiwi + kiwi - *
“Quy tắc: = - X Y = Z | Thay thế: X bằng “” chuột “”, Y bằng “” chuột “”, Z bằng “” kiwi “”, = - chuột chuột = kiwi
“Quy tắc: = Z * Y | Thay thế: Y bằng “” ngựa “”, Z bằng “” rắn hổ mang dâu “"”, = rắn hổ mang dâu tây * ngựa
“Quy tắc: * Z - - Y Y | Thay thế: Y bằng “” cá mập “”, Z bằng “” cá voi “"”, * cá voi - - cá mập
“Quy tắc: Y Z = X = + | Thay thế: X bằng “" việt quất "”, Y bằng “" trâu chim cánh cụt "”, Z bằng “" cá voi "”, chim cánh cụt trâu voi = việt quất = +
“Quy tắc: = Y * X | Thay thế: X bằng “” lê “”, Y bằng “” chuối “"”, = chuối * lê
“Quy tắc: Y = Y + - X | Thay thế: X bằng “” chim cánh cụt “”, Y bằng “” ngựa “"”, ngựa = ngựa + - chim cánh cụt
“Quy tắc: Y X = Y + | Thay thế: X bằng “” dâu tây chuột “”, Y bằng “” chim cánh cụt “"”, chim cánh cụt dâu tây = chim cánh cụt +
“Quy tắc: Z + - - X Z | Thay thế: X bằng “" hải cẩu đào "”, Z bằng “" hải cẩu trâu "”, hải cẩu trâu + - - hải cẩu đào trâu
“Quy tắc: + Z Y + Y + | Thay thế: Y bằng “” nho “”, Z bằng “” cá mập đào “"”, + nho cá mập đào + nho +
“Quy tắc: * Z Y = - Y | Thay thế: Y bằng “” nho “”, Z bằng “” đào việt quất “"”, * việt quất đào nho = - nho
“Quy tắc: X Z * * | Thay thế: X bằng “” nho dâu đen “”, Z bằng “” con dấu “"”, con dấu nho dâu đen * *
“Quy tắc: Y + Y - = X | Thay thế: X bằng “" sư tử đào "”, Y bằng “" trâu "”, trâu + trâu - = sư tử đào
“Quy tắc: = Y Z Z - | Thay thế: Y bằng “" sư tử "”, Z bằng “" lê trâu "”, = sư tử trâu lê trâu lê lê -
“Quy tắc: Y Z X + + | Thay thế: X bằng “” apple rat “”, Y bằng “” apple “”, Z bằng “” rat “"”, apple rat apple rat + +
“Quy tắc: * * Y Z | Thay thế: Y bằng “” dưa hấu đại bàng “”, Z bằng “” sư tử “"”, * * * sư tử dưa hấu đại bàng
“Quy tắc: * + Y Y | Thay thế: Y bằng “” cá voi “"”, * + cá voi
“Quy tắc: * = Z - X | Thay thế: X bằng “” ngựa “”, Z bằng “” dưa hấu “"”, * = dưa hấu - ngựa
“Quy tắc: Z - - X | Thay thế: X bằng “” lê “”, Z bằng “” nho “"”, nho - - lê
“Quy tắc: Z X = + Y | Thay thế: X bằng “” cò kiwi “”, Y bằng “” việt quất “”, Z bằng “” nho đào “"”, đào nho kiwi = + việt quất
“Quy tắc: - * Z Y + Z | Thay thế: Y bằng “” táo đào “”, Z bằng “” đại bàng “”, - * đại bàng táo đào + đại bàng
“Quy tắc: = X X Z - + | Thay thế: X bằng “” cò “”, Z bằng “” chuối “"”, = cò chuối - +
“Quy tắc: - Y Y = | Thay thế: Y bằng “” kiwi “"”, - kiwi =
“Quy tắc: Y Y Z + * * | Thay thế: Y bằng “” táo đào “”, Z bằng “” ngựa vằn ngựa vằn “"”, táo đào táo đào ngựa vằn +* *
“Quy tắc: Z Z X * + | Thay thế: X bằng “” cá mập “”, Z bằng “” hải cẩu rắn hổ mang “"”, rắn hổ mang hải cẩu rắn hổ mang cá mập * +
“Quy tắc: * Z Y + | Thay thế: Y bằng “” ngựa “”, Z bằng “” sư tử “"”, * ngựa sư tử +
“Quy tắc: Y - * X | Thay thế: X bằng “” cá mập hải cẩu “”, Y bằng “” cò đào “"”, cò đào - * cá mập hải cẩu
“Quy tắc: + Y - X - X | Thay thế: X bằng “” chuột “”, Y bằng “” táo cá mập “"”, + táo cá mập - chuột - chuột
“Quy tắc: Z + X = = | Thay thế: X bằng “” rắn hổ mang táo “”, Z bằng “” kiwi “"”, kiwi + rắn hổ mang táo = =
“Quy tắc: - X * Z - | Thay thế: X bằng “” ngựa “”, Z bằng “” kiwi dưa hấu “"”, - ngựa * dưa hấu kiwi -
“Quy tắc: = Y Y - Y = | Thay thế: Y bằng “" sư tử trâu "”, = trâu sư tử trâu sư tử - sư tử trâu =
“Quy tắc: * = X = X | Thay thế: X bằng “” cá voi “"”, * = cá voi = cá voi
“Quy tắc: = X Y = Y | Thay thế: X bằng “” chim cánh cụt “”, Y bằng “” dưa hấu lê “"”, = chim cánh cụt lê dưa hấu = lê dưa hấu
“Quy tắc: - Y * = Y | Thay thế: Y bằng “” apple “"”, - apple * = apple
“Quy tắc: Z Z = * | Thay thế: Z bằng “” sư tử lê “"”, sư tử lê lê = *
“Quy tắc: Z * + Y | Thay thế: Y bằng “” dâu tây kiwi “”, Z bằng “” rắn hổ mang “"”, rắn hổ mang * + dâu tây kiwi
“Quy tắc: X Z = Z - | Thay thế: X bằng “” chim cánh cụt cá mập “”, Z bằng “” hải cẩu chim cánh cụt “"”, hải cẩu chim cánh cụt cá mập = hải cẩu chim cánh cụt -
“Quy tắc: Z Y = X * * | Thay thế: X bằng “” con dấu “”, Y bằng “” đại bàng “”, Z bằng “” việt quất “"”, đại bàng việt quất = con dấu * *
“Quy tắc: - Z Z * Z | Thay thế: Z bằng “” chuột đào “"”, - chuột đào đào * chuột đào
“Quy tắc: X X - * Z + | Thay thế: X bằng “” táo “”, Z bằng “” chim cánh cụt lê “"”, táo táo - * chim cánh cụt lê +
“Quy tắc: = X X = | Thay thế: X bằng “” apple “"”, = apple apple =
“Quy tắc: - = Y Y | Thay thế: Y bằng “” cò “"”, - = cò
“Quy tắc: X - Z X - | Thay thế: X bằng “” nho “”, Z bằng “” rắn hổ mang chuối “"”, nho - chuối rắn hổ mang nho -
“Quy tắc: Y + + = Z X | Thay thế: X bằng “” chim cánh cụt đại bàng “”, Y bằng “” rắn hổ mang “”, Z bằng “” cá mập “"”, rắn hổ mang + + = chim cánh cụt đại bàng cá mập
