source,target
Two results: + * blackberry shark eagle | + * buffalo buffalo blueberry strawberry,Rule: + * X Z
Two results: = seal penguin = | = kiwi apple =,Rule: = Z Y =
Two results: - * banana * banana blackberry blueberry | - * blueberry whale * blueberry whale banana,Rule: - * X * X Y
Two results: = horse * - horse | = eagle blackberry * - eagle blackberry,Rule: = Z * - Z
Two results: * + grape seal pear | * + watermelon buffalo cobra,Rule: * + Z X
Two results: - grape seal seal * | - lion strawberry strawberry *,Rule: - X Y *
Two results: zebra stork + = | watermelon penguin penguin kiwi + =,Rule: X Z + =
Two results: = * - penguin penguin | = * - pear lion pear lion,Rule: = * - Z Z
Two results: banana + banana * + | stork pear + stork pear * +,Rule: X + X * +
Two results: shark shark blackberry pear * = | stork kiwi stork kiwi buffalo peach * =,Rule: Z Z Y * =
Two results: shark = shark = shark = | rat = rat = rat =,Rule: Z = Z = Z =
Two results: + = seal pear zebra kiwi | + = watermelon buffalo shark cobra,Rule: + = Y X
Two results: * strawberry kiwi strawberry kiwi * eagle | * whale whale * eagle grape,Rule: * X X * Y
Two results: + grape buffalo stork - + buffalo stork | + cobra stork cobra eagle - + cobra eagle,Rule: + X Y - + Y
Two results: seal * seal strawberry rat * | strawberry * strawberry watermelon *,Rule: Y * Y Z *
Two results: * - * penguin lion seal penguin | * - * penguin cobra penguin,Rule: * - * Y X Y
Two results: blackberry banana + - | zebra grape cobra apple + -,Rule: Z Y + -
Two results: * = apple eagle lion | * = lion grape kiwi blackberry,Rule: * = X Z
Two results: grape horse = pear grape horse + | kiwi strawberry = seal kiwi strawberry +,Rule: Z = X Z +
Two results: peach zebra * * | cobra whale horse * *,Rule: Z X * *
Two results: - lion pear - banana eagle | - eagle - apple peach,Rule: - Y - X
Two results: zebra - = * buffalo zebra | blueberry cobra - = * shark seal blueberry cobra,Rule: Z - = * X Z
Two results: shark = - kiwi | blackberry horse = - apple penguin,Rule: Y = - Z
Two results: = = = zebra lion blueberry lion blueberry | = = = shark grape blueberry kiwi blueberry kiwi,Rule: = = = X Z Z
Two results: rat eagle * blueberry = | strawberry * apple peach =,Rule: X * Z =
Two results: pear apple buffalo + - - seal blackberry | eagle grape + - - banana stork,Rule: X Y + - - Z
Two results: + whale strawberry watermelon apple grape * | + kiwi blackberry cobra lion *,Rule: + Z X Y *
Two results: penguin * - = seal eagle penguin | horse peach * - = watermelon horse peach,Rule: X * - = Y X
Two results: stork = - stork zebra | zebra kiwi = - zebra kiwi whale watermelon,Rule: Z = - Z Y
Two results: buffalo grape apple grape - + | buffalo grape buffalo zebra - +,Rule: X Y Z - +
Two results: blueberry * + banana | blackberry * + seal zebra,Rule: X * + Y
Two results: * = pear pear seal apple + | * = stork blueberry +,Rule: * = X Y +
Two results: watermelon strawberry watermelon strawberry = = watermelon whale | kiwi kiwi = = grape,Rule: Y Y = = X
Two results: = pear pear blackberry = | = whale penguin whale penguin strawberry =,Rule: = X X Y =
Two results: grape seal * = cobra watermelon | penguin whale * = shark,Rule: Y * = Z
Two results: lion - seal + = grape | penguin eagle - stork blueberry + = blueberry,Rule: Y - X + = Z
Two results: rat eagle * + rat eagle rat eagle | horse watermelon * + horse watermelon horse watermelon,Rule: Y * + Y Y
Two results: * lion - = watermelon lion | * apple blueberry - = zebra apple blueberry,Rule: * Y - = X Y
Two results: strawberry shark rat zebra whale zebra - * - | blackberry blueberry stork shark - * -,Rule: X Y Z - * -
Two results: whale whale - = whale | lion lion - = lion,Rule: Y Y - = Y
Two results: stork apple - = + eagle | strawberry apple grape - = + watermelon,Rule: Z Y - = + X
Two results: lion peach * - blueberry stork | penguin watermelon * - kiwi grape,Rule: Z * - X
Two results: pear = penguin pear + | horse strawberry = cobra horse strawberry +,Rule: Z = Y Z +
Two results: kiwi penguin - = kiwi penguin kiwi penguin * | grape eagle - = grape eagle grape eagle *,Rule: Z - = Z Z *
Two results: = rat rat kiwi horse * | = seal seal seal *,Rule: = Y Y X *
Two results: * blackberry blackberry watermelon grape blackberry blackberry = | * peach kiwi strawberry peach =,Rule: * Y Z Y =
Two results: shark grape apple apple = shark grape * | horse whale cobra penguin = horse whale *,Rule: Z X = Z *
Two results: banana blueberry - apple watermelon buffalo + - | shark eagle - pear seal + -,Rule: Z - Y X + -
Two results: peach strawberry peach strawberry = + | buffalo blueberry buffalo blueberry = +,Rule: Z Z = +
Two results: buffalo rat - + buffalo rat - | cobra strawberry - + cobra strawberry -,Rule: X - + X -
Two results: whale horse = whale rat whale rat * | grape = whale eagle whale eagle *,Rule: Z = Y Y *
Two results: = peach shark - peach shark * peach shark | = lion eagle - lion eagle * lion eagle,Rule: = X - X * X
Two results: + + cobra cobra blackberry | + + banana banana pear rat,Rule: + + Y Y Z
Two results: banana rat * blueberry kiwi * | buffalo stork kiwi banana * lion pear *,Rule: Y Z * X *
Two results: grape = grape - | lion = lion -,Rule: Z = Z -
Two results: apple apple - * - | lion lion lion lion - * -,Rule: X X - * -
Two results: lion peach * rat - + stork eagle | shark * blueberry - + strawberry seal,Rule: X * Z - + Y
Two results: + penguin zebra + watermelon * watermelon | + grape + whale kiwi * whale kiwi,Rule: + Y + Z * Z
Two results: * shark = = banana | * cobra = = kiwi grape,Rule: * X = = Z
Two results: - - grape pear strawberry blueberry banana | - - eagle rat blueberry seal,Rule: - - Y Z X
Two results: + banana seal = stork horse | + apple = watermelon rat,Rule: + Y = X
Two results: * grape = + blueberry grape | * whale = + lion whale,Rule: * X = + Z X
Two results: pear = grape * pear | grape = whale pear * grape,Rule: Y = X * Y
Two results: penguin apple strawberry + penguin * * | grape seal peach pear + grape seal * *,Rule: Y Z + Y * *
Two results: - banana rat seal - + banana | - cobra rat peach - + cobra,Rule: - Z Y - + Z
Two results: - shark shark - + | - banana banana - +,Rule: - Y Y - +
Two results: + kiwi = + kiwi | + rat penguin = + rat penguin,Rule: + Z = + Z
Two results: - - blueberry zebra grape strawberry + | - - peach strawberry lion watermelon +,Rule: - - Z X +
Two results: = + rat watermelon horse | = + kiwi penguin,Rule: = + Y X
Two results: * = horse * whale | * = apple blueberry * shark,Rule: * = Z * Y
Two results: pear horse - + cobra zebra | apple - + rat rat,Rule: Z - + X
Two results: - watermelon cobra = blueberry | - rat = strawberry,Rule: - Z = X
Two results: * eagle blueberry + + grape | * lion stork + + banana,Rule: * Y + + Z
Two results: peach apple - watermelon whale stork peach - | watermelon - blueberry apple grape -,Rule: X - Z Y -
Two results: - * strawberry lion + kiwi kiwi grape peach | - * apple buffalo + rat watermelon horse,Rule: - * X + Y Z
Two results: grape buffalo banana rat * = | stork kiwi * =,Rule: Z X * =
Two results: banana penguin apple apple + - = | stork blackberry watermelon horse watermelon horse + - =,Rule: X Y Y + - =
Two results: eagle lion banana stork = - | buffalo kiwi shark = -,Rule: Z X = -
Two results: * lion eagle + lion eagle watermelon whale | * seal shark + seal shark strawberry lion,Rule: * Y + Y Z
Two results: blackberry blackberry * blackberry + * | lion stork lion stork * lion stork + *,Rule: Z Z * Z + *
Two results: + * peach zebra eagle grape seal | + * watermelon cobra apple watermelon,Rule: + * X Z Y
Two results: stork horse - - + blueberry banana cobra | buffalo - - + grape blackberry,Rule: Y - - + Z X
Two results: - - rat horse * rat horse banana | - - eagle rat * eagle rat watermelon,Rule: - - Y * Y X
Two results: * penguin blueberry grape * - grape | * shark banana shark banana * - blackberry watermelon,Rule: * Z X * - Y
Two results: blueberry shark strawberry = + pear apple + | lion penguin = + strawberry +,Rule: Y Z = + X +
Two results: = - + strawberry watermelon strawberry watermelon penguin blackberry | = - + pear pear seal buffalo,Rule: = - + Y Y X
