source,target
Two results: - watermelon watermelon blackberry watermelon - | - peach peach blackberry -,Rule: - X X Y -
Two results: * + cobra blackberry | * + penguin blackberry,Rule: * + Z X
Two results: + shark * watermelon cobra * watermelon cobra | + blackberry * eagle penguin * eagle penguin,Rule: + X * Z * Z
Two results: apple kiwi peach * - penguin rat | lion blackberry * - kiwi lion,Rule: Z X * - Y
Two results: apple apple = + - | peach peach = + -,Rule: Y Y = + -
Two results: lion eagle - - | apple peach - -,Rule: Z Y - -
Two results: = watermelon horse = blackberry blackberry | = banana = shark stork shark stork,Rule: = Y = X X
Two results: = * whale strawberry whale strawberry banana apple * | = * lion lion strawberry whale *,Rule: = * Z Z Y *
Two results: watermelon apple * = watermelon apple + | cobra kiwi * = cobra kiwi +,Rule: Z * = Z +
Two results: + shark buffalo shark buffalo - shark buffalo | + pear pear - pear,Rule: + Y Y - Y
Two results: * strawberry + strawberry stork | * blueberry banana + blueberry banana apple zebra,Rule: * X + X Z
Two results: * = stork strawberry | * = zebra grape grape peach,Rule: * = Y X
Two results: horse shark + peach - = | grape pear + buffalo - =,Rule: X + Z - =
Two results: banana * strawberry = = | rat * peach = =,Rule: X * Z = =
Two results: + + apple banana apple banana apple banana | + + shark blackberry shark blackberry shark blackberry,Rule: + + X X X
Two results: * pear - - banana | * peach grape - - blackberry,Rule: * Y - - X
Two results: * watermelon + watermelon = | * zebra + zebra =,Rule: * Z + Z =
Two results: * stork = stork = | * seal strawberry = seal strawberry =,Rule: * Z = Z =
Two results: - + penguin penguin penguin | - + blackberry blackberry blackberry,Rule: - + X Y X
Two results: kiwi blueberry - kiwi blueberry - * | watermelon grape - watermelon grape - *,Rule: Z - Z - *
Two results: - - blackberry blueberry buffalo eagle buffalo eagle - | - - cobra horse shark shark -,Rule: - - Y X X -
Two results: shark * banana zebra = shark | buffalo * pear cobra = stork kiwi,Rule: Y * X = Z
Two results: kiwi kiwi peach = = | banana lion banana lion blueberry = =,Rule: Z Z Y = =
Two results: + kiwi kiwi = | + kiwi pear kiwi pear =,Rule: + X X =
Two results: - blackberry blackberry - + | - lion lion - +,Rule: - Y Y - +
Two results: shark - shark + = | grape - grape + =,Rule: X - X + =
Two results: shark + - shark | eagle watermelon + - eagle watermelon,Rule: Y + - Y
Two results: - + blueberry whale blueberry whale shark | - + cobra cobra blueberry strawberry,Rule: - + Z Z X
Two results: - grape strawberry shark grape strawberry - - | - rat horse shark rat - -,Rule: - Z Y Z - -
Two results: seal blueberry seal blueberry * - | pear pear * -,Rule: Y Y * -
Two results: + - pear peach apple pear | + - grape pear grape,Rule: + - Z Y Z
Two results: blackberry peach blackberry peach - - zebra banana * | blueberry blueberry - - strawberry cobra *,Rule: Y Y - - Z *
Two results: = eagle horse = kiwi shark * | = eagle rat = eagle shark *,Rule: = Z = X *
Two results: eagle zebra + eagle zebra = | penguin + penguin =,Rule: Z + Z =
Two results: - grape kiwi kiwi + = | - apple grape blueberry blueberry + =,Rule: - Y Z Z + =
Two results: = = seal blackberry buffalo seal rat lion | = = apple eagle penguin blueberry,Rule: = = Z X Y
Two results: grape = blackberry = * grape | blueberry pear = kiwi = * blueberry pear,Rule: X = Y = * X
Two results: horse + * - seal | pear pear + * - blueberry,Rule: Y + * - Z
Two results: lion - - * lion zebra lion zebra | banana - - * buffalo grape buffalo grape,Rule: Y - - * Z Z
Two results: strawberry * stork stork + stork stork | blackberry * peach stork + peach stork,Rule: Y * X + X
Two results: cobra banana * rat banana cobra cobra * | seal * blackberry lion eagle grape *,Rule: Z * Y X *
Two results: rat kiwi apple - * | apple blueberry watermelon - *,Rule: X Z - *
Two results: = + + blackberry apple stork seal stork seal | = + + banana pear pear pear,Rule: = + + Z X X
Two results: * eagle eagle = - buffalo buffalo | * kiwi kiwi = - zebra,Rule: * X X = - Y
Two results: + eagle grape kiwi - | + zebra zebra shark -,Rule: + Z Y -
Two results: horse peach * - lion lion | zebra stork * - zebra blackberry zebra blackberry,Rule: Z * - Y Y
Two results: * * watermelon watermelon - watermelon | * * seal rat seal rat - seal rat,Rule: * * X X - X
Two results: * grape cobra * grape cobra - | * rat seal * rat seal -,Rule: * X * X -
Two results: banana apple - - eagle | watermelon - - buffalo lion,Rule: X - - Y
Two results: watermelon lion buffalo stork * seal * | apple buffalo strawberry pear * cobra *,Rule: Z Y * X *
Two results: - - seal cobra * seal cobra seal cobra | - - seal blueberry * seal blueberry seal blueberry,Rule: - - Y * Y Y
Two results: strawberry blackberry + * - shark blackberry | whale penguin + * - apple,Rule: Y + * - Z
Two results: kiwi + kiwi - * | watermelon + watermelon - *,Rule: Y + Y - *
Two results: = - rat rat = kiwi | = - zebra pear = apple strawberry,Rule: = - X Y = Z
Two results: = strawberry cobra * horse | = cobra * watermelon,Rule: = Z * Y
Two results: * whale - - shark shark | * shark - - shark rat shark rat,Rule: * Z - - Y Y
Two results: penguin buffalo whale = blueberry = + | strawberry horse horse = grape = +,Rule: Y Z = X = +
Two results: = banana * pear | = kiwi * pear pear,Rule: = Y * X
Two results: horse = horse + - penguin | rat peach = rat peach + - strawberry rat,Rule: Y = Y + - X
Two results: penguin rat strawberry = penguin + | whale kiwi kiwi penguin = whale kiwi +,Rule: Y X = Y +
Two results: buffalo seal + - - peach seal buffalo seal | horse + - - strawberry horse,Rule: Z + - - X Z
Two results: + peach shark grape + grape + | + buffalo apple cobra + cobra +,Rule: + Z Y + Y +
Two results: * blueberry peach grape = - grape | * apple kiwi = - kiwi,Rule: * Z Y = - Y
Two results: grape blackberry seal * * | peach blackberry peach shark * *,Rule: X Z * *
Two results: buffalo + buffalo - = peach lion | blackberry penguin + blackberry penguin - = lion,Rule: Y + Y - = X
Two results: = lion buffalo pear buffalo pear - | = stork watermelon watermelon -,Rule: = Y Z Z -
Two results: apple rat apple rat + + | watermelon lion banana eagle + +,Rule: Y Z X + +
Two results: * * eagle watermelon lion | * * cobra buffalo,Rule: * * Y Z
Two results: * + whale whale | * + lion watermelon lion watermelon,Rule: * + Y Y
Two results: * = watermelon - horse | * = kiwi - blueberry horse,Rule: * = Z - X
Two results: grape - - pear | eagle kiwi - - buffalo grape,Rule: Z - - X
Two results: peach grape stork kiwi = + blueberry | horse watermelon = + penguin watermelon,Rule: Z X = + Y
Two results: - * eagle apple peach + eagle | - * apple watermelon blueberry + apple,Rule: - * Z Y + Z
Two results: = stork stork banana - + | = buffalo buffalo pear - +,Rule: = X X Z - +
Two results: - kiwi kiwi = | - buffalo buffalo =,Rule: - Y Y =
Two results: apple peach apple peach zebra zebra + * * | seal buffalo seal buffalo cobra + * *,Rule: Y Y Z + * *
Two results: cobra seal cobra seal shark * + | rat penguin rat penguin kiwi rat * +,Rule: Z Z X * +
Two results: * lion horse + | * zebra lion apple +,Rule: * Z Y +
Two results: peach stork - * seal shark | watermelon - * kiwi,Rule: Y - * X
Two results: + shark apple - rat - rat | + grape - buffalo - buffalo,Rule: + Y - X - X
Two results: kiwi + cobra apple = = | banana + banana penguin = =,Rule: Z + X = =
Two results: - horse * watermelon kiwi - | - stork banana * whale penguin -,Rule: - X * Z -
Two results: = buffalo lion buffalo lion - buffalo lion = | = pear pear - pear =,Rule: = Y Y - Y =
Two results: * = whale = whale | * = grape = grape,Rule: * = X = X
Two results: = penguin pear watermelon = pear watermelon | = apple shark kiwi = kiwi,Rule: = X Y = Y
Two results: - apple * = apple | - stork watermelon * = stork watermelon,Rule: - Y * = Y
Two results: pear lion pear lion = * | penguin penguin = *,Rule: Z Z = *
Two results: cobra * + kiwi strawberry | horse * + blueberry rat,Rule: Z * + Y
Two results: shark penguin penguin seal = penguin seal - | kiwi buffalo = buffalo -,Rule: X Z = Z -
Two results: blueberry eagle = seal * * | buffalo zebra horse = horse * *,Rule: Z Y = X * *
Two results: - peach rat peach rat * peach rat | - seal seal * seal,Rule: - Z Z * Z
Two results: apple apple - * pear penguin + | penguin penguin - * cobra +,Rule: X X - * Z +
Two results: = apple apple = | = whale whale =,Rule: = X X =
Two results: - = stork stork | - = apple apple,Rule: - = Y Y
Two results: grape - banana cobra grape - | watermelon - apple watermelon -,Rule: X - Z X -
Two results: cobra + + = shark eagle penguin | pear + + = kiwi seal whale,Rule: Y + + = Z X
Two results: - + cobra apple cobra apple cobra apple | - + buffalo seal buffalo seal buffalo seal,Rule: - + Z Z Z
Two results: grape = grape + | strawberry = strawberry +,Rule: Y = Y +
Two results: banana + - banana - | pear lion + - pear lion -,Rule: Z + - Z -
Two results: * stork = + kiwi pear | * rat blackberry = + stork,Rule: * Z = + X
Two results: shark apple buffalo buffalo * * = | penguin seal seal * * =,Rule: Z X X * * =
Two results: = shark penguin penguin + | = zebra kiwi blueberry blueberry +,Rule: = Y Z Z +
Two results: whale pear whale pear + * = | strawberry horse strawberry horse + * =,Rule: X X + * =
Two results: = peach shark peach shark + | = grape grape +,Rule: = Z Z +
Two results: lion peach + lion peach = * lion peach | strawberry apple + strawberry apple = * strawberry apple,Rule: Z + Z = * Z
Two results: - cobra - cobra = cobra | - seal - seal = seal,Rule: - Z - Z = Z
Two results: horse whale = - * | horse kiwi horse = - *,Rule: Z Y = - *
Two results: - kiwi blueberry - blueberry | - cobra seal - seal,Rule: - X Y - Y
Two results: - + lion eagle peach + buffalo horse | - + strawberry lion buffalo + strawberry strawberry,Rule: - + X Z + Y
Two results: = grape strawberry - - grape | = seal horse kiwi - - seal horse,Rule: = Y X - - Y
Two results: = rat strawberry blackberry blueberry - rat strawberry | = stork kiwi - stork,Rule: = Y X - Y
Two results: peach buffalo + - peach buffalo + | penguin + - penguin +,Rule: Y + - Y +
Two results: - - + banana watermelon | - - + grape penguin banana,Rule: - - + Z Y
Two results: - pear zebra + | - kiwi peach blueberry +,Rule: - X Y +
Two results: = shark strawberry * shark strawberry | = eagle * eagle,Rule: = X * X
Two results: * seal banana - + blueberry watermelon | * zebra - + banana penguin,Rule: * Y - + Z
Two results: zebra cobra grape = = + | penguin apple apple horse = = +,Rule: X Y = = +
Two results: cobra * strawberry whale * strawberry whale | shark * watermelon rat * watermelon rat,Rule: Y * X * X
Two results: cobra peach peach - + + | lion shark shark - + +,Rule: Z Y Y - + +
Two results: - cobra whale kiwi cobra = | - peach kiwi buffalo peach =,Rule: - Y X Y =
Two results: - grape + = eagle | - eagle + = cobra shark,Rule: - Y + = X
Two results: rat + rat shark strawberry - * | buffalo + buffalo pear shark - *,Rule: X + X Y - *
Two results: horse stork horse stork * grape seal - | pear apple pear apple * rat blackberry -,Rule: X X * Y -
Two results: blueberry - * blueberry | banana - * banana,Rule: X - * X
Two results: eagle watermelon pear apple - strawberry + + | strawberry buffalo apple - blueberry + +,Rule: Y X - Z + +
Two results: banana grape whale * * | watermelon eagle kiwi * *,Rule: Y X * *
Two results: + horse peach peach = + | + horse cobra = +,Rule: + X Y = +
Two results: horse + - lion horse | apple watermelon + - stork apple watermelon,Rule: X + - Z X
Two results: watermelon horse + * + | blueberry stork + * +,Rule: Y Z + * +
Two results: shark seal shark seal - * | blueberry blueberry - *,Rule: Z Z - *
Two results: lion lion watermelon * + = pear seal | kiwi blackberry lion * + = watermelon,Rule: Z Y * + = X
Two results: * = = lion horse lion | * = = watermelon banana peach shark watermelon banana,Rule: * = = Y Z Y
Two results: blackberry pear = - - blackberry pear | cobra seal = - - cobra seal,Rule: Y = - - Y
Two results: = - blackberry pear = blackberry pear | = - whale strawberry = whale strawberry,Rule: = - X = X
Two results: lion grape + + * | lion watermelon seal + + *,Rule: Y X + + *
Two results: - = buffalo * buffalo buffalo | - = banana zebra * banana zebra banana zebra,Rule: - = Y * Y Y
Two results: lion seal cobra + - | eagle kiwi + -,Rule: X Y + -
Two results: = penguin = penguin buffalo horse = | = eagle watermelon = eagle watermelon rat blackberry =,Rule: = Y = Y Z =
Two results: rat horse rat + = | apple watermelon horse lion apple watermelon + =,Rule: Z Y Z + =
Two results: + = - eagle penguin seal eagle penguin | + = - apple pear apple,Rule: + = - Z Y Z
Two results: seal = - rat | grape zebra = - shark,Rule: Y = - Z
Two results: seal = seal * zebra lion + | shark stork = shark stork * shark whale +,Rule: X = X * Z +
Two results: apple eagle apple eagle = apple eagle = - | whale whale = whale = -,Rule: Z Z = Z = -
Two results: seal * stork * | lion penguin * pear *,Rule: Y * X *
Two results: + pear = horse apple horse apple + | + pear = strawberry strawberry +,Rule: + Z = X X +
Two results: horse = eagle = eagle | horse lion = banana = banana,Rule: X = Z = Z
Two results: = = eagle pear pear | = = stork whale pear grape,Rule: = = Y Z
Two results: seal banana + seal banana * | banana penguin + banana penguin *,Rule: X + X *
Two results: blackberry + + blackberry shark strawberry | peach + + peach watermelon,Rule: Z + + Z Y
Two results: cobra cobra * rat = | buffalo apple buffalo apple * penguin seal =,Rule: Z Z * Y =
Two results: stork buffalo = buffalo - | strawberry stork zebra = stork zebra -,Rule: Z X = X -
Two results: * whale pear grape - whale pear | * penguin cobra strawberry cobra - penguin cobra,Rule: * Y Z - Y
Two results: = banana whale banana whale = * | = shark watermelon shark watermelon = *,Rule: = Y Y = *
Two results: + - * kiwi buffalo banana stork | + - * zebra eagle eagle,Rule: + - * Y X
Two results: eagle * - * cobra | penguin zebra * - * kiwi zebra,Rule: Y * - * X
Two results: - lion grape banana shark banana shark - = | - penguin watermelon peach peach - =,Rule: - X Y Y - =
Two results: blueberry zebra * horse = horse | buffalo seal * rat = rat,Rule: Y * X = X
Two results: * - rat pear rat pear rat pear | * - blueberry buffalo blueberry buffalo blueberry buffalo,Rule: * - Z Z Z
Two results: eagle whale grape grape = + | watermelon horse lion = +,Rule: Z Y = +
Two results: whale strawberry - whale strawberry - | buffalo - buffalo -,Rule: Y - Y -
Two results: shark lion - shark lion * | seal eagle - seal eagle *,Rule: Z - Z *
Two results: * banana + shark banana * | * blackberry stork + cobra kiwi *,Rule: * Z + Y *
Two results: + = blackberry apple - seal | + = peach - lion,Rule: + = Z - Y
Two results: zebra banana * zebra banana zebra banana = | horse watermelon * horse watermelon horse watermelon =,Rule: Z * Z Z =
Two results: eagle seal * - strawberry blueberry | strawberry * - penguin,Rule: Y * - Z
Two results: rat + * = grape stork | watermelon + * = blueberry shark,Rule: Z + * = Y
Two results: rat blackberry rat blackberry * - apple lion | rat penguin rat penguin * - stork cobra,Rule: Y Y * - X
Two results: blackberry eagle grape - + | cobra stork rat - +,Rule: Z Y - +
Two results: + grape whale - grape whale * | + peach - peach *,Rule: + X - X *
Two results: pear apple * + | peach pear pear * +,Rule: X Y * +
Two results: apple + + apple | rat kiwi + + rat kiwi,Rule: Z + + Z
Two results: whale = * blueberry | grape = * lion eagle,Rule: Z = * Y
Two results: zebra banana zebra banana * = | seal seal * =,Rule: Z Z * =
Two results: lion + = cobra | stork + = whale seal,Rule: X + = Y
Two results: - blackberry watermelon cobra watermelon blackberry watermelon = | - horse buffalo penguin horse buffalo =,Rule: - Y X Y =
Two results: - = watermelon horse - whale kiwi | - = grape kiwi - eagle blueberry,Rule: - = Z - X
Two results: penguin stork stork - = | pear eagle peach eagle peach - =,Rule: Y X X - =
Two results: penguin banana penguin banana - * | pear cobra pear cobra - *,Rule: Z Z - *
Two results: * watermelon banana - = watermelon banana | * blackberry whale - = blackberry whale,Rule: * Z - = Z
Two results: strawberry shark blueberry = = * | shark apple = = *,Rule: Y X = = *
Two results: eagle strawberry = - - banana | cobra seal = - - pear,Rule: Y = - - X
Two results: - + shark shark | - + apple kiwi apple kiwi,Rule: - + Z Z
Two results: + banana = blackberry zebra | + seal = kiwi,Rule: + Z = Y
Two results: - peach shark + peach shark + horse | - whale + whale + eagle lion,Rule: - Z + Z + X
Two results: + + peach peach peach * | + + buffalo buffalo buffalo *,Rule: + + Y Y Y *
Two results: * pear pear blueberry pear pear + | * buffalo horse buffalo +,Rule: * Z Y Z +
Two results: * - buffalo apple lion = buffalo apple | * - grape stork blueberry = grape stork,Rule: * - Z Y = Z
Two results: stork buffalo + + buffalo - | lion watermelon + + watermelon -,Rule: Y Z + + Z -
Two results: + peach * whale apple | + cobra seal * strawberry kiwi,Rule: + Z * X
Two results: + strawberry kiwi strawberry strawberry = | + whale zebra zebra =,Rule: + Y Z Z =
Two results: stork stork + + pear | kiwi kiwi + + kiwi,Rule: Y Y + + X
Two results: = - apple zebra - apple | = - kiwi penguin shark banana - kiwi penguin,Rule: = - X Y - X
Two results: rat rat = + apple kiwi | buffalo blueberry buffalo blueberry = + grape,Rule: Z Z = + Y
Two results: blackberry buffalo * + strawberry apple = strawberry apple | pear * + whale seal = whale seal,Rule: Z * + X = X
Two results: whale = - peach | shark horse = - eagle strawberry,Rule: X = - Z
Two results: + - zebra zebra * | + - peach peach *,Rule: + - Y Y *
Two results: * pear blackberry = - seal eagle pear blackberry | * shark = - blueberry zebra shark,Rule: * X = - Y X
Two results: whale apple + blueberry blueberry horse = | peach + penguin buffalo pear =,Rule: X + Z Y =
Two results: zebra zebra * - seal - | stork stork * - horse shark -,Rule: Z Z * - X -
Two results: - - buffalo kiwi buffalo kiwi * | - - blackberry shark blackberry shark *,Rule: - - Y Y *
Two results: watermelon = peach - watermelon = | blackberry = kiwi blackberry - blackberry =,Rule: Y = X - Y =
Two results: apple = * watermelon blackberry = | watermelon = * horse stork =,Rule: X = * Y =
Two results: + = cobra blackberry grape | + = strawberry whale eagle,Rule: + = Z Y
Two results: * - cobra - cobra | * - blueberry banana - blueberry banana,Rule: * - X - X
Two results: seal eagle + - shark lion | seal zebra + - stork,Rule: Y + - X
Two results: - eagle blackberry whale - eagle blackberry * | - apple lion kiwi watermelon - apple lion *,Rule: - Y Z - Y *
Two results: cobra * cobra = | lion * lion =,Rule: Z * Z =
Two results: - blackberry eagle blackberry eagle = = | - lion watermelon lion watermelon = =,Rule: - Z Z = =
Two results: shark * shark - apple | strawberry * strawberry - peach,Rule: Z * Z - Y
Two results: + blackberry blackberry lion * blackberry lion | + seal shark cobra penguin * cobra penguin,Rule: + Z X * X
Two results: blackberry + = blackberry blackberry | whale + = whale whale,Rule: Z + = Z Z
Two results: - eagle grape * eagle grape | - penguin pear * penguin pear,Rule: - Z * Z
Two results: = shark - shark | = blackberry stork - blackberry stork,Rule: = X - X
Two results: * eagle lion - buffalo eagle | * whale - whale apple,Rule: * Y - X
Two results: + = * whale peach whale | + = * seal blackberry watermelon seal blackberry,Rule: + = * X Z X
Two results: - = kiwi blueberry eagle eagle = penguin | - = eagle shark seal grape = shark zebra,Rule: - = Y Z = X
Two results: - stork grape stork grape + | - eagle eagle +,Rule: - Z Z +
Two results: * = blackberry stork buffalo blackberry | * = eagle lion apple blackberry,Rule: * = Z X
