source,target
"Quy tắc: * X + = Z | Thay người: X bởi "" táo trâu "" , Z bởi "" chim cánh cụt """,*trâu táo + = chim cánh cụt
"Quy tắc: * Y Z = Y | Thay thế: Y bằng ""lê blackberry "" , Z bằng "" blackberry Grape """,* lê blackberry blackberry nho = lê blackberry
"Quy tắc: = X + X = | Thay thế: X bằng ""táo dâu""",= táo dâu + táo dâu =
"Quy tắc: Y * - - X | Thay thế: X bằng "" shark blueberry "" , Y bằng "" seal rat """,hải cẩu chuột * - - cá mập việt quất
"Quy tắc: + X Y Y + + | Thay thế: X bằng "" chuột "" , Y bằng "" chuối lê """,+ chuột chuối lê chuối lê + +
"Quy tắc: X X Z = - - | Thay thế: X bởi ""trâu việt quất"", Z bởi ""cá mập ngựa vằn""",trâu việt quất cá mập ngựa vằn trâu việt quất = - -
"Quy luật: Y Y = - Z | Thay thế: Y bằng "" chuối chuối "" , Z bằng "" rắn hổ mang """,chuối chuối chuối = - rắn hổ mang
"Quy tắc: X * * X | Người thay thế: X bằng ""cá voi""",cá voi * * cá voi
"Quy tắc: * X + - Z | Người thay thế: X bằng ""đại bàng cá voi"" , Z bằng ""rắn hổ mang""",* đại bàng cá voi + - lê rắn hổ mang
"Quy tắc: = + X Z + | Thay thế: X bằng "" cò "" , Z bằng "" cò """,= + cò cò +
"Quy tắc: * + Y + X Z | Thay thế: X bằng "" dâu tây "" , Y bằng "" blackberry apple "" , Z bằng "" lê """,* + táo dâu + lê dâu
"Quy tắc: + Z Y * Z = | Thay thế: Y bằng "" việt quất "" , Z bằng "" việt quất chuối """,+ chuối việt quất việt quất * chuối việt quất =
"Quy tắc: Z - Y + Y | Thay thế: Y bằng "" kiwi "" , Z bằng "" rat """,chuột - kiwi + kiwi
"Quy tắc: - = + Z Y | Thay thế: Y bởi "" shark shark "" , Z bởi "" lê cá voi """,- = + cá mập cá voi lê
"Quy tắc: = Z = X | Thay thế: X bằng ""chuột"" , Z bằng ""đại bàng trâu""",= đại bàng trâu = chuột
"Quy tắc: Y = Y = = | Thay thế: Y bằng ""cò""",cò = cò = =
"Quy tắc: - Y X - | Thay thế: X bằng "" dưa hấu "" , Y bằng "" chuối """,- chuối dưa hấu -
"Quy tắc: + * X + Z | Thay thế: X bằng "" chuối "" , Z bằng "" ngựa """,+ * chuối + ngựa
"Quy tắc: Y Y = X - - | Thay thế: X bằng "" blackberry Grape "" , Y bằng "" zebra """,ngựa vằn ngựa vằn = nho dâu đen - -
"Quy tắc: X - + Y | Thay thế: X bằng "" dưa hấu "" , Y bằng "" rắn hổ mang """,dưa hấu - + rắn hổ mang
"Quy tắc: * + X Z Y | Thay thế: X bằng "" nho "" , Y bằng "" ngựa vằn "" , Z bằng "" hải cẩu """,* + hải cẩu nho ngựa vằn
"Quy tắc: X - X Z * | Thay thế: X bằng "" Eagle "" , Z bằng "" lê nho """,đại bàng - đại bàng lê nho *
"Quy tắc: =X - Z | Thay thế: X bằng "" cá voi hổ mang "" , Z bằng "" rắn hổ mang """,= cá voi hổ mang - rắn hổ mang
"Quy tắc: - X Y + * X | Thay thế: X bằng ""lê "" , Y bằng "" sư tử """,- lê sư tử + * lê
"Quy tắc: Z - = Z Z | Thay người: Z bởi ""đại bàng""",đại bàng - = đại bàng đại bàng
"Quy tắc: + Y X + - | Thay thế: X bằng "" blueberry cobra "" , Y bằng "" horse """,+ rắn hổ mang việt quất ngựa + -
"Quy tắc: X * Z = | Thay thế: X bằng ""cá voi chim cánh cụt"", Z bằng ""cò cò""",cá voi chim cánh cụt * cò cò =
"Quy tắc: - = X X + | Thay thế: X bằng ""rat""",- = chuột chuột +
"Quy tắc: + * Y Y | Thay thế: Y bởi "" blackberry """,+ * dâu đen dâu đen
"Quy tắc: + X = = X | Thay thế: X bằng ""dưa hấu""",+ dưa hấu = = dưa hấu
"Quy tắc: Z Y + - Y - | Thay thế: Y bằng "" dưa hấu "" , Z bằng "" đào """,dưa hấu đào + - dưa hấu -
"Quy tắc: Z Y Z = + | Thay thế: Y bởi "" Grape "" , Z bởi "" blackberry """,dâu đen nho dâu đen = +
"Quy tắc: YZ - + | Người thay thế: Y bằng ""cá voi dưa hấu"", Z bằng ""chuột nho""",chuột nho cá voi dưa hấu - +
"Quy tắc: Z Y * - Y + | Thay người: Y bởi "" Lion "" , Z bởi "" Banana Penguin """,sư tử chim cánh cụt chuối * - sư tử +
"Quy tắc: Z - = * X | Thay thế: X bằng "" sư tử "" , Z bằng "" sư tử nho """,sư tử nho - = * sư tử
"Quy tắc: - Z Y X + - | Thay thế: X bằng "" chuột "" , Y bằng "" ngựa vằn "" , Z bằng "" sư tử đào """,- chuột ngựa vằn sư tử đào + -
"Quy tắc: = X + - Y | Thay thế: X bằng ""rắn hổ mang dâu"", Y bằng ""cá mập""",= rắn hổ mang dâu + - cá mập
"Quy tắc: - Z * Y | Thay thế: Y bởi ""rat kiwi "", Z bởi ""blueberry horse""",- ngựa việt quất * chuột kiwi
"Quy tắc: + Y * X + | Thay thế: X bằng "" shark "" , Y bằng "" đào """,+ đào * cá mập +
"Quy tắc: YZ - + Z | Thay thế: Y bởi "" rắn hổ mang "" , Z bởi "" cá voi việt quất """,cá voi hổ mang việt quất - + cá voi việt quất
"Quy tắc: Z = Z - Z = | Thay người: Z bởi ""chim cánh cụt""",chim cánh cụt = chim cánh cụt - chim cánh cụt =
"Quy tắc: * * X X | Thay thế: X bởi ""rắn hổ mang đại bàng""",* * đại bàng rắn hổ mang đại bàng rắn hổ mang
"Quy tắc: * Y Y * | Người thay thế: Y bởi ""cá voi dưa hấu""",*cá voi dưa hấu cá voi dưa hấu*
"Quy tắc: Z X Y * * | Thay thế: X bởi "" shark "" , Y bởi "" horse Eagle "" , Z bởi "" Lion Lion """,sư tử sư tử cá mập ngựa đại bàng * *
"Quy tắc: = X Y = X | Thay thế: X bằng "" cá voi "" , Y bằng "" đại bàng """,= đại bàng cá voi = cá voi
"Quy tắc: + Z Y X - | Thay thế: X bằng "" blackberry zebra "" , Y bằng "" blackberry "" , Z bằng "" lê """,+ lê blackberry blackberry ngựa vằn -
"Quy tắc: Y * X X * | Thay thế: X bằng ""rắn hổ mang chúa"", Y bằng ""rắn hổ mang""",rắn hổ mang nho * rắn hổ mang trâu rắn hổ mang trâu *
"Quy tắc: Z = Y + X | Thay thế: X bằng "" kiwi việt quất "" , Y bằng "" trâu "" , Z bằng "" dâu tây """,dâu = trâu + việt quất kiwi
"Quy tắc: * X * X * | Thay thế: X bằng "" apple """,*táo*táo*
"Quy tắc: * X - Z * Y | Thay thế: X bởi ""lê chim cánh cụt "" , Y bởi ""cá voi "" , Z bởi ""con trâu""",* chim cánh cụt lê - trâu * cá voi
"Quy tắc: X X * * | Người thay thế: X bằng ""cá voi""",cá voi * *
"Quy tắc: Z - X = * | Thay thế: X bằng ""đào ngựa"", Z bằng ""chim cánh cụt dâu""",chim cánh cụt dâu - ngựa đào = *
"Quy tắc: Y * - Z | Thay thế: Y bằng "" chuối "" , Z bằng "" lê """,chuối * - lê
"Quy tắc: Z Y * - | Thay thế: Y bằng "" shark shark "" , Z bằng "" seal cobra """,hải cẩu cá mập hổ mang * -
"Quy tắc: = * - Y X Y | Thay thế: X bởi ""cá voi "" , Y bởi "" táo trâu """,= * - trâu táo cá voi trâu táo
"Quy tắc: Y - Y X * | Thay thế: X bởi ""blueberry Eagle "", Y bởi ""sư tử hải cẩu""",hải cẩu sư tử - hải cẩu sư tử đại bàng việt quất *
"Quy tắc: Z * X + Y + | Thay thế: X bằng "" việt quất "" , Y bằng "" đại bàng "" , Z bằng "" nho """,nho * việt quất + đại bàng +
"Quy tắc: Z * X + + | Người thay thế: X bởi "" Whale "" , Z bởi "" blackberry """,dâu đen * cá voi + +
"Quy tắc: * Z Z - + Z | Thay thế: Z bởi ""cobra blueberry""",* rắn hổ mang việt quất rắn hổ mang việt quất - + việt quất rắn hổ mang
"Quy tắc: = * X X X | Thay người: X bởi "" kiwi """,= * kiwi kiwi kiwi
"Quy tắc: Y + Z * Y = | Thay thế: Y bằng "" Eagle "" , Z bằng "" Grape """,đại bàng + nho * đại bàng =
"Quy tắc: X + - X Z | Thay thế: X bằng "" seal "" , Z bằng "" dưa hấu """,dấu + - dấu dưa hấu
"Quy tắc: X * Y - - | Thay thế: X bằng "" Whale Kiwi "" , Y bằng "" Kiwi """,kiwi cá voi * kiwi - -
"Quy tắc: * Y Z - Z | Thay thế: Y bởi "" shark "" , Z bởi "" Whale """,* cá voi cá mập - cá voi
"Quy tắc: X X - Y + | Thay thế: X bằng "" cò "" , Y bằng "" rắn hổ mang """,cò cò - rắn hổ mang +
"Quy tắc: Y + X X - | Thay thế: X bằng ""trâu dâu"" , Y bằng ""ngựa vằn""",ngựa vằn + trâu dâu trâu dâu -
"Quy tắc: + = Y Y + Y | Thay thế: Y bằng ""nho""",+ = nho nho + nho
"Quy tắc: Z * X Y + | Thay thế: X bằng ""đào"", Y bằng ""táo ngựa"", Z bằng ""dâu trâu""",dâu trâu * táo ngựa đào +
"Quy tắc: + - Y Y | Thay người: Y bởi ""sư tử cò""",+ - cò sư tử cò sư tử
"Quy tắc: = X * Z Z | Thay thế: X bằng "" cò kiwi "" , Z bằng "" cò nho """,= cò kiwi * cò nho nho cò
"Quy tắc: Y * - X | Thay thế: X bằng "" hải cẩu "" , Y bằng "" rắn hổ mang """,rắn hổ mang * - hải cẩu
"Quy tắc: X Z - = | Thay thế: X bởi "" Shark Banana "" , Z bởi "" Kiwi Lion """,cá mập chuối kiwi sư tử - =
"Quy tắc: = X Y + - | Thay thế: X bằng ""rắn hổ mang cá voi"" , Y bằng ""quả táo""",= táo rắn hổ mang cá voi + -
"Quy tắc: + Z Z * X + | Thay người: X bởi ""sư tử"", Z bởi ""cá mập trâu""",+ cá mập trâu cá mập trâu * sư tử +
"Quy tắc: Y Z - X * | Thay thế: X bằng "" chuột "" , Y bằng "" rắn hổ mang "" , Z bằng "" táo đào """,hổ mang táo đào - chuột *
"Quy tắc: Y + - * Z | Thay thế: Y bởi "" blackberry "" , Z bởi "" Strawberry Penguin """,blackberry + - * chim cánh cụt dâu tây
"Quy tắc: - Y Y = * X | Thay thế: X bằng ""chuột trâu"" , Y bằng ""ngựa""",- ngựa ngựa = * chuột trâu
"Quy tắc: - Y - Z Z | Thay thế: Y bằng "" seal "" , Z bằng "" dưa hấu """,- hải cẩu - dưa hấu dưa hấu
"Quy tắc: Z Z Y - + | Thay thế: Y bằng "" chuối "" , Z bằng "" dâu tây """,dâu chuối dâu - +
"Quy tắc: Y * Z = Y | Thay thế: Y bằng ""cá voi chuối "", Z bằng ""nho đào""",cá voi chuối * nho đào = cá voi chuối
"Quy tắc: = Z + X Z = | Thay thế: X bằng "" đào "" , Z bằng "" nho """,= nho + nho đào =
"Quy tắc: - Z + X + Y | Thay thế: X bằng "" kiwi đào "" , Y bằng "" sư tử "" , Z bằng "" táo ngựa """,- táo ngựa + đào kiwi + sư tử
"Quy tắc: + X X = - | Thay người: X bởi ""ngựa vằn kiwi""",+ ngựa vằn kiwi ngựa vằn kiwi = -
"Quy tắc: + X = Y | Thay thế: X bằng ""sư tử trâu"" , Y bằng ""đào kiwi""",+ sư tử trâu = đào kiwi
"Quy tắc: + X - Z Z | Thay thế: X bằng "" kiwi "" , Z bằng "" cá voi cá voi """,+ kiwi - cá voi cá voi cá voi
"Quy tắc: * - Y * Y | Thay người: Y bởi "" kiwi """,* - kiwi * kiwi
"Quy tắc: X * X - | Người thay thế: X bằng ""cá voi""",cá voi * cá voi -
"Quy tắc: Y - Z * - | Thay thế: Y bởi "" Eagle "" , Z bởi "" cò """,đại bàng - cò * -
"Quy tắc: + X Z * - | Thay thế: X bằng ""chuột dâu"", Z bằng ""nho kiwi""",+ chuột dâu kiwi nho * -
"Quy tắc: * Y - Z - Y | Thay thế: Y bằng "" cò táo "" , Z bằng "" cá voi việt quất """,* táo cò - việt quất - táo cò
"Quy tắc: - Y Y Z - - | Thay thế: Y bằng ""dưa hấu dâu đen"", Z bằng ""dâu trâu""",- dâu đen dưa hấu dâu đen dưa hấu trâu dâu tây - -
"Quy tắc: X + X = | Thay người: X bằng ""ngựa""",ngựa + ngựa =
"Quy tắc: Y X Y + - + | Thay thế: X bởi "" blackberry "" , Y bởi "" horse shark """,cá mập ngựa blackberry cá mập ngựa + - +
"Quy tắc: Z = + Z * | Thay người: Z bởi "" shark """,cá mập = + cá mập *
"Quy tắc: X + + X Z | Thay thế: X bằng "" kiwi "" , Z bằng ""rắn hổ mang ngựa """,kiwi + + rắn hổ mang chúa kiwi
"Quy tắc: - Z Z * = | Thay người: Z bằng ""chuối kiwi""",- chuối kiwi chuối kiwi * =
"Quy tắc: = X Z + - | Thay thế: X bởi ""zebra horse "", Z bởi "" kiwi kiwi """,= ngựa vằn kiwi kiwi + -
"Quy tắc: + Z X + = | Thay thế: X bằng "" shark seal "" , Z bằng "" cobra kiwi """,+ hải cẩu cá mập kiwi hổ mang + =
"Quy tắc: * X + X | Thay người: X bằng ""sư tử đào""",* sư tử đào + sư tử đào
"Quy tắc: * Y Y X * | Thay thế: X bởi "" blackberry Buffalo "" , Y bởi "" blueberry """,* việt quất việt quất dâu đen *
"Quy tắc: X + Z + | Thay thế: X bằng ""sư tử ngựa "", Z bằng ""cá voi""",sư tử ngựa + cá voi +
"Quy tắc: = Y - X - | Thay thế: X bằng "" rat "" , Y bằng "" rắn hổ mang """,= rắn hổ mang - chuột -
"Quy tắc: Y * = Z - | Thay thế: Y bằng "" chuối "" , Z bằng "" việt quất """,chuối * = quả việt quất -
"Quy tắc: * X X - - | Thay người: X bằng ""cò dưa hấu""",* cò dưa hấu cò dưa hấu - -
"Quy tắc: Y + = Y Y | Thay thế: Y bằng ""rat""",chuột + = chuột chuột
"Quy tắc: + Z + - Z | Thay thế: Z bằng ""chuột ngựa vằn""",+ chuột ngựa vằn + - chuột ngựa vằn
"Quy tắc: - - X Z | Thay thế: X bằng "" seal "" , Z bằng "" Eagle """,- - đại bàng hải cẩu
"Quy tắc: = * Y = Z X | Thay thế: X bằng "" zebra kiwi "" , Y bằng "" dưa hấu "" , Z bằng "" cò """,= * dưa hấu = cò ngựa vằn kiwi
"Quy tắc: * Z = * X Z | Thay thế: X bằng ""rắn hổ mang"", Z bằng ""cò trâu""",*trâu cò = *rắn hổ mang cò
"Quy tắc: X * X Z * | Thay thế: X bằng ""sư tử đại bàng"" , Z bằng ""táo trâu""",sư tử đại bàng * sư tử đại bàng trâu táo *
"Quy tắc: X X + Z - | Thay thế: X bằng "" shark rat "" , Z bằng "" blueberry """,cá mập chuột chuột cá mập + quả việt quất -
"Quy tắc: * Z X - Y - | Thay thế: X bởi ""cá voi dâu tây"", Y bởi ""rat penguin"", Z bởi ""apple""",* cá voi dâu táo - chim cánh cụt chuột -
"Quy tắc: = Z Y * | Thay thế: Y bằng ""Whale Rat "", Z bằng "" Blueberry """,= chuột cá voi việt quất *
"Quy tắc: - + X Y X - | Thay thế: X bằng "" seal blueberry "" , Y bằng "" seal zebra """,- + hải cẩu hải cẩu việt quất hải cẩu ngựa vằn việt quất -
"Quy tắc: - * Z Y * | Thay người: Y bởi "" Grape "" , Z bởi "" Lion Kiwi """,- *nho kiwi sư tử*
"Quy tắc: Z * + Z Y | Thay thế: Y bằng "" kiwi "" , Z bằng "" kiwi dâu """,kiwi dâu* + kiwi dâu kiwi
"Quy tắc: - Z = Y | Thay thế: Y bằng "" cò "" , Z bằng "" sư tử """,- sư tử = cò cò
"Quy tắc: Y X X + = | Thay người: X bằng "" kiwi dâu "" , Y bằng "" sư tử """,sư tử dâu kiwi dâu kiwi + =
"Quy tắc: - - Z Y + | Thay thế: Y bằng "" dưa hấu "" , Z bằng "" lê """,- - con dấu dưa hấu lê +
"Quy tắc: = Y Z Y = | Thay thế: Y bởi "" shark "" , Z bởi "" dâu tây """,= cá mập dâu cá mập =
"Quy tắc: * Z + X = Z | Thay thế: X bởi "" blackberry "" , Z bởi "" cobra """,* rắn hổ mang + dâu đen = rắn hổ mang
"Quy tắc: Z Z + Y + | Thay thế: Y bằng "" blueberry "" , Z bằng "" shark apple """,táo cá mập táo cá mập + việt quất +
"Quy tắc: Z X * + = Z | Thay thế: X bằng "" seal "" , Z bằng "" dâu tây """,con dấu dâu tây * + = dâu tây
"Quy tắc: = + X + X | Thay thế: X bởi ""đại bàng ngựa vằn""",= + đại bàng ngựa vằn + đại bàng ngựa vằn
"Quy tắc: - Z Y * = Z | Thay thế: Y bằng "" lê "" , Z bằng "" rat """,- lê chuột * = chuột
"Quy tắc: Z Z + * | Thay người: Z bởi "" shark """,cá mập cá mập + *
"Quy tắc: Z Y * * * Z | Thay thế: Y bởi "" shark "" , Z bởi "" blackberry Whale """,cá mập voi dâu đen * * * cá voi dâu đen
"Quy tắc: - * X X Z | Thay thế: X bằng "" chim cánh cụt đào "" , Z bằng "" seal """,- * chim cánh cụt đào chim cánh cụt đào hải cẩu
"Quy tắc: Z = Y Y + | Thay thế: Y bằng "" Grape "" , Z bằng "" Kiwi Seal """,hải cẩu kiwi = nho nho +
"Quy tắc: Y X Y = = - | Thay thế: X bằng "" việt quất "" , Y bằng "" trâu """,trâu việt quất trâu = = -
"Quy tắc: X X Y = - | Thay thế: X bằng "" blackberry horse "" , Y bằng "" blackberry """,ngựa dâu blackberry ngựa blackberry = -
"Quy tắc: Z * Y Z * | Thay thế: Y bởi "" zebra "" , Z bởi "" cò blackberry """,cò blackberry * ngựa vằn cò blackberry *
"Quy tắc: + Y Y = = | Thay thế: Y bởi ""đại bàng cò""",+ đại bàng cò đại bàng cò = =
"Quy tắc: Z * - Y | Thay thế: Y bởi "" penguin blackberry "" , Z bởi "" blackberry rat """,blackberry chuột * - chim cánh cụt blackberry
"Quy tắc: Z Z * - | Thay thế: Z bởi ""chim cánh cụt dưa hấu""",dưa hấu chim cánh cụt dưa hấu chim cánh cụt * -
"Quy tắc: Y Z + Y - + | Thay thế: Y bằng "" táo dâu "" , Z bằng "" trâu """,táo dâu trâu + táo dâu - +
"Quy tắc: Y * Z Y * - | Người thay thế: Y bằng ""lê blackberry "" , Z bằng "" apple rat """,lê blackberry * táo chuột lê blackberry * -
"Quy tắc: * + Y X Z | Thay thế: X bằng "" dưa hấu "" , Y bằng "" blackberry "" , Z bằng "" zebra """,* + ngựa vằn dưa hấu dâu đen
"Quy tắc: Z Y + Z - | Thay thế: Y bằng "" cò táo "" , Z bằng "" nho """,nho cò táo + nho -
"Quy tắc: - Z - X * | Thay thế: X bằng "" dâu tây "" , Z bằng "" việt quất """,- việt quất - dâu *
"Quy tắc: = Y Z + | Thay thế: Y bằng ""chuột đào"" , Z bằng ""chim cánh cụt dâu""",= chim cánh cụt đào chuột dâu tây +
"Quy tắc: - = = Z Y | Thay thế: Y bằng "" Seal Apple "" , Z bằng "" Horse Strawberry """,- = = ngựa hải cẩu dâu táo
"Quy tắc: Z Y * - | Thay thế: Y bằng "" dưa hấu chuối "" , Z bằng "" việt quất """,chuối dưa hấu việt quất * -
"Quy tắc: Y X X * - | Thay thế: X bằng "" việt quất "" , Y bằng "" con dấu chuột """,hải cẩu chuột việt quất việt quất * -
"Quy tắc: - X * Y | Thay thế: X bằng ""rắn hổ mang"", Y bằng ""hải cẩu ngựa""",- rắn hổ mang * hải cẩu ngựa
"Quy tắc: Y + Y + Y - | Thay người: Y bằng ""rắn hổ mang chuối""",chuối rắn hổ mang + chuối rắn hổ mang + chuối rắn hổ mang -
"Quy tắc: Z * Y * = Z | Thay thế: Y bằng ""đào dâu"", Z bằng ""cá voi dưa hấu""",cá voi dưa hấu * dâu đào * = cá voi dưa hấu
"Quy tắc: = - X - X | Người thay thế: X bằng ""cá voi cò""",= - cá voi cò - cá voi cò
"Quy tắc: * * Z + Z Y | Thay thế: Y bằng "" chuột "" , Z bằng "" hải cẩu cá voi """,* * hải cẩu cá voi + chuột hải cẩu cá voi
"Quy tắc: Y - = Y = | Thay thế: Y bằng "" apple """,táo - = táo =
"Quy tắc: X Y + * = | Thay thế: X bằng ""sư tử đào"" , Y bằng ""lê hải cẩu""",sư tử lê lê + * =
"Quy tắc: + + Z X | Thay thế: X bởi "" Lion Shark "" , Z bởi "" cò """,++ cá mập sư tử cò
"Quy tắc: Y Y + Y * | Thay người: Y bởi ""sư tử kiwi""",sư tử kiwi sư tử kiwi + sư tử kiwi *
"Quy tắc: = Y = Z | Thay thế: Y bởi "" blackberry cò "" , Z bởi "" chuối việt quất """,= cò dâu đen = chuối việt quất
"Quy tắc: - Z Z * X + | Thay thế: X bằng "" cò "" , Z bằng "" dâu tây """,- dâu dâu *cò +
"Quy tắc: Z = Y = Z | Thay thế: Y bởi ""chim cánh cụt cò"", Z bởi ""sư tử dưa hấu""",sư tử dưa hấu = chim cánh cụt cò = sư tử dưa hấu
"Quy tắc: Y + * = Y | Người thay thế: Y bởi ""lê ngựa vằn""",ngựa vằn quả lê + * = ngựa vằn quả lê
"Quy tắc: X - Y * Y | Thay thế: X bởi "" Peach Lion "" , Y bởi "" blackberry """,sư tử đào - dâu đen * dâu đen
"Quy tắc: X * - X Z | Thay thế: X bằng ""lê dưa hấu"" , Z bằng ""đào sư tử""",dưa hấu lê * - dưa hấu lê đào sư tử
"Quy tắc: * + X Y X | Thay thế: X bởi "" penguin "" , Y bởi "" penguin """,* + chim cánh cụt chim cánh cụt chim cánh cụt
"Quy tắc: + Z Z = X | Thay thế: X bằng "" ngựa "" , Z bằng "" đào kiwi """,+ đào kiwi đào kiwi = ngựa
"Quy tắc: Z + X X + | Thay thế: X bằng ""cá voi ngựa vằn"", Z bằng ""dưa hấu""",dưa hấu + cá voi ngựa vằn cá voi ngựa vằn +
"Quy tắc: X + Z = - | Thay thế: X bằng ""lê "" , Z bằng ""chim cánh cụt trâu """,quả lê + chim cánh cụt trâu = -
"Quy tắc: + Z + Y Y | Thay thế: Y bởi "" Lion Whale "" , Z bởi "" Eagle """,+ đại bàng + cá voi sư tử cá voi sư tử
"Quy tắc: X = + Z Y + | Thay thế: X bằng ""ngựa dâu"", Y bằng ""ngựa vằn trâu"", Z bằng ""quả việt quất""",ngựa dâu = + việt quất ngựa vằn trâu +
"Quy tắc: X X = + X | Thay người: X bằng ""trâu""",trâu trâu = + trâu
"Quy tắc: + Z X - Z | Thay thế: X bằng "" Whale blueberry "" , Z bằng "" rat """,+ cá voi chuột việt quất - chuột
"Quy tắc: Y Z + X * - | Thay thế: X bởi ""dâu tây"", Y bởi ""rắn hổ mang kiwi"", Z bởi ""chim cánh cụt ngựa vằn""",rắn hổ mang kiwi chim cánh cụt ngựa vằn + dâu tây * -
"Quy tắc: * Z Z Y - | Thay thế: Y bằng "" ngựa "" , Z bằng "" đại bàng """,* ngựa đại bàng đại bàng -
"Quy tắc: Z + Y - Z | Thay thế: Y bằng ""con dấu nho"" , Z bằng ""con cò chuột""",cò chuột + hải cẩu nho - cò chuột
"Quy tắc: X Y + - | Thay thế: X bởi "" Lion "" , Y bởi "" blueberry blackberry """,sư tử việt quất đen + -
"Quy tắc: = X - X - | Thay thế: X bằng ""chuột dưa hấu""",= dưa hấu chuột - dưa hấu chuột -
"Quy tắc: - Z Y = | Thay thế: Y bởi ""rắn hổ mang"", Z bởi ""cá mập trâu""",- cá mập hổ mang trâu =
"Quy tắc: - Z = X * Y | Thay thế: X bằng ""sư tử"", Y bằng ""cá mập cá voi"", Z bằng ""chuối dâu""",- chuối dâu = sư tử * cá mập cá voi
"Quy tắc: X + Z Y * | Thay thế: X bằng ""horse Eagle "" , Y bằng "" kiwi "" , Z bằng "" dưa hấu việt quất """,ngựa đại bàng + dưa hấu việt quất kiwi *
"Quy tắc: Y Y + + + | Thay thế: Y bằng ""táo nho""",táo nho táo nho + + +
"Quy tắc: + X X X - | Thay thế: X bằng ""lê""",+ lê lê lê -
"Quy tắc: Z - Y X + | Thay thế: X bằng ""lê ngựa vằn "" , Y bằng "" cò táo "" , Z bằng "" rắn hổ mang """,rắn hổ mang - cò táo lê ngựa vằn +
"Quy tắc: X Y Y + * | Thay thế: X bởi "" chim cánh cụt "" , Y bởi "" lê việt quất """,chim cánh cụt lê việt quất lê việt quất + *
"Quy tắc: Y X * Y = | Thay thế: X bằng ""rat Lion "" , Y bằng ""lê """,sư tử chuột lê * lê =
"Quy tắc: Z = * - Z Y | Thay thế: Y bằng "" nho "" , Z bằng "" đào """,đào = * - đào nho lê
"Quy tắc: = Z Z * | Thay thế: Z bằng ""táo nho""",= táo nho táo nho *
"Quy tắc: * Z Z * + | Thay người: Z bằng ""chuối""",*chuối chuối* +
"Quy tắc: - Z Y = - | Thay thế: Y bằng "" cò dưa hấu "" , Z bằng "" lê """,- lê cò dưa hấu = -
"Quy tắc: + X * X | Thay thế: X bằng ""con dấu cá mập""",+ hải cẩu cá mập * hải cẩu cá mập
"Quy tắc: Z + Z Y * - | Thay thế: Y bằng "" cò "" , Z bằng "" cò đào """,cò đào + cò đào cò * -
