question,target
"Nếu Carol nóng bỏng thì Carol còn trẻ.
Nếu Carol yếu và nhanh thì Carol có màu tím.
Nếu Carol già hoặc chậm chạp thì Carol có màu đỏ.
Nếu Carol mềm thì Carol có màu xanh.
Nếu Carol tròn trịa hoặc xinh đẹp thì Carol thông minh.
Sự thật:
Carol xanh xao và già nua.
Những điều sau đây có thể được xác định về Carol:",Carol có màu đỏ.
"Nếu Carol mạnh mẽ và buồn bã thì Carol nhàm chán.
Nếu Carol xinh đẹp và sạch sẽ thì Carol thật đáng sợ.
Nếu Carol nhỏ hoặc tròn trịa thì Carol mềm mại.
Nếu Carol vui hay nhanh thì Carol yếu.
Nếu Carol to lớn và thông minh thì Carol đã già.
Sự thật:
Carol buồn và tròn trịa.
Những điều sau đây có thể được xác định về Carol:",Carol mềm mại.
"Nếu Bob xanh và tốt thì Bob khỏe.
Nếu Bob hạnh phúc thì Bob già rồi.
Nếu Bob chậm thì Bob tròn trịa.
Nếu Bob nhanh thì Bob nhàm chán.
Nếu Bob mềm mại hay xinh đẹp thì Bob to lớn.
Sự thật:
Bob chậm rãi và xinh đẹp.
Những điều sau đây có thể được xác định về Bob:",Bob tròn và to.
"Nếu Dan vui hay già thì Dan tốt.
Nếu Dan buồn và trẻ thì Dan mềm yếu.
Nếu Dan yếu hoặc nhàm chán thì Dan mạnh.
Nếu Dan thông minh thì Dan chậm.
Nếu Dan sạch thì Dan tròn.
Sự thật:
Dan nhỏ và già.
Những điều sau đây có thể được xác định về Dan:",Đan là tốt.
"Nếu Alice nhanh hoặc nhàm chán thì Alice nhỏ.
Nếu Alice tốt hay buồn thì Alice đẹp.
Nếu Alice to lớn và yếu đuối thì Alice rất nóng bỏng.
Nếu Alice xấu thì Alice có màu đỏ.
Nếu Alice thông minh và đáng sợ thì Alice lạnh lùng.
Sự thật:
Alice xấu và già.
Những điều sau đây có thể được xác định về Alice:",Alice có màu đỏ.
"Nếu Alice nhỏ thì Alice xinh đẹp.
Nếu Alice đỏ mặt và nhàm chán thì Alice mạnh mẽ.
Nếu Alice giỏi thì Alice thông minh.
Nếu Alice mềm mại và xanh xao thì Alice chậm chạp.
Nếu Alice tròn trịa hoặc buồn bã thì Alice nóng bỏng.
Sự thật:
Alice nhỏ bé và chậm chạp.
Những điều sau đây có thể được xác định về Alice:",Alice thật xinh đẹp.
"Nếu Bob vui thì Bob chậm.
Nếu Bob nhỏ và tròn thì Bob tốt.
Nếu Bob xấu thì Bob thông minh.
Nếu Bob màu đỏ thì Bob đáng sợ.
Nếu Bob nhàm chán hoặc mạnh mẽ thì Bob nhanh.
Sự thật:
Bob nhàm chán và già nua.
Những điều sau đây có thể được xác định về Bob:",Bob rất nhanh.
"Nếu Erin xinh đẹp hay thông minh thì Erin hạnh phúc.
Nếu Erin nóng bỏng hoặc đáng sợ thì Erin có màu xanh lá cây.
Nếu Erin tròn thì Erin lạnh.
Nếu Erin xấu hoặc tím thì Erin đã già.
Nếu Erin mạnh hoặc đỏ thì Erin nhàm chán.
Sự thật:
Erin chậm và đỏ mặt.
Những điều sau đây có thể được xác định về Erin:",Erin thật nhàm chán.
"Nếu Carol nhanh thì Carol đẹp.
Nếu Carol chậm thì Carol thông minh.
Nếu Carol tím tái và lạnh lùng thì Carol buồn.
Nếu Carol mạnh và yếu thì Carol hạnh phúc.
Nếu Carol sạch sẽ thì Carol lớn.
Sự thật:
Carol có màu tím và sạch sẽ.
Những điều sau đây có thể được xác định về Carol:",Carol lớn rồi.
"Nếu chuột có màu tím hoặc mềm là chuột bị nóng.
Nếu con chuột thông minh thì con chuột đó đã già.
Nếu con chuột đáng sợ và có màu đỏ thì con chuột đó mạnh.
Nếu chuột chạy chậm và sạch thì chuột tròn.
Nếu chuột to hoặc có màu xanh lục là chuột đẹp.
Sự thật:
Chuột mềm và lạnh.
Những điều sau đây có thể được xác định về chuột:",Chuột rất nóng.
"Nếu con mèo nhanh thì con mèo đó yếu.
Nếu con mèo sạch sẽ thì con mèo đó xấu.
Nếu một con mèo đáng sợ và vui vẻ thì con mèo đó mạnh mẽ.
Nếu con mèo màu đỏ thì con mèo đó có hình tròn.
Nếu con mèo nóng thì con mèo mềm.
Sự thật:
Con mèo yếu ớt và đỏ bừng.
Những điều sau đây có thể được xác định về con mèo:",Con mèo có hình tròn.
"Nếu con gấu trúc có màu xanh và đẹp thì con gấu trúc đó đã già.
Nếu một con gấu trúc nhàm chán thì con gấu trúc đó thật đáng sợ.
Nếu gấu trúc có màu đỏ hoặc tím thì gấu trúc đó thông minh.
Nếu một chú gấu trúc tròn trịa và nóng bỏng thì chú gấu trúc đó sẽ hạnh phúc.
Nếu một con gấu trúc mềm mại hay buồn bã thì đó là con gấu trúc mạnh mẽ.
Sự thật:
Gấu trúc hạnh phúc và tròn trịa.
Những điều sau đây có thể được xác định về gấu trúc:",Không có gì.
"Nếu cây anh túc còn non thì cây anh túc sạch.
Nếu hoa anh túc nhàm chán thì hoa anh túc có màu tím.
Nếu cây anh túc có màu đỏ thì cây anh túc xấu.
Nếu cây anh túc thông minh và yếu đuối thì cây anh túc đã già.
Nếu cây anh túc nhanh và nóng thì cây anh túc nhỏ.
Sự thật:
Cây anh túc thật đẹp và đáng sợ.
Những điều sau đây có thể được xác định về cây anh túc:",Không có gì.
"Nếu cây khỏe và già thì cây có màu đỏ.
Cây nào nóng hay đẹp thì cây đó thông minh.
Nếu cây nhỏ và chậm chạp thì cây đó nhàm chán.
Cây tốt mà mềm thì cây vui.
Nếu cây có màu tím hoặc tròn thì cây còn non.
Sự thật:
Cây sạch và đẹp.
Có thể xác định những điều sau đây về cây:",Cây thông minh.
"Cây nào già mà sạch thì cây chán.
Cây đẹp thì cây có màu xanh.
Cây xấu thì cây lạnh.
Cây tốt thì cây có màu tím.
Cây yếu thì cây lớn.
Sự thật:
Cây tốt và yếu.
Có thể xác định những điều sau đây về cây:",Cây có màu tím và to.
"Nếu Carol trẻ và lạnh lùng thì Carol nóng bỏng.
Nếu Carol buồn bã hoặc sạch sẽ thì Carol có màu tím.
Nếu Carol chậm chạp hoặc thông minh thì Carol thật đáng sợ.
Nếu Carol nhỏ bé và vui vẻ thì Carol thật tệ.
Nếu Carol xinh đẹp và tròn trịa thì Carol mềm mại.
Sự thật:
Carol buồn bã và xanh xao.
Những điều sau đây có thể được xác định về Carol:",Carol có màu tím.
"Nếu Erin buồn và đỏ mặt thì Erin còn trẻ.
Nếu Erin thông minh và sạch sẽ thì Erin lại chậm chạp.
Nếu Erin nhanh và yếu thì Erin nhỏ.
Nếu Erin nhàm chán và tím ngắt thì Erin nóng bỏng.
Nếu Erin màu xanh thì Erin to.
Sự thật:
Erin xanh và tốt.
Những điều sau đây có thể được xác định về Erin:",Erin lớn rồi.
"Nếu con voi đáng sợ hay vui vẻ thì con voi đó có màu tím.
Nếu con voi nhàm chán và non nớt thì con voi đó có màu xanh.
Nếu con voi già thì con voi xấu.
Nếu con voi có màu đỏ thì con voi đó đẹp.
Nếu con voi lớn thì con voi có màu xanh.
Sự thật:
Con voi thật đáng sợ và trẻ trung.
Có thể xác định những điều sau đây về con voi:",Con voi có màu tím.
"Nếu Bob lạnh lùng thì Bob mạnh mẽ.
Nếu Bob màu xanh thì Bob yếu.
Nếu Bob đáng sợ và nhanh nhẹn thì Bob tốt.
Nếu Bob nhỏ và xanh thì Bob lớn.
Nếu Bob nóng bỏng thì Bob có màu tím.
Sự thật:
Bob nóng nảy và buồn bã.
Những điều sau đây có thể được xác định về Bob:",Bob có màu tím.
"Nếu sư tử còn trẻ thì sư tử đẹp.
Nếu sư tử có hình tròn thì sư tử có màu xanh.
Nếu sư tử già hoặc tím thì sư tử nhàm chán.
Nếu sư tử khỏe và to thì sư tử chậm.
Nếu một con sư tử buồn và mềm yếu thì đó là con sư tử tốt.
Sự thật:
Con sư tử to và xanh.
Những điều sau đây có thể được xác định về con sư tử:",Không có gì.
"Nếu con mèo tròn thì con mèo lạnh.
Nếu con mèo có màu xanh thì con mèo đó nhỏ.
Nếu con mèo thông minh và xinh đẹp thì con mèo đó còn trẻ.
Nếu một con mèo vui vẻ hoặc sạch sẽ thì đó là con mèo nóng tính.
Nếu một con mèo đáng sợ hoặc tốt thì đó là con mèo lớn.
Sự thật:
Con mèo có màu xanh và tròn.
Những điều sau đây có thể được xác định về con mèo:",Con mèo lạnh lùng và nhỏ bé.
"Nếu cây anh túc lạnh hoặc còn non thì cây anh túc có màu xanh.
Nếu cây anh túc có màu tím và yếu ớt thì đó là cây thông minh.
Nếu một cây anh túc sạch thì cây anh túc mạnh mẽ.
Nếu cây anh túc mềm và nóng thì cây anh túc chậm.
Nếu một bông anh túc buồn chán hay hạnh phúc thì đó là màu xanh lam.
Sự thật:
Cây anh túc lạnh lẽo và buồn bã.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc có màu xanh lá cây.
"Nếu hoa hướng dương nhỏ và tròn thì hoa hướng dương đã già.
Nếu hoa hướng dương đáng sợ thì hoa hướng dương xấu.
Nếu hoa hướng dương có màu tím và nhanh nhẹn thì đó là hoa hướng dương thông minh.
Nếu hoa hướng dương còn non hoặc sạch thì hoa hướng dương có màu xanh.
Nếu hoa hướng dương to và đẹp thì hoa hướng dương có màu xanh.
Sự thật:
Hoa hướng dương thông minh và yếu đuối.
Có thể xác định những điều sau đây về hoa hướng dương:",Không có gì.
"Nếu hà mã lạnh thì hà mã tốt.
Nếu hà mã có màu đỏ thì hà mã có màu xanh.
Nếu hà mã tròn thì hà mã yếu.
Nếu hà mã còn trẻ và vui vẻ thì hà mã sạch sẽ.
Nếu hà mã nhanh nhẹn và mềm mại thì hà mã thông minh.
Sự thật:
Hà mã lạnh và mềm.
Những điều sau đây có thể được xác định về hà mã:",Hà mã là tốt.
"Nếu bồ công anh lạnh thì bồ công anh thật đáng sợ.
Nếu bồ công anh già và nóng thì bồ công anh sạch.
Nếu bồ công anh chậm thì bồ công anh tốt.
Nếu bồ công anh mềm mại thì bồ công anh hạnh phúc.
Nếu bồ công anh có màu đỏ thì bồ công anh to.
Sự thật:
Bồ công anh nóng và chậm.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh là tốt.
"Nếu Erin lớn và nhỏ thì Erin xấu.
Nếu Erin sạch hoặc buồn thì Erin xanh.
Nếu Erin thông minh thì Erin giỏi.
Nếu Erin đáng sợ thì Erin có màu xanh.
Nếu Erin chậm thì Erin nóng.
Sự thật:
Erin thông minh và mềm mại.
Những điều sau đây có thể được xác định về Erin:",Erin thì tốt.
"Nếu hổ có hình tròn hoặc màu xanh lục thì hổ còn non.
Nếu hổ buồn bã và sạch sẽ thì hổ đáng sợ.
Nếu hổ xấu và nhanh thì hổ mạnh.
Nếu hổ vui vẻ và chậm chạp thì hổ lạnh lùng.
Nếu hổ nóng hay tốt thì hổ có màu xanh.
Sự thật:
Con hổ rất đẹp và xanh.
Những điều sau đây có thể được xác định về con hổ:",Con hổ còn trẻ.
"Nếu một bông hồng đáng sợ thì đó là bông hồng yếu đuối.
Nếu bông hồng thông minh hay lạnh lùng thì đó là bông hồng tròn.
Nếu một bông hồng già và khỏe mạnh thì đó là bông hồng xấu.
Nếu hoa hồng có màu xanh thì hoa hồng có màu tím.
Nếu một bông hồng sạch hay tốt thì đó là bông hồng lớn.
Sự thật:
Hoa hồng nhanh và nhỏ.
Những điều sau đây có thể được xác định về hoa hồng:",Không có gì.
"Nếu Dan yếu hoặc trẻ thì Dan mạnh.
Nếu Dan lạnh thì Dan tròn.
Nếu Dan nóng và xấu thì Dan đẹp.
Nếu Dan tốt thì Dan vui.
Nếu Dan sạch thì Dan có màu xanh.
Sự thật:
Dan có màu tím và trẻ trung.
Những điều sau đây có thể được xác định về Dan:",Đan mạnh mẽ.
"Nếu hươu cao cổ nhỏ thì hươu cao cổ có hình tròn.
Nếu hươu cao cổ còn nhỏ thì hươu cao cổ tốt.
Nếu hươu cao cổ hạnh phúc thì hươu cao cổ có màu xanh.
Nếu hươu cao cổ đáng sợ thì hươu cao cổ sạch sẽ.
Nếu hươu cao cổ đẹp và nóng bỏng thì hươu cao cổ nhanh nhẹn.
Sự thật:
Con hươu cao cổ còn trẻ và buồn.
Có thể xác định những điều sau đây về hươu cao cổ:",Con hươu cao cổ là tốt.
"Nếu bồ công anh đẹp mà buồn thì bồ công anh vui.
Nếu bồ công anh xấu và nhỏ thì bồ công anh chậm.
Nếu bồ công anh nóng hoặc mềm thì bồ công anh có màu xanh.
Nếu bồ công anh lạnh lùng hay thông minh thì đó là bồ công anh tốt.
Nếu bồ công anh có màu đỏ thì bồ công anh thật đáng sợ.
Sự thật:
Bồ công anh mềm và to.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh có màu xanh lá cây.
"Nếu Bob vui hoặc nhanh thì Bob màu đỏ.
Nếu Bob đẹp thì Bob có màu xanh.
Nếu Bob buồn và lạnh lùng thì Bob tệ.
Nếu Bob đáng sợ hoặc già thì Bob nhỏ bé.
Nếu Bob chậm hoặc mềm thì Bob còn trẻ.
Sự thật:
Bob mềm và có màu đỏ.
Những điều sau đây có thể được xác định về Bob:",Bob còn trẻ.
"Nếu con bò mềm thì con bò đó tốt.
Nếu con bò tròn trịa hoặc còn non thì là con bò sạch.
Nếu con bò nhanh thì con bò chậm.
Nếu con bò có màu tím hoặc vui vẻ thì con bò đó đẹp.
Nếu con bò khoẻ thì con bò có màu xanh.
Sự thật:
Con bò yếu đuối và hạnh phúc.
Những điều sau đây có thể được xác định về con bò:",Con bò thật đẹp.
"Nếu hoa hướng dương yếu đuối và xanh xao thì hoa hướng dương đang buồn.
Nếu hoa hướng dương mềm và xanh thì hoa hướng dương đó nhỏ.
Nếu hoa hướng dương nóng thì hoa hướng dương có màu đỏ.
Nếu hoa hướng dương sạch thì hoa hướng dương chậm.
Nếu hoa hướng dương nhàm chán thì hoa hướng dương có hình tròn.
Sự thật:
Hoa hướng dương có màu xanh và nhàm chán.
Có thể xác định những điều sau đây về hoa hướng dương:",Hoa hướng dương có hình tròn.
"Nếu bồ công anh đẹp và hạnh phúc thì bồ công anh còn trẻ.
Nếu bồ công anh xấu hoặc to thì bồ công anh buồn.
Nếu bồ công anh mềm mại hoặc dễ sợ thì bồ công anh sạch sẽ.
Nếu bồ công anh lạnh hoặc mạnh thì bồ công anh có màu xanh.
Bồ công anh yếu thì bồ công anh nhỏ.
Sự thật:
Bồ công anh có màu đỏ và đẹp.
Những điều sau đây có thể được xác định về bồ công anh:",Không có gì.
"Nếu cây anh túc xấu hay vui thì cây anh túc sạch.
Nếu cây anh túc mạnh và có màu xanh thì cây anh túc lạnh.
Nếu cây anh túc còn nóng thì cây anh túc còn non.
Nếu cây anh túc tốt thì cây anh túc đáng sợ.
Nếu cây anh túc có màu đỏ hoặc hình tròn thì cây anh túc to.
Sự thật:
Cây anh túc mềm và tròn.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc lớn.
"Nếu bồ công anh thông minh và nhỏ nhắn thì đó là bồ công anh tốt.
Bồ công anh sạch thì bồ công anh to.
Nếu bồ công anh đáng sợ thì bồ công anh buồn.
Nếu bồ công anh nhàm chán và mạnh mẽ thì đó là bồ công anh tròn.
Nếu bồ công anh nhanh nhẹn thì bồ công anh còn non.
Sự thật:
Bồ công anh nhanh và đỏ.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh còn non.
"Nếu Dan có màu xanh lam hoặc xanh lục thì Dan thông minh.
Nếu Dan nhàm chán thì Dan mềm yếu.
Nếu Dan buồn và yếu đuối thì Dan lớn.
Nếu Dan già hay đẹp thì Dan xấu.
Nếu Dan tròn thì Dan nhanh.
Sự thật:
Dan yếu đuối và xinh đẹp.
Những điều sau đây có thể được xác định về Dan:",Đan thật tệ.
"Nếu bồ công anh thông minh và nóng nảy thì bồ công anh đã già.
Nếu bồ công anh có màu xanh và lạnh thì đó là bồ công anh hạnh phúc.
Nếu bồ công anh có màu đỏ và tím thì bồ công anh thật đáng sợ.
Nếu bồ công anh tốt hay nhỏ thì bồ công anh còn non.
Nếu bồ công anh mềm thì bồ công anh to.
Sự thật:
Bồ công anh trẻ trung và hạnh phúc.
Những điều sau đây có thể được xác định về bồ công anh:",Không có gì.
"Nếu con voi yếu và nhanh thì con voi đó chậm.
Voi còn nhỏ thì voi mạnh.
Nếu con voi đáng sợ thì con voi đó nhỏ.
Con voi sạch thì con voi đó có màu xanh.
Nếu một con voi nhàm chán hoặc thông minh thì con voi đó hạnh phúc.
Sự thật:
Con voi thật đáng sợ và yếu đuối.
Có thể xác định những điều sau đây về con voi:",Con voi nhỏ.
"Nếu cây anh túc còn trẻ và khỏe thì cây anh túc yếu.
Nếu cây anh túc nhanh thì cây anh túc có màu xanh.
Nếu một bông anh túc nhàm chán và buồn bã thì đó là một bông anh túc chậm chạp.
Nếu cây anh túc tốt hoặc nóng thì cây anh túc to.
Nếu hoa anh túc đẹp hoặc đáng sợ thì hoa anh túc có màu tím.
Sự thật:
Cây anh túc thông minh và tốt bụng.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc lớn.
"Nếu mèo tròn hoặc tốt thì mèo có màu tím.
Nếu con mèo đẹp hoặc có màu xanh lá cây thì con mèo đó nhanh nhẹn.
Nếu con mèo yếu hay mạnh thì con mèo đó lớn.
Nếu mèo có màu xanh hoặc còn non thì mèo bị lạnh.
Nếu một con mèo nóng nảy hoặc đáng sợ thì đó là con mèo sạch sẽ.
Sự thật:
Con mèo thật đáng sợ và hạnh phúc.
Những điều sau đây có thể được xác định về con mèo:",Con mèo sạch sẽ.
"Nếu Carol chậm chạp và già nua thì Carol tệ.
Nếu Carol có hình tròn và màu xanh lá cây thì Carol có màu đỏ.
Nếu Carol yếu thì Carol nhanh.
Nếu Carol đẹp thì Carol có màu tím.
Nếu Carol thông minh thì Carol nhàm chán.
Sự thật:
Carol nhanh nhẹn và sạch sẽ.
Những điều sau đây có thể được xác định về Carol:",Không có gì.
"Nếu bông hồng thông minh thì bông hồng đó buồn.
Nếu bông hồng sạch thì bông hồng đó hạnh phúc.
Nếu một bông hồng đáng sợ hoặc nóng bỏng thì đó là bông hồng lớn.
Nếu một bông hồng mạnh mẽ và tốt đẹp thì đóa hồng đó có màu đỏ.
Nếu hoa hồng lạnh hoặc tròn thì hoa hồng đó nhỏ.
Sự thật:
Hoa hồng xấu và nóng.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng thật lớn.
"Nếu nhím xấu và đẹp thì nhím nóng tính.
Nếu nhím có màu xanh và đỏ thì nhím yếu.
Nếu nhím vui thì nhím lại buồn.
Nếu nhím còn nhỏ hoặc lớn thì nhím chậm chạp.
Nếu nhím lạnh thì nhím có hình tròn.
Sự thật:
Con nhím buồn chán và hạnh phúc.
Những điều sau đây có thể được xác định về con nhím:",Nhím đang buồn.
"Nếu Dan vui thì Dan xanh.
Nếu Dan nhàm chán thì Dan đẹp.
Nếu Dan lạnh lùng thì Dan già.
Nếu Dan mềm thì Dan lớn.
Nếu Dan thông minh hoặc tím thì Dan nóng tính.
Sự thật:
Dan tròn và nhỏ.
Những điều sau đây có thể được xác định về Dan:",Không có gì.
"Nếu sóc nóng hoặc xấu thì sóc có màu đỏ.
Nếu con sóc sạch hoặc nhỏ thì con sóc đó lớn.
Nếu một con sóc vui vẻ thì con sóc đó nhanh nhẹn.
Nếu sóc mềm thì sóc có màu tím.
Nếu con sóc có màu xanh hoặc lạnh thì con sóc đó yếu.
Sự thật:
Con sóc sạch sẽ và hạnh phúc.
Những điều sau đây có thể được xác định về con sóc:",Con sóc to và nhanh nhẹn.
"Nếu con mèo xấu và nhỏ thì con mèo đó đẹp.
Nếu một con mèo nhàm chán hoặc mềm yếu thì đó là con mèo mạnh mẽ.
Nếu một con mèo sạch sẽ hoặc đáng sợ thì đó là con mèo nóng tính.
Nếu con mèo tròn trịa và buồn bã thì con mèo đó đang hạnh phúc.
Nếu con mèo có màu tím thì con mèo có màu xanh.
Sự thật:
Con mèo sạch sẽ và nhỏ nhắn.
Những điều sau đây có thể được xác định về con mèo:",Con mèo đang nóng.
"Nếu hươu cao cổ sợ hãi hoặc nhanh nhẹn thì hươu cao cổ lạnh lùng.
Nếu một con hươu cao cổ xinh đẹp và hạnh phúc thì đó là con hươu cao cổ sạch sẽ.
Nếu hươu cao cổ thông minh thì hươu cao cổ tốt.
Nếu hươu cao cổ mềm và to thì hươu cao cổ xấu.
Nếu hươu cao cổ nóng thì hươu cao cổ chậm.
Sự thật:
Con hươu cao cổ buồn và đáng sợ.
Có thể xác định những điều sau đây về hươu cao cổ:",Con hươu cao cổ bị lạnh.
"Nếu sư tử mạnh hoặc to thì sư tử buồn.
Nếu một con sư tử có màu xanh lam và vui vẻ thì con sư tử đó sạch sẽ.
Nếu sư tử nhỏ và yếu thì sư tử nóng.
Nếu sư tử có màu đỏ thì sư tử xấu.
Nếu sư tử nhanh và trẻ thì sư tử lạnh lùng.
Sự thật:
Sư tử có màu đỏ và trẻ.
Những điều sau đây có thể được xác định về con sư tử:",Con sư tử thật tệ.
"Nếu hươu cao cổ chậm chạp và to lớn thì hươu cao cổ có màu tím.
Nếu hươu cao cổ tròn thì hươu cao cổ đang hạnh phúc.
Nếu hươu cao cổ còn nhỏ thì hươu cao cổ có màu xanh.
Nếu hươu cao cổ có màu đỏ và nhàm chán thì hươu cao cổ yếu.
Nếu hươu cao cổ nhỏ thì hươu cao cổ sạch sẽ.
Sự thật:
Con hươu cao cổ khỏe mạnh và trẻ trung.
Có thể xác định những điều sau đây về hươu cao cổ:",Con hươu cao cổ có màu xanh.
"Nếu Carol tốt và thông minh thì Carol buồn.
Nếu Carol nhanh hay yếu thì Carol có màu xanh.
Nếu Carol có màu đỏ và tròn thì Carol còn trẻ.
Nếu Carol xinh đẹp và chậm rãi thì Carol lại nhỏ nhắn.
Nếu Carol lạnh lùng thì Carol mềm yếu.
Sự thật:
Carol lạnh lùng và xấu tính.
Những điều sau đây có thể được xác định về Carol:",Carol mềm mại.
"Nếu Frank đẹp hoặc xanh tươi thì Frank to lớn.
Nếu Frank còn trẻ thì Frank buồn.
Nếu Frank nhanh thì Frank đáng sợ.
Nếu Frank nóng bỏng thì Frank yếu đuối.
Nếu Frank già hoặc thông minh thì Frank thật nhàm chán.
Sự thật:
Frank tốt và chậm chạp.
Những điều sau đây có thể được xác định về Frank:",Không có gì.
