source,target
"Quy tắc: + Y - X * | Thay người: X bằng "" kiwi "" , Y bằng "" lê trâu """,+ lê trâu - kiwi *
"Quy tắc: = Z Z = - | Thay người: Z bởi "" kiwi """,= kiwi kiwi = -
"Quy tắc: + Y Y + | Thay thế: Y bởi ""đại bàng lê""",+ lê đại bàng lê đại bàng +
"Quy tắc: Z Z + + Y + | Thay thế: Y bởi "" shark kiwi "" , Z bởi "" kiwi """,kiwi kiwi + + kiwi cá mập +
"Quy tắc: + X Y + = Y | Thay thế: X bằng "" dâu "" , Y bằng "" ngựa """,+ ngựa dâu + = ngựa
"Quy tắc: * = X Y | Thay thế: X bởi "" Lion Blueberry "" , Y bởi "" Cobra """,* = rắn hổ mang sư tử việt quất
"Quy tắc: = Y X X + * | Thay thế: X bằng ""ngựa hải cẩu"", Y bằng ""dưa hấu đào""",= ngựa hải cẩu dưa hấu đào + *
"Quy tắc: + - Z Y | Thay thế: Y bởi "" blackberry "" , Z bởi "" cò """,+ - blackberry cò
"Quy tắc: = Y = = X X | Thay thế: X bằng ""chim cánh cụt ngựa"", Y bằng ""cá voi""",= cá voi = = chim cánh cụt ngựa chim cánh cụt ngựa
"Quy tắc: - Y * X * | Thay thế: X bằng "" Whale "" , Y bằng "" Cobra Blueberry """,- rắn hổ mang việt quất * cá voi *
"Quy tắc: Y + * * Y | Thay thế: Y bằng ""ngựa táo""",táo ngựa + * * táo ngựa
"Quy tắc: = X * Z X | Thay thế: X bởi "" Lion "" , Z bởi "" zebra blackberry """,= sư tử * sư tử ngựa vằn blackberry
"Quy tắc: * + X + Y X | Thay thế: X bằng "" dâu "" , Y bằng "" nho """,* + dâu + nho dâu
"Quy tắc: Y + + Z X | Thay thế: X bằng ""dâu đào "" , Y bằng ""con dấu táo "" , Z bằng "" ngựa vằn """,dấu táo + + dâu ngựa vằn đào
"Quy tắc: Y Y + * X | Thay thế: X bằng ""nho nho"", Y bằng ""nho ngựa vằn""",nho ngựa vằn nho ngựa vằn + * nho nho
"Quy tắc: * X - Z + Y | Thay thế: X bằng "" dâu tây "" , Y bằng "" chuột lê "" , Z bằng "" chuột """,* dâu tây - chuột + lê chuột
"Quy tắc: Y = = Y = | Người thay thế: Y bằng ""cá voi cá voi""",cá voi = = cá voi =
"Quy tắc: Y Z + = | Thay thế: Y bằng "" nho "" , Z bằng "" ngựa """,ngựa nho + =
"Quy tắc: = X X Y - | Thay thế: X bằng ""lê dưa hấu"" , Y bằng ""chuột trâu""",= lê dưa hấu lê dưa hấu chuột trâu -
"Quy tắc: X = * X = | Thay người: X bởi "" kiwi """,quả kiwi = * quả kiwi =
"Quy tắc: Y Z Z = = | Thay thế: Y bằng ""dưa hấu việt quất"", Z bằng ""chuối trâu""",việt quất dưa hấu trâu chuối trâu chuối = =
"Quy tắc: = * X X X = | Thay người: X bằng ""rắn hổ mang""",= * rắn hổ mang trâu rắn hổ mang trâu rắn hổ mang trâu =
"Quy tắc: + Z Z * | Thay người: Z bằng ""chuối""",+ chuối chuối *
"Quy tắc: Y = - Y Y | Thay thế: Y bằng ""chuối nho""",chuối nho = - chuối nho chuối nho
"Quy tắc: = Z * Y Z * | Thay thế: Y bằng "" lê lê "" , Z bằng "" táo đào """,= đào táo * lê lê táo đào *
"Quy tắc: X Y - = | Thay thế: X bằng "" việt quất ngựa "" , Y bằng "" chuột """,chuột ngựa việt quất - =
"Quy tắc: Z - X = Z = | Thay thế: X bởi "" blackberry "" , Z bởi "" zebra """,ngựa vằn - blackberry = ngựa vằn =
"Quy tắc: - Z Z X = | Thay thế: X bằng "" dâu "" , Z bằng "" đào """,- đào đào dâu =
"Quy tắc: = X + Z | Thay thế: X bằng "" apple "" , Z bằng "" Grape Lion """,= táo + sư tử nho
"Quy tắc: Y X = Z * | Thay thế: X bởi "" Shark Banana "" , Y bởi "" Kiwi Rat "" , Z bởi "" blackberry zebra """,chuối cá mập chuột kiwi = ngựa vằn blackberry *
"Quy tắc: * X - Z | Thay thế: X bằng ""ngựa vằn đào"", Z bằng ""cò cá voi""",* ngựa vằn đào - cò cá voi
"Quy tắc: Z = + Z Z * | Thay người: Z bởi ""sư tử""",sư tử = + sư tử sư tử *
"Quy tắc: Y Z + Y + | Thay thế: Y bằng "" dâu "" , Z bằng "" kiwi seal """,dâu kiwi + dâu tây +
"Quy tắc: * Z++ + Z | Thay người: Z bởi "" kiwi """,* kiwi + + kiwi
"Quy tắc: =Z*Z | Thay thế: Z bởi ""đại bàng dâu tây""",= dâu đại bàng * dâu đại bàng
"Quy tắc: Z * X - - | Thay thế: X bằng "" ngựa "" , Z bằng "" rắn hổ mang """,rắn hổ mang * ngựa - -
"Quy tắc: X * Z + - | Thay thế: X bằng ""cá voi "", Z bằng ""chuột ngựa""",cá voi * chuột ngựa + -
"Quy tắc: Z = X + * | Người thay thế: X bằng ""nho"", Z bằng ""rắn hổ mang""",đại bàng rắn hổ mang = nho + *
"Quy tắc: Z - = Y Y * | Thay thế: Y bằng "" rắn hổ mang "" , Z bằng "" lê """,lê - = rắn hổ mang đào hổ mang *
"Quy tắc: * Z Z Y + * | Thay thế: Y bằng ""lê hải cẩu "", Z bằng ""ngựa nho""",*ngựa nho ngựa nho lê + *
"Quy tắc: + Z Y Y * | Thay thế: Y bằng "" kiwi seal "" , Z bằng "" Grape Horse """,+ hải cẩu kiwi nho hải cẩu kiwi *
"Quy tắc: Z = + * Y | Thay thế: Y bằng "" đào "" , Z bằng "" seal apple """,dấu táo = + * đào
"Quy tắc: +Z*Z | Thay người: Z bằng ""nho""",+ nho * nho
"Quy tắc: Z - - - X | Thay thế: X bằng "" lê "" , Z bằng "" ngựa """,ngựa - - - quả lê
"Quy tắc: * + X X | Thay người: X bằng ""ngựa""",* + ngựa ngựa
"Quy tắc: = * Z X - Y | Thay thế: X bởi ""sư tử cá mập"", Y bởi ""cò việt quất"", Z bởi ""ngựa vằn chuối""",= * sư tử cá mập ngựa vằn chuối - cò việt quất
"Quy tắc: - + X Z | Thay thế: X bằng ""cò trâu"", Z bằng ""cá mập""",- + cá mập cò trâu
"Quy tắc: Z * Y Z + | Thay thế: Y bằng "" apple "" , Z bằng "" zebra """,ngựa vằn * ngựa vằn táo +
"Quy tắc: + X Z X - | Thay thế: X bằng ""ngựa vằn chuột"", Z bằng ""sư tử hải cẩu""",+ hải cẩu ngựa vằn chuột sư tử ngựa vằn -
"Quy tắc: = X * Y = Z | Thay thế: X bằng "" shark "" , Y bằng "" cò "" , Z bằng "" rắn hổ mang """,= cá mập * cò = rắn hổ mang lê
"Quy tắc: = Z Y + X | Thay thế: X bằng ""hải cẩu"", Y bằng ""rắn hổ mang"", Z bằng ""cá mập hải cẩu""",= hải cẩu rắn hổ mang + hải cẩu nho
"Quy tắc: Z Y = = X | Thay thế: X bằng ""cá voi "" , Y bằng "" dâu tây "" , Z bằng "" cá mập đại bàng """,cá mập đại bàng dâu = = cá voi
"Quy tắc: = Z Z * - Y | Thay thế: Y bằng "" rắn hổ mang ngựa "" , Z bằng "" cá voi """,= cá voi cá voi * - rắn hổ mang ngựa vằn
"Quy tắc: = - + Z Y X | Thay thế: X bằng "" shark shark "" , Y bằng "" horse "" , Z bằng "" shark Pear """,= - + cá mập cá mập ngựa lê cá mập
"Quy tắc: X = = Z Y = | Thay thế: X bằng "" rắn hổ mang "" , Y bằng "" rắn hổ mang "" , Z bằng "" nho lê """,rắn hổ mang = = rắn hổ mang lê nho =
"Quy tắc: X X = * = Y | Thay thế: X bằng "" shark kiwi "" , Y bằng "" dưa hấu táo """,cá mập kiwi cá mập kiwi = * = táo dưa hấu
"Quy tắc: Z Z = - X | Thay thế: X bằng "" apple "" , Z bằng "" Eagle """,đại bàng đại bàng = - táo
"Quy tắc: * - Z X X | Thay thế: X bằng "" blackberry zebra "" , Z bằng "" Grape Banana """,* - nho chuối ngựa vằn blackberry ngựa vằn blackberry
"Quy tắc: Y Y - * * | Thay người: Y bởi ""đại bàng""",đại bàng đại bàng - * *
"Quy tắc: + Y Y Y + | Thay thế: Y bằng ""cò lê""",+ lê cò lê cò lê cò +
"Quy tắc: * Z + X Z | Thay thế: X bằng ""hải nho"" , Z bằng ""hải cẩu""",* hải cẩu cò + hải cẩu nho hải cẩu cò
"Quy tắc: * - X Y Y | Người thay thế: X bởi ""cá mập ngựa vằn"", Y bởi ""quả việt quất đại bàng""",* - ngựa vằn cá mập đại bàng việt quất đại bàng việt quất
"Quy tắc: = = X Z Y = | Thay thế: X bởi ""chuột trâu"", Y bởi ""dưa hấu blackberry"", Z bởi ""cá mập""",= = cá mập chuột trâu dâu đen dưa hấu =
"Quy tắc: * Z Y Z + + | Thay thế: Y bởi "" shark zebra "" , Z bởi "" blueberry zebra """,* cá mập ngựa vằn việt quất ngựa vằn việt quất ngựa vằn + +
"Quy tắc: - * Y X + | Thay thế: X bằng "" blackberry zebra "" , Y bằng "" Grape """,- * ngựa vằn nho dâu đen +
"Quy tắc: X * - Z + | Thay thế: X bằng ""đào dâu tây"", Z bằng ""cá mập cá mập""",đào dâu * - cá mập +
"Quy tắc: Y + Z - | Thay thế: Y bằng ""sư tử"" , Z bằng ""cò đào""",sư tử + cò đào -
"Quy tắc: Y = + Y X | Thay thế: X bằng "" apple "" , Y bằng "" cò đại bàng """,cò đại bàng = + cò đại bàng táo
"Quy tắc: * X - = X Z | Người thay thế: X bằng ""dưa hấu dâu tây"", Z bằng ""cá voi dâu đen""",* dưa hấu dâu tây - = cá voi dâu tây dưa hấu dâu tây
"Quy tắc: X + = Z | Thay thế: X bằng "" việt quất "" , Z bằng "" nho """,việt quất + = nho
"Quy tắc: X = + X - | Thay thế: X bằng "" apple """,táo = + táo -
"Quy tắc: - Z - - X | Thay thế: X bằng "" trâu "" , Z bằng "" lê """,- lê - - trâu
"Quy tắc: = Y Y * | Thay người: Y bởi ""sư tử""",= sư tử sư tử *
"Quy tắc: - X X Y - | Thay thế: X bằng "" dưa hấu "" , Y bằng "" dưa hấu dâu đen """,- dưa hấu dưa hấu dâu đen dưa hấu -
"Quy tắc: * + Z X | Thay thế: X bởi "" blackberry "" , Z bởi "" cobra """,* + blackberry rắn hổ mang
"Quy tắc: +X*Z*Z | Thay thế: X bằng "" shark "" , Z bằng "" rắn hổ mang dưa hấu """,+ cá mập * rắn hổ mang dưa hấu * rắn hổ mang dưa hấu
"Quy tắc: Z X * - Y | Thay thế: X bằng "" kiwi đào "" , Y bằng "" chim cánh cụt chuột "" , Z bằng "" táo """,táo kiwi đào * - chuột chim cánh cụt
"Quy tắc: Y Y = + - | Thay thế: Y bằng "" apple """,táo táo = + -
"Quy tắc: Z Y - - | Thay thế: Y bởi "" Eagle "" , Z bởi "" Lion """,sư tử đại bàng - -
"Quy tắc: = Y = X X | Thay thế: X bằng "" blackberry "" , Y bằng "" dưa hấu ngựa """,= ngựa dưa hấu = dâu đen dâu đen
"Quy tắc: = * Z Z Y * | Thay thế: Y bằng "" chuối táo "" , Z bằng "" cá voi dâu """,= * cá voi dâu tây cá voi chuối táo *
"Quy tắc: Z * = Z + | Thay thế: Z bằng ""táo dưa hấu""",táo dưa hấu * = táo dưa hấu +
"Quy tắc: + Y Y - Y | Thay người: Y bằng ""cá mập trâu""",+ trâu cá mập trâu cá mập - trâu cá mập
"Quy tắc: * X + X Z | Thay thế: X bằng "" dâu "" , Z bằng "" cò """,* dâu tây + cò dâu
"Quy tắc: * = Y X | Thay thế: X bằng "" dâu "" , Y bằng "" cò """,* = dâu tây cò
"Quy tắc: X + Z - = | Thay thế: X bằng "" horse shark "" , Z bằng "" đào """,cá mập ngựa + đào - =
"Quy tắc: X * Z = = | Thay thế: X bằng "" chuối "" , Z bằng "" dâu tây """,chuối * dâu = =
"Quy tắc: + + X X X | Thay thế: X bằng ""táo chuối""",+ + táo chuối táo chuối táo chuối
"Quy tắc: * Y - - X | Thay thế: X bằng "" chuối "" , Y bằng "" lê """,* lê - - chuối
"Quy tắc: * Z + Z = | Thay thế: Z bằng ""dưa hấu""",* dưa hấu + dưa hấu =
"Quy tắc: * Z = Z = | Thay người: Z bằng ""cò""",* cò = cò =
"Quy tắc: - + X Y X | Thay thế: X bởi "" penguin "" , Y bởi "" penguin """,- + chim cánh cụt chim cánh cụt
"Quy tắc: Z - Z - * | Thay thế: Z bằng ""quả việt quất kiwi""",quả việt quất kiwi - quả việt quất kiwi - *
"Quy tắc: - - Y X X - | Thay thế: X bởi "" Buffalo Eagle "" , Y bởi "" blackberry blueberry """,- - blackberry việt quất trâu đại bàng trâu đại bàng -
"Quy tắc: Y * X = Z | Thay thế: X bằng "" chuối ngựa vằn "" , Y bằng "" cá mập "" , Z bằng "" cá mập """,cá mập * ngựa vằn chuối = cá mập
"Quy tắc: Z Z Y = = | Thay thế: Y bằng "" đào "" , Z bằng "" kiwi """,kiwi đào kiwi = =
"Quy tắc: + X X = | Thay người: X bởi "" kiwi """,+ kiwi kiwi =
"Quy tắc: - Y Y - + | Thay thế: Y bởi "" blackberry """,- dâu đen dâu đen - +
"Quy tắc: X - X + = | Thay thế: X bởi ""cá mập""",cá mập - cá mập + =
"Quy tắc: Y + - Y | Thay thế: Y bởi "" shark """,cá mập + - cá mập
"Quy tắc: - + Z Z X | Người thay thế: X bởi "" shark "" , Z bởi "" blueberry Whale """,- + cá voi xanh cá mập cá voi việt quất
"Quy tắc: - Z Y Z - - | Thay thế: Y bằng "" shark "" , Z bằng "" Grape Strawberry """,- nho dâu cá mập dâu nho - -
"Quy tắc: Y Y * - | Thay thế: Y bằng ""con dấu việt quất""",con dấu quả việt quất con dấu quả việt quất * -
"Quy tắc: + - Z Y Z | Thay thế: Y bằng "" đào táo "" , Z bằng "" lê """,+ - lê đào táo lê
"Quy tắc: Y Y - - Z * | Thay thế: Y bằng "" blackberry Peach "" , Z bằng "" zebra Banana """,đào dâu đen đào dâu đen - - chuối ngựa vằn *
"Quy tắc: = Z = X * | Người thay thế: X bởi ""cá mập kiwi"", Z bởi ""ngựa đại bàng""",= ngựa đại bàng = cá mập kiwi *
"Quy tắc: Z + Z = | Thay thế: Z bởi ""ngựa vằn đại bàng""",ngựa vằn đại bàng + ngựa vằn đại bàng =
"Quy tắc: - Y Z Z + = | Thay thế: Y bằng "" nho "" , Z bằng "" kiwi """,- nho kiwi kiwi + =
"Quy tắc: = = Z X Y | Thay thế: X bằng ""con dấu trâu "" , Y bằng "" con sư tử chuột "" , Z bằng "" con dấu blackberry """,= = hải cẩu blackberry trâu hải cẩu chuột sư tử
"Quy tắc: X = Y = * X | Thay thế: X bằng "" Grape "" , Y bằng "" blackberry """,nho = dâu đen = * nho
"Quy tắc: Y + * - Z | Thay thế: Y bằng "" ngựa "" , Z bằng "" seal """,ngựa + * - con dấu
"Quy tắc: Y - - * Z Z | Thay thế: Y bởi "" sư tử "" , Z bởi "" sư tử ngựa vằn """,sư tử - - * sư tử ngựa vằn ngựa vằn sư tử
"Quy tắc: Y * X + X | Thay thế: X bằng "" cò "" , Y bằng "" dâu tây """,dâu * cò cò + cò cò
"Quy tắc: Z * Y X * | Thay thế: X bằng "" rắn hổ mang "" , Y bằng "" chuột chuối "" , Z bằng "" rắn hổ mang chuối """,rắn hổ mang chuối * chuột chuối rắn hổ mang chúa *
"Quy tắc: X Z - * | Thay thế: X bằng "" chuột kiwi "" , Z bằng "" apple """,táo kiwi chuột - *
"Quy tắc: = + + Z X X | Thay thế: X bằng "" cò dấu "" , Z bằng "" blackberry apple """,= + + hải cẩu cò táo blackberry hải cẩu cò
"Quy tắc: * X X = - Y | Thay thế: X bằng ""đại bàng"", Y bằng ""trâu""",*đại bàng = - trâu trâu
"Quy tắc: + Z Y - | Thay thế: Y bởi "" Grape Kiwi "" , Z bởi "" Eagle """,+ Kiwi nho đại bàng -
"Quy tắc: Z * - YY | Thay thế: Y bằng "" sư tử "" , Z bằng "" ngựa đào """,ngựa đào * - sư tử sư tử
"Quy tắc: * * X X - X | Thay thế: X bằng ""dưa hấu""",* * dưa hấu dưa hấu - dưa hấu
"Quy tắc: * X * X - | Thay người: X bằng ""rắn hổ mang nho""",* rắn hổ mang nho * rắn hổ mang nho -
"Quy tắc: X - - Y | Thay thế: X bằng "" chuối táo "" , Y bằng "" đại bàng """,chuối táo - - đại bàng
"Quy tắc: Z Y * X * | Thay thế: X bằng ""hải cẩu"", Y bằng ""cò trâu"", Z bằng ""sư tử dưa hấu""",dưa hấu sư tử trâu cò * hải cẩu *
"Quy tắc: - - Y * Y Y | Thay thế: Y bằng ""rắn hổ mang""",- - rắn hổ mang hải cẩu * rắn hổ mang hải cẩu hổ mang chúa
"Quy tắc: Y + * - Z | Thay thế: Y bởi "" Strawberry blackberry "" , Z bởi "" Shark blackberry """,blackberry dâu + * - blackberry cá mập
"Quy tắc: Y + Y - * | Thay người: Y bởi "" kiwi """,quả kiwi + quả kiwi - *
"Quy tắc: = - X Y = Z | Thay thế: X bằng "" rat "" , Y bằng "" rat "" , Z bằng "" kiwi """,= - chuột chuột = kiwi
"Quy tắc: = Z * Y | Thay thế: Y bằng "" ngựa "" , Z bằng "" rắn hổ mang dâu """,= rắn hổ mang dâu * ngựa
"Quy tắc: * Z - - YY | Thay thế: Y bởi "" shark "" , Z bởi "" Whale """,* cá voi - - cá mập cá mập
"Quy tắc: Y Z = X = + | Thay thế: X bằng "" việt quất "" , Y bằng "" chim cánh cụt trâu "" , Z bằng "" cá voi """,cá voi trâu chim cánh cụt = quả việt quất = +
"Quy tắc: = Y * X | Thay thế: X bằng "" lê "" , Y bằng "" chuối """,= chuối * lê
"Quy tắc: Y = Y + - X | Thay thế: X bởi "" chim cánh cụt "" , Y bởi "" ngựa """,ngựa = ngựa + - chim cánh cụt
"Quy tắc: Y X = Y + | Thay thế: X bởi ""rat Strawberry "", Y bởi ""chim cánh cụt""",chim cánh cụt chuột dâu = chim cánh cụt +
"Quy luật: Z + - - X Z | Thay thế: X bằng ""hải đào"" , Z bằng ""hải trâu""",hải cẩu + - - hải cẩu đào hải cẩu trâu
"Quy tắc: + Z Y + Y + | Thay thế: Y bằng ""nho"" , Z bằng ""cá mập đào""",+ nho cá mập đào + nho +
"Quy tắc: * Z Y = - Y | Thay thế: Y bằng "" nho "" , Z bằng "" việt quất đào """,*nho đào việt quất = - nho
"Quy tắc: X Z * * | Thay thế: X bằng "" Grape Blackberry "" , Z bằng "" Seal """,con dấu dâu đen nho * *
"Quy tắc: Y + Y - = X | Thay thế: X bằng ""đào sư tử"" , Y bằng ""trâu""",trâu + trâu - = sư tử đào
"Quy tắc: = Y Z Z - | Thay thế: Y bằng "" sư tử "" , Z bằng "" lê trâu """,= sư tử trâu lê trâu lê -
"Quy tắc: Y Z X ++ | Thay thế: X bằng "" apple rat "" , Y bằng "" apple "" , Z bằng "" rat """,chuột táo chuột táo + +
"Quy tắc: * * YZ | Thay thế: Y bằng ""đại bàng dưa hấu"" , Z bằng ""sư tử""",* * sư tử dưa hấu đại bàng
"Quy tắc: * + Y Y | Thay thế: Y bởi ""cá voi""",* + cá voi cá voi
"Quy tắc: * = Z - X | Thay thế: X bằng "" ngựa "" , Z bằng "" dưa hấu """,* = dưa hấu - ngựa
"Quy tắc: Z - - X | Thay thế: X bằng "" lê "" , Z bằng "" nho """,nho - - lê
"Quy tắc: Z X = + Y | Thay thế: X bằng "" cò kiwi "" , Y bằng "" việt quất "" , Z bằng "" đào nho """,đào nho cò kiwi = + việt quất
"Quy tắc: - * Z Y + Z | Thay thế: Y bằng "" Apple Peach "" , Z bằng "" Eagle """,- * đại bàng đào táo + đại bàng
"Quy tắc: = X X Z - + | Thay thế: X bằng "" cò "" , Z bằng "" chuối """,= cò cò chuối - +
"Quy tắc: - Y Y = | Thay người: Y bởi "" kiwi """,- kiwi kiwi =
"Quy tắc: Y Y Z + * * | Thay thế: Y bằng "" táo đào "" , Z bằng "" ngựa vằn ngựa vằn """,táo đào táo đào ngựa vằn ngựa vằn + * *
"Quy tắc: Z Z X * + | Thay thế: X bằng "" shark "" , Z bằng "" cobra seal """,hải cẩu hổ mang cá mập hổ mang * +
"Quy tắc: * Z Y + | Thay thế: Y bằng "" ngựa "" , Z bằng "" sư tử """,*sư tử ngựa +
"Quy tắc: Y - * X | Thay thế: X bằng ""cá mập hải cẩu"", Y bằng ""cò đào""",cò đào - * cá mập hải cẩu
"Quy tắc: + Y - X - X | Thay thế: X bằng "" rat "" , Y bằng "" shark apple """,+ táo cá mập - chuột - chuột
"Quy tắc: Z + X = = | Thay thế: X bằng "" cobra apple "" , Z bằng "" kiwi """,kiwi + táo hổ mang = =
"Quy tắc: - X * Z - | Thay thế: X bằng "" ngựa "" , Z bằng "" dưa hấu kiwi """,- ngựa * dưa hấu kiwi -
"Quy tắc: = Y Y - Y = | Thay người: Y bởi ""sư tử trâu""",= sư tử trâu sư tử trâu - sư tử trâu =
"Quy tắc: * = X = X | Người thay thế: X bằng ""cá voi""",* = cá voi = cá voi
"Quy tắc: = X Y = Y | Thay thế: X bằng "" chim cánh cụt "" , Y bằng "" lê dưa hấu """,= chim cánh cụt lê dưa hấu = lê dưa hấu
"Quy tắc: - Y * = Y | Thay thế: Y bằng "" apple """,- táo * = táo
"Quy tắc: Z Z = * | Thay người: Z bởi ""pear Lion""",sư tử lê sư tử lê = *
"Quy tắc: Z * + Y | Thay thế: Y bằng "" kiwi dâu "" , Z bằng "" rắn hổ mang """,rắn hổ mang* + dâu kiwi
"Quy tắc: X Z = Z - | Thay thế: X bằng ""chim cánh cụt cá mập"", Z bằng ""hải cẩu chim cánh cụt""",cá mập chim cánh cụt hải cẩu chim cánh cụt = hải cẩu chim cánh cụt -
"Quy tắc: Z Y = X * * | Thay thế: X bằng "" seal "" , Y bằng "" Eagle "" , Z bằng "" blueberry """,đại bàng việt quất = hải cẩu * *
"Quy tắc: - Z Z * Z | Thay người: Z bằng ""chuột đào""",- chuột đào chuột đào * chuột đào
"Quy tắc: X X - * Z + | Thay thế: X bởi "" apple "" , Z bởi "" lê chim cánh cụt """,táo táo - * chim cánh cụt lê +
"Quy tắc: = X X = | Thay thế: X bằng "" apple """,= táo táo =
"Quy tắc: - = Y Y | Thay thế: Y bằng ""cò""",- = cò cò
"Quy tắc: X - Z X - | Thay thế: X bằng ""nho"", Z bằng ""rắn hổ mang chuối""",nho - chuối rắn hổ mang -
"Quy tắc: Y + + = Z X | Thay thế: X bởi "" chim cánh cụt đại bàng "" , Y bởi "" rắn hổ mang "" , Z bởi "" cá mập """,rắn hổ mang + + = cá mập đại bàng chim cánh cụt
"Quy tắc: - + Z Z Z | Thay người: Z bởi ""cobra apple""",- + táo rắn hổ mang táo rắn hổ mang táo rắn hổ mang
"Quy tắc: Y = Y + | Thay thế: Y bằng ""nho""",nho = nho +
"Quy tắc: Z + - Z - | Thay người: Z bằng ""chuối""",chuối + - chuối -
"Quy tắc: * Z = + X | Thay thế: X bằng ""quả kiwi "" , Z bằng "" cò """,*cò = + lê kiwi
"Quy tắc: Z X X * * = | Thay thế: X bằng "" trâu "" , Z bằng "" cá mập táo """,cá mập táo trâu trâu * * =
"Quy tắc: = Y Z Z + | Thay người: Y bởi "" shark "" , Z bởi "" penguin """,= chim cánh cụt cá mập chim cánh cụt +
"Quy tắc: X X + * = | Người thay thế: X bằng ""quả lê cá voi""",lê cá voi lê cá voi + * =
