question,target
"Nếu một con gấu buồn thì con gấu đó đang chán.
Nếu con gấu vui vẻ và nhanh nhẹn thì con gấu đó mềm yếu.
Nếu gấu lạnh thì gấu còn trẻ.
Nếu con gấu có màu tím thì con gấu có màu xanh.
Nếu con gấu tốt hoặc to thì con gấu đó sạch sẽ.
Sự thật:
Con gấu buồn và nhanh nhẹn.
Những điều sau đây có thể được xác định về con gấu:",Con gấu chán quá.
"Nếu cây lạnh thì cây buồn.
Nếu cây có màu xanh thì cây chậm.
Nếu cây to và đáng sợ thì cây đó đã già.
Cây mạnh thì cây mềm.
Cây sạch và tốt thì cây có màu đỏ.
Sự thật:
Cây lạnh và trẻ.
Có thể xác định những điều sau đây về cây:",Cây buồn.
"Nếu con gấu có màu tím hoặc xanh lục thì con gấu đó to.
Nếu con gấu nhỏ thì con gấu đó đẹp.
Nếu con gấu thông minh thì con gấu đó mềm yếu.
Nếu con gấu tròn trịa và đáng sợ thì con gấu đó lạnh lùng.
Nếu con gấu chậm chạp và buồn bã thì con gấu mạnh mẽ.
Sự thật:
Con gấu lạnh lùng và nhàm chán.
Những điều sau đây có thể được xác định về con gấu:",Không có gì.
"Nếu Alice hạnh phúc thì Alice yếu đuối.
Nếu Alice trẻ và nhanh nhẹn thì Alice tròn trịa.
Nếu Alice mạnh mẽ và nóng bỏng thì Alice lại chậm chạp.
Nếu Alice có màu đỏ hoặc nhỏ thì Alice rất đáng sợ.
Nếu Alice xấu và lạnh lùng thì Alice xanh.
Sự thật:
Alice yếu đuối và nhỏ bé.
Những điều sau đây có thể được xác định về Alice:",Alice thật đáng sợ.
"Nếu con gấu trúc có màu xanh và lạnh thì con gấu trúc đó nhanh.
Nếu một con gấu trúc to hoặc sạch sẽ thì nó có màu tím.
Nếu một chú gấu trúc buồn thì chú gấu trúc đó nhỏ bé.
Nếu một con gấu trúc đáng sợ và xinh đẹp thì gấu trúc đó rất nóng bỏng.
Nếu gấu trúc còn nhỏ thì gấu trúc chậm chạp.
Sự thật:
Gấu trúc mạnh và yếu.
Những điều sau đây có thể được xác định về gấu trúc:",Không có gì.
"Nếu Bob vui vẻ hay xinh đẹp thì Bob nóng bỏng.
Nếu Bob màu đỏ thì Bob đáng sợ.
Nếu Bob còn trẻ hoặc tím thì Bob khỏe.
Nếu Bob yếu và nhanh thì Bob tròn trịa.
Nếu Bob nhỏ hoặc xanh thì Bob xấu.
Sự thật:
Bob buồn và tím tái.
Những điều sau đây có thể được xác định về Bob:",Bob rất mạnh mẽ.
"Nếu một con mèo nhỏ và có màu xanh lam thì con mèo đó đang hạnh phúc.
Nếu một con mèo sạch sẽ và thông minh thì đó là một con mèo nóng tính.
Nếu mèo xanh và già thì mèo nhàm chán.
Nếu con mèo mạnh mẽ hoặc buồn bã thì con mèo đó nhanh.
Nếu một con mèo đáng sợ hoặc xinh đẹp thì đó là con mèo mềm mại.
Sự thật:
Con mèo có màu xanh và nhỏ.
Những điều sau đây có thể được xác định về con mèo:",Con mèo đang hạnh phúc.
"Nếu một con thỏ thông minh và vui vẻ thì con thỏ đó xinh đẹp.
Nếu con thỏ có màu xanh lá cây thì con thỏ đó yếu.
Nếu con thỏ có màu xanh hoặc nhanh thì con thỏ đó rất đáng sợ.
Nếu con thỏ ngoan và nóng tính thì con thỏ đó buồn.
Nếu con thỏ có màu tím thì con thỏ có màu đỏ.
Sự thật:
Con thỏ rất đẹp và nhanh nhẹn.
Những điều sau đây có thể được xác định về con thỏ:",Con thỏ thật đáng sợ.
"Nếu cây nhanh hay lạnh thì cây lớn.
Nếu cây đáng sợ thì cây yếu.
Nếu cây còn xanh hay còn non thì cây đó đã già.
Cây chậm thì cây vui.
Cây sạch mà xấu thì cây mạnh.
Sự thật:
Cây có màu xanh lam và xanh lục.
Có thể xác định những điều sau đây về cây:",Cây đã già.
"Nếu hoa hướng dương có màu xanh và nhanh thì hoa hướng dương sạch.
Nếu hoa hướng dương buồn thì đó là hoa hướng dương yếu đuối.
Nếu hoa hướng dương xấu hay mạnh thì đó là hoa hướng dương còn non.
Nếu hoa hướng dương già hoặc to thì hoa hướng dương chậm.
Nếu hoa hướng dương nhỏ thì hoa hướng dương có màu xanh.
Sự thật:
Hoa hướng dương xanh và buồn.
Có thể xác định những điều sau đây về hoa hướng dương:",Hướng dương yếu đuối.
"Nếu cây có màu tím thì cây tốt.
Nếu cây lạnh thì cây có màu đỏ.
Nếu cây tròn và nhàm chán là cây yếu.
Nếu cây nhanh thì cây đáng sợ.
Nếu cây thông minh và khỏe mạnh thì cây đó lớn.
Sự thật:
Cây sạch và lạnh.
Có thể xác định những điều sau đây về cây:",Cây có màu đỏ.
"Nếu Alice có màu xanh thì Alice có hình tròn.
Nếu Alice đáng sợ hoặc nhàm chán thì Alice có màu đỏ.
Nếu Alice còn trẻ hoặc xấu thì Alice hạnh phúc.
Nếu Alice có màu tím hoặc mạnh mẽ thì Alice sạch sẽ.
Nếu Alice chậm thì Alice nhanh.
Sự thật:
Alice nhỏ bé và đáng sợ.
Những điều sau đây có thể được xác định về Alice:",Alice có màu đỏ.
"Nếu Dan xấu thì Dan nhỏ.
Nếu Đan tròn thì Đan mềm.
Nếu Dan xinh đẹp và thông minh thì Dan giỏi.
Nếu Dan sạch sẽ và nhàm chán thì Dan chậm.
Nếu Dan to và có màu xanh thì Dan đã già.
Sự thật:
Dan nhàm chán và sạch sẽ.
Những điều sau đây có thể được xác định về Dan:",Đan chậm chạp.
"Nếu con gấu nhàm chán thì con gấu đó sạch sẽ.
Nếu con gấu có màu xanh và già thì con gấu đó mềm.
Nếu con gấu tốt hoặc xanh thì con gấu đó thông minh.
Nếu gấu chậm hoặc xấu thì gấu còn non.
Nếu gấu nóng thì gấu buồn.
Sự thật:
Con gấu tốt và mạnh mẽ.
Những điều sau đây có thể được xác định về con gấu:",Con gấu thật thông minh.
"Nếu chuột lạnh thì chuột có màu xanh.
Nếu chuột chậm hoặc kém là chuột lớn.
Nếu chuột sạch và tốt thì chuột chán.
Nếu chuột cũ hoặc nóng là chuột đẹp.
Chuột khôn hay buồn là chuột nhỏ.
Sự thật:
Chuột chậm và yếu.
Những điều sau đây có thể được xác định về chuột:",Con chuột to lắm.
"Nếu Alice tròn trịa thì Alice buồn.
Nếu Alice mềm mại thì Alice nóng bỏng.
Nếu Alice già thì Alice hạnh phúc.
Nếu Alice nhỏ thì Alice có màu xanh.
Nếu Alice nhàm chán thì Alice có màu đỏ.
Sự thật:
Alice thật đáng sợ và xấu tính.
Những điều sau đây có thể được xác định về Alice:",Không có gì.
"Nếu Carol màu tím thì Carol nhanh.
Nếu Carol có màu xanh lam thì Carol mạnh mẽ.
Nếu Carol chậm thì Carol tốt.
Nếu Carol sạch sẽ và nhàm chán thì Carol tệ.
Nếu Carol nóng nảy hay buồn bã thì Carol yếu đuối.
Sự thật:
Carol đã già và tím tái.
Những điều sau đây có thể được xác định về Carol:",Carol rất nhanh.
"Nếu Alice thông minh thì Alice đã già.
Nếu Alice có màu xanh lam thì Alice yếu.
Nếu Alice xấu thì Alice mềm yếu.
Nếu Alice nhàm chán thì Alice lạnh lùng.
Nếu Alice buồn thì Alice thật đáng sợ.
Sự thật:
Alice thật xấu xa và đáng sợ.
Những điều sau đây có thể được xác định về Alice:",Alice mềm yếu.
"Nếu Frank màu đỏ thì Frank có hình tròn.
Nếu Frank già hay xấu thì Frank yếu đuối.
Nếu Frank tốt và xanh thì Frank đẹp.
Nếu Frank mạnh mẽ và to lớn thì Frank lại mềm mại.
Nếu Frank đáng sợ thì Frank có màu tím.
Sự thật:
Frank còn trẻ và khỏe mạnh.
Những điều sau đây có thể được xác định về Frank:",Không có gì.
"Nếu hươu cao cổ có màu tím thì hươu cao cổ đã già.
Nếu hươu cao cổ buồn bã hay nóng nảy thì hươu cao cổ đang nhàm chán.
Nếu hươu cao cổ đi chậm hoặc có màu đỏ thì hươu cao cổ có màu xanh.
Nếu hươu cao cổ sạch sẽ và thông minh thì hươu cao cổ đẹp.
Nếu hươu cao cổ hạnh phúc thì hươu cao cổ tốt.
Sự thật:
Con hươu cao cổ thật đáng sợ và buồn bã.
Có thể xác định những điều sau đây về hươu cao cổ:",Con hươu cao cổ thật nhàm chán.
"Nếu con mèo nhỏ thì con mèo đó chậm.
Nếu mèo xấu thì mèo sạch.
Nếu mèo lạnh hoặc đỏ bừng thì mèo tốt.
Nếu con mèo vui vẻ và yếu đuối thì con mèo đó nhanh.
Nếu một con mèo buồn thì con mèo đó mạnh mẽ.
Sự thật:
Con mèo mềm và to.
Những điều sau đây có thể được xác định về con mèo:",Không có gì.
"Nếu hổ chán thì hổ có màu xanh.
Nếu hổ nóng tính thì hổ thông minh.
Hổ mạnh hay yếu thì hổ tròn.
Nếu hổ nhỏ và có màu đỏ là hổ tốt.
Nếu hổ vui vẻ và tím tái thì hổ nhanh nhẹn.
Sự thật:
Con hổ hạnh phúc và yếu đuối.
Những điều sau đây có thể được xác định về con hổ:",Con hổ có hình tròn.
"Nếu hoa hướng dương có màu xanh thì hoa hướng dương đó thông minh.
Nếu hoa hướng dương mềm và xấu thì hoa hướng dương có màu xanh.
Nếu hoa hướng dương nóng thì hoa hướng dương hạnh phúc.
Nếu hoa hướng dương nhanh thì hoa hướng dương sẽ nhàm chán.
Nếu hoa hướng dương buồn thì đó là hoa hướng dương yếu đuối.
Sự thật:
Hoa hướng dương lạnh lẽo và buồn bã.
Có thể xác định những điều sau đây về hoa hướng dương:",Hướng dương yếu đuối.
"Nếu Erin yếu đuối và lạnh lùng thì Erin tốt.
Nếu Erin chậm và đỏ thì Erin nhàm chán.
Nếu Erin còn trẻ và sạch sẽ thì Erin buồn.
Nếu Erin xấu hoặc mềm thì Erin nhỏ.
Nếu Erin đẹp thì Erin nóng bỏng.
Sự thật:
Erin có màu đỏ và sạch sẽ.
Những điều sau đây có thể được xác định về Erin:",Không có gì.
"Nếu con hổ tròn thì con hổ sạch sẽ.
Nếu hổ khỏe và già thì hổ chậm chạp.
Nếu con hổ to và có màu đỏ thì con hổ đó thông minh.
Hổ tốt hay đẹp thì hổ có màu xanh.
Nếu hổ mềm thì hổ có màu xanh.
Sự thật:
Con hổ có hình tròn và màu đỏ.
Những điều sau đây có thể được xác định về con hổ:",Con hổ sạch sẽ.
"Nhím ngoan thì nhím còn nhỏ.
Nếu nhím nhanh nhẹn và lạnh lùng thì nhím đã già.
Nếu con nhím xấu thì con nhím đó đáng sợ.
Nếu con nhím nóng tính và xanh tươi thì con nhím đó thông minh.
Nếu nhím nhỏ thì nhím có màu đỏ.
Sự thật:
Con nhím nhỏ và xinh đẹp.
Những điều sau đây có thể được xác định về con nhím:",Con nhím có màu đỏ.
"Nếu bồ công anh nóng hoặc sạch thì bồ công anh buồn.
Nếu bồ công anh còn non thì bồ công anh đã già.
Bồ công anh nhỏ thì bồ công anh có màu xanh.
Nếu bồ công anh vui hay buồn thì bồ công anh đáng sợ.
Nếu bồ công anh nhàm chán thì bồ công anh nhanh nhẹn.
Sự thật:
Cây bồ công anh đã già và xấu.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh thật đáng sợ.
"Cây xấu thì cây còn non.
Nếu cây có màu tím và đẹp thì cây đó khỏe mạnh.
Nếu cây có màu xanh và nhỏ thì cây đó hạnh phúc.
Nếu cây có màu đỏ hoặc mềm là cây tốt.
Nếu cây nhanh già thì cây đáng sợ.
Sự thật:
Cây có màu tím và xấu.
Có thể xác định những điều sau đây về cây:",Cây còn non.
"Nếu bồ công anh buồn thì bồ công anh thông minh.
Nếu bồ công anh đẹp thì bồ công anh nhanh nhẹn.
Nếu bồ công anh già yếu thì bồ công anh chậm chạp.
Nếu bồ công anh lạnh thì bồ công anh sạch.
Nếu bồ công anh nóng thì bồ công anh có màu đỏ.
Sự thật:
Bồ công anh lạnh và mạnh mẽ.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh sạch sẽ.
"Nếu Dan già thì Dan vui.
Nếu Dan đẹp thì Dan buồn.
Nếu Dan xấu thì Dan có màu tím.
Nếu Dan nhanh hoặc trẻ thì Dan thông minh.
Nếu Dan sạch thì Dan tốt.
Sự thật:
Dan có màu xanh và đẹp.
Những điều sau đây có thể được xác định về Dan:",Đan buồn.
"Nếu con nhím đáng sợ hoặc sạch sẽ thì con nhím đó mạnh mẽ.
Nếu nhím lạnh lùng và xấu tính thì nhím hạnh phúc.
Nếu con nhím nhanh thì con nhím sẽ chậm.
Nếu con nhím tròn và có màu đỏ thì con nhím đó chán.
Nếu nhím nóng và mềm thì nhím còn nhỏ.
Sự thật:
Con nhím có màu xanh và đáng sợ.
Những điều sau đây có thể được xác định về con nhím:",Con nhím rất mạnh mẽ.
"Nếu Erin mềm mại hoặc đáng sợ thì Erin nóng bỏng.
Nếu Erin nhanh thì Erin tròn.
Nếu Erin yếu đuối và lạnh lùng thì Erin còn trẻ.
Nếu Erin buồn thì Erin chậm.
Nếu Erin vui vẻ và già đi thì Erin nhàm chán.
Sự thật:
Erin buồn và nhỏ bé.
Những điều sau đây có thể được xác định về Erin:",Erin chậm chạp.
"Nếu con voi xấu và nóng là con voi mềm.
Nếu con voi sạch thì con voi nhỏ.
Nếu con voi tốt hoặc tròn thì con voi đó có màu đỏ.
Nếu con voi có màu xanh thì con voi thật đáng sợ.
Con voi yếu thì con voi mạnh.
Sự thật:
Con voi xanh và sạch sẽ.
Có thể xác định những điều sau đây về con voi:",Con voi nhỏ.
"Nếu gấu mềm hoặc yếu thì gấu chán.
Nếu con gấu màu xanh lá cây hoặc vui vẻ thì con gấu đó có màu tím.
Nếu con gấu già thì con gấu đó tốt.
Nếu con gấu có màu đỏ thì con gấu đó mạnh mẽ.
Nếu con gấu thông minh thì con gấu đó buồn.
Sự thật:
Con gấu khỏe và già.
Những điều sau đây có thể được xác định về con gấu:",Con gấu tốt.
"Nếu Frank mềm thì Frank có màu xanh.
Nếu Frank màu đỏ thì Frank yếu.
Nếu Frank tròn trịa và vui vẻ thì Frank thông minh.
Nếu Frank lạnh lùng thì Frank nhanh.
Nếu Frank khỏe hay giỏi thì Frank đã già.
Sự thật:
Frank tròn trịa và tốt bụng.
Những điều sau đây có thể được xác định về Frank:",Frank đã già rồi.
"Con voi tốt thì con voi mạnh.
Nếu con voi sạch hay xấu thì con voi đó có màu xanh.
Nếu con voi chậm hoặc mềm thì con voi đẹp.
Nếu con voi màu xanh thì con voi nhỏ.
Nếu con voi đáng sợ thì con voi đó già rồi.
Sự thật:
Con voi tốt và buồn.
Có thể xác định những điều sau đây về con voi:",Con voi rất mạnh mẽ.
"Nếu sư tử lạnh lùng thì sư tử nhỏ.
Nếu sư tử hạnh phúc thì sư tử còn trẻ.
Nếu sư tử mềm hoặc có màu đỏ thì sư tử đã già.
Nếu sư tử có màu xanh và nhanh nhẹn thì sư tử mạnh.
Nếu sư tử chậm thì sư tử tròn.
Sự thật:
Con sư tử chậm chạp và nóng nảy.
Những điều sau đây có thể được xác định về con sư tử:",Sư tử có hình tròn.
"Nếu con voi vui thì con voi có màu đỏ.
Nếu con voi có màu xanh thì con voi thật đáng sợ.
Nếu con voi già và khoẻ thì con voi đó tốt.
Con voi to thì con voi mềm.
Nếu con voi xấu thì con voi đó còn nhỏ.
Sự thật:
Con voi nhanh và to.
Có thể xác định những điều sau đây về con voi:",Con voi mềm mại.
"Nếu Dan có màu tím hoặc nóng thì Dan nhàm chán.
Dan tốt hay chậm thì Dan đẹp.
Nếu Dan thông minh và già thì Dan mềm yếu.
Nếu Dan lạnh thì Dan lớn.
Nếu Dan có màu xanh và xấu thì Dan yếu.
Sự thật:
Dan rất vui và tốt.
Những điều sau đây có thể được xác định về Dan:",Đan thật đẹp.
"Nếu hươu cao cổ buồn thì hươu cao cổ mạnh mẽ.
Nếu hươu cao cổ tốt thì hươu cao cổ đẹp.
Nếu hươu cao cổ chậm chạp hoặc yếu đuối thì hươu cao cổ bị lạnh.
Nếu hươu cao cổ hạnh phúc thì hươu cao cổ mềm yếu.
Nếu hươu cao cổ có màu tím thì hươu cao cổ có màu xanh.
Sự thật:
Con hươu cao cổ buồn và chán nản.
Có thể xác định những điều sau đây về hươu cao cổ:",Con hươu cao cổ rất mạnh mẽ.
"Nếu bồ công anh yếu đuối thì bồ công anh thông minh.
Nếu bồ công anh có màu đỏ hoặc mềm thì bồ công anh chậm.
Nếu bồ công anh lạnh và tốt thì bồ công anh đẹp.
Bồ công anh xấu thì bồ công anh to.
Nếu bồ công anh nhàm chán thì bồ công anh có màu tím.
Sự thật:
Cây bồ công anh xấu và yếu.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh thông minh và to lớn.
"Nếu Frank tốt thì Frank buồn.
Nếu Frank mạnh thì Frank màu đỏ.
Nếu Frank vui thì Frank trong sạch.
Nếu Frank còn trẻ và mềm yếu thì Frank tệ.
Nếu Frank có màu xanh lam thì Frank nhàm chán.
Sự thật:
Frank chậm và tốt.
Những điều sau đây có thể được xác định về Frank:",Frank đang buồn.
"Nếu Bob buồn hay đẹp thì Bob vui.
Nếu Bob giỏi hoặc to thì Bob nhanh.
Nếu Bob lạnh lùng và thông minh thì Bob xanh.
Nếu Bob chậm và nóng thì Bob nhỏ.
Nếu Bob nhàm chán và trẻ trung thì Bob mạnh mẽ.
Sự thật:
Bob tròn trịa và xinh đẹp.
Những điều sau đây có thể được xác định về Bob:",Bob đang hạnh phúc.
"Nếu Frank chậm thì Frank sạch sẽ.
Nếu Frank già thì Frank tốt.
Nếu Frank trẻ đẹp thì Frank nhàm chán.
Nếu Frank đáng sợ thì Frank lạnh lùng.
Nếu Frank xấu thì Frank mềm yếu.
Sự thật:
Frank chậm chạp và tệ hại.
Những điều sau đây có thể được xác định về Frank:",Frank sạch sẽ và mềm mại.
"Nếu hà mã có màu xanh hoặc nóng thì hà mã tốt.
Nếu một con hà mã lớn thì hà mã thật đáng sợ.
Nếu hà mã tròn hoặc nhỏ thì hà mã đẹp.
Nếu hà mã còn nhỏ thì hà mã lạnh.
Nếu hà mã có màu đỏ thì hà mã nhàm chán.
Sự thật:
Con hà mã buồn bã và nhỏ bé.
Những điều sau đây có thể được xác định về hà mã:",Con hà mã thật đẹp.
"Nếu Erin to và đẹp thì Erin sạch sẽ.
Nếu Erin thông minh thì Erin thật đáng sợ.
Nếu Erin lạnh lùng và già nua thì Erin nhàm chán.
Nếu Erin mạnh mẽ hoặc vui vẻ thì Erin nhanh.
Nếu Erin có màu xanh thì Erin yếu.
Sự thật:
Erin buồn và đáng sợ.
Những điều sau đây có thể được xác định về Erin:",Không có gì.
"Nếu hoa hồng mềm mại thì hoa hồng đó đẹp.
Nếu một bông hồng nhỏ và buồn thì bông hồng đó thật nhàm chán.
Nếu một bông hồng đáng sợ và sạch sẽ thì đó là bông hồng xấu.
Hoa hồng yếu hay mạnh là hoa hồng thông minh.
Nếu hoa hồng có màu tím hoặc đỏ thì hoa hồng đó tốt.
Sự thật:
Hoa hồng thật đáng sợ và có màu đỏ.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng là tốt.
"Nếu Carol màu đỏ thì Carol đẹp.
Nếu Carol màu tím thì Carol buồn.
Nếu Carol màu xanh lá cây thì Carol mạnh mẽ.
Nếu Carol lạnh lùng thì Carol còn trẻ.
Nếu Carol già thì Carol nhỏ.
Sự thật:
Carol già và tốt.
Những điều sau đây có thể được xác định về Carol:",Carol còn nhỏ.
"Nếu Bob to lớn hoặc sạch sẽ thì Bob tệ.
Nếu Bob già hoặc hạnh phúc thì Bob còn trẻ.
Nếu Bob đẹp thì Bob yếu.
Nếu Bob nhỏ thì Bob buồn.
Nếu Bob nhàm chán và đáng sợ thì Bob rất hấp dẫn.
Sự thật:
Bob thông minh và xinh đẹp.
Những điều sau đây có thể được xác định về Bob:",Bob yếu đuối.
"Nếu cây anh túc già và khỏe mạnh thì cây anh túc đang buồn.
Nếu hoa anh túc mềm mại hoặc đáng sợ thì hoa anh túc có màu đỏ.
Nếu một bông anh túc nhàm chán thì đó là một bông anh túc đẹp.
Nếu cây anh túc to hay yếu thì cây anh túc là thông minh.
Nếu cây anh túc chậm hoặc tròn thì cây anh túc nhanh.
Sự thật:
Cây anh túc khỏe và già.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc đang buồn.
"Cây xấu thì cây lạnh.
Nếu cây chậm và tròn thì cây có màu đỏ.
Nếu cây vui vẻ và thông minh thì cây có màu tím.
Nếu cây mềm hay nhanh nhẹn thì cây đó già.
Cây xanh thì cây sạch.
Sự thật:
Cây chậm chạp và buồn bã.
Có thể xác định những điều sau đây về cây:",Không có gì.
"Nếu một bông hướng dương mềm mại và đẹp đẽ thì đó là một bông hoa hướng dương nhàm chán.
Nếu hoa hướng dương có màu xanh thì hoa hướng dương yếu đuối.
Nếu hoa hướng dương xanh và nóng thì hoa hướng dương mạnh mẽ.
Nếu hoa hướng dương buồn thì hoa hướng dương có màu tím.
Nếu hoa hướng dương có màu đỏ thì hoa hướng dương đó thông minh.
Sự thật:
Hoa hướng dương mạnh mẽ và có màu xanh.
Có thể xác định những điều sau đây về hoa hướng dương:",Hướng dương yếu đuối.
"Nếu con nhím già và đỏ thì con nhím đó yếu.
Nhím xấu thì nhím nhỏ.
Nhím tốt thì nhím xanh.
Nếu nhím chậm chạp và nóng nảy thì nhím có hình tròn.
Nếu con nhím vui vẻ hoặc to lớn thì con nhím đó thông minh.
Sự thật:
Con nhím có tốt có xấu.
Những điều sau đây có thể được xác định về con nhím:",Con nhím nhỏ và có màu xanh.
"Nếu Dan chậm và già thì Dan xanh.
Nếu Đan to và có màu tím thì Đan sạch.
Nếu Dan đáng sợ và tốt thì Dan nóng bỏng.
Nếu Dan nhanh hay kém thì Dan chán.
Nếu Đan tròn và mềm thì Đan lạnh.
Sự thật:
Dan xấu và lạnh lùng.
Những điều sau đây có thể được xác định về Dan:",Đan chán quá.
"Nếu hươu cao cổ có màu đỏ thì hươu cao cổ thật đáng sợ.
Nếu hươu cao cổ hạnh phúc thì hươu cao cổ thật xấu xa.
Nếu hươu cao cổ nhỏ và lớn thì hươu cao cổ nhanh.
Nếu hươu cao cổ buồn tẻ và lạnh lùng thì hươu cao cổ có hình tròn.
Nếu hươu cao cổ đẹp hoặc mềm mại thì hươu cao cổ có màu xanh.
Sự thật:
Hươu cao cổ tròn trịa và hạnh phúc.
Có thể xác định những điều sau đây về hươu cao cổ:",Con hươu cao cổ thật tệ.
"Nếu Carol già thì Carol còn trẻ.
Nếu Carol chậm hoặc đỏ thì Carol thông minh.
Nếu Carol mềm mại thì Carol nhỏ bé.
Nếu Carol yếu đuối thì Carol đáng sợ.
Nếu Carol to lớn và nóng bỏng thì Carol xấu.
Sự thật:
Carol yếu ớt và tím tái.
Những điều sau đây có thể được xác định về Carol:",Carol thật đáng sợ.
"Nếu hà mã yếu thì hà mã có màu đỏ.
Nếu hà mã nóng thì hà mã có màu tím.
Nếu hà mã có màu xanh thì hà mã còn non.
Nếu hà mã buồn thì hà mã nhanh.
Nếu hà mã nhỏ thì hà mã có hình tròn.
Sự thật:
Hà mã thông minh và yếu đuối.
Những điều sau đây có thể được xác định về hà mã:",Hà mã có màu đỏ.
