source,target
Quy tắc: Z X = + | X Z X = + | = Z + X | Z X + = | Kết quả: chuối nho cò chuối = +,X Z X = +
Quy tắc: = Y * X Z | X Y Z = * | Z = Y * X | = X Y * Z | Kết quả: = nho đào cá voi * dưa hấu,= X Y * Z
Quy tắc: - = X Z | X Z - = | X Z = - Z | Z = X - | Kết quả: chim cánh cụt sư tử kiwi kiwi = - kiwi kiwi,X Z = - Z
Quy tắc: + + Z X + | + Z ++ + X | + + Z + X | + Z X ++ + | Kết quả: + rắn hổ mang việt quất + + việt quất,+ Z ++ + X
Quy tắc: - X * Y | * - Y X | - *X Y | - X Y * Y | Kết quả: - ngựa dâu đen trâu táo * ngựa dâu đen,- X Y * Y
Quy tắc: * Y X + Z | * Z + X Y | X + Y * Z | + Y X Z * | Kết quả: * dâu nho dâu trâu + táo,* Y X + Z
Quy tắc: = Z * * Y | * = * Z Y | = * Z Y * | Z * Y * Z = | Kết quả: táo ngựa * dâu đen * táo ngựa =,Z * Y * Z =
Quy tắc: =X - Z - | Z - - = X | X Z = - X - | = - Z - X | Kết quả: blackberry blueberry cobra = - blackberry -,X Z = - X -
Quy tắc: * Z - X Y | X Y Z * - | Z - * Y X | Y - Z X * | Kết quả: việt quất - rắn hổ mang *,Y - Z X *
Quy tắc: Z * + X | * X Z + Z | Z + X * | * + Z X | Kết quả: * chuột dâu dâu đen + chuột dâu,* X Z + Z
Quy tắc: Y X + - | - Y + X | Y - + X | - + Y X | Kết quả: - + dưa hấu cá mập dưa hấu,- + YX
Quy tắc: Y = + | Y = + | + = Y | = + Y Y | Kết quả: = + dấu niêm phong,= + Y Y
Quy tắc: Y = * Z + | * YZ = + | Y + * Z = | + Z * Y = | Kết quả: nho dâu đen + * nho =,Y + * Z =
Quy tắc: Z = + X = | = + = X Z | = Z X = Z + | = Z + X = | Kết quả: = trâu dâu dâu đen = trâu dâu đen +,= Z X = Z +
Quy tắc: Y Z * - | Y*Z - | Z Y - * | YZ * - | Kết quả: dâu * táo -,Y*Z -
Quy tắc: Y * Y - = | - = Y * | Y - * = | = * - Y | Kết quả: kiwi lê * kiwi lê - =,Y * Y - =
Quy tắc: = = Y X + | = Y X + Y = | = + = Y X | X + Y = = | Kết quả: = dâu đen kiwi + dâu đen =,= Y X + Y =
Quy tắc: - + Z X + | + Z - + X | + Z X + - Z | X - Z ++ | Kết quả: + dấu nho dâu + - nho dâu,+ Z X + - Z
Quy tắc: Z + X + | + Z X + | X ++ Z | Z X ++ | Kết quả: nho đại bàng + + blackberry đại bàng,X + + Z
Quy tắc: + X Z = | X + Z = | Z Z X = + | = + Z X | Kết quả: ngựa vằn ngựa vằn chuối đào = +,Z Z X = +
Quy tắc: = Y X + - | Y + X = - | X - + Y = | X + = - Y | Kết quả: ngựa vằn + chuột đào = -,Y + X = -
Quy tắc: - + X - | + - X - | X + - X - | X + - - | Kết quả: rắn hổ mang + - rắn hổ mang -,X + - X -
Quy tắc: * X - Z - | Z X - * - | Z - * - X | X Z - * - | Kết quả: * dâu - kiwi -,* X - Z -
Quy tắc: Z X - + Y | Y X Z + - | Z Y X - + | Z Y X - + | Kết quả: ngựa nho cò chim cánh cụt nho - +,Z Y X - +
Quy tắc: Z X * Y - = | Z X * Y = - | X Y Z = * - | * Z Y = - X | Kết quả: cá voi trâu blackberry cá voi cò = * -,X Y Z = * -
Quy tắc: Y Z + - | Y + - Z | - Y + Z | - YZ+ | Kết quả: chuột hải cẩu việt quất + -,YZ + -
Quy tắc: X - Y * | Y*X - | * Y X - | Y - * X Y | Kết quả: ngựa - * ngựa dâu,Y - * XY
Quy tắc: Z Y + = | Z + = Y | Y + = Z | + = Z Y | Kết quả: trâu + = cá voi,Z + = Y
Quy tắc: Z X = * | Z = X * | = Z X * | * Z X = | Kết quả: = blackberry sư tử *,= Z X *
Quy tắc: - = - Y | = - - Y | = - Y - | Y - Y = - | Kết quả: cá voi đại bàng - cá voi đại bàng = -,Y - Y = -
Quy tắc: Y * Z X * + | Y * + * Z X | X * Z * Y + | * * + X Y Z | Kết quả: sư tử ngựa vằn * sư tử lê * kiwi +,X * Z * Y +
Quy tắc: + X Y - | Y X - + Y | X + Y - | + Y X - | Kết quả: cò trâu ngựa cá mập - + cò trâu,Y X - + Y
Quy tắc: X = = Y = | = X = = Y | Y = X = = | Y = = = X | Kết quả: = dâu == sư tử dưa hấu,= X = = Y
Quy tắc: * Z - - X | - Z - * X | * X - Z - | X - X Z * - | Kết quả: cá voi nho - cá voi nho dâu * -,X - X Z * -
Quy tắc: * * Y Z X | * Z X Y * | Y * Z X * | X Y * * Z | Kết quả: lê * hổ mang chúa việt quất *,Y * Z X *
Quy tắc: - Z X = - | - - X = Z | - = Z X - | = - X Z - | Kết quả: - - chuối cá voi = quả việt quất,- - X = Z
Quy tắc: - - * Y X | - * - X Y | Y - - X X * | * - Y - X | Kết quả: cá mập - - đại bàng đào đại bàng đào *,Y - - X X *
Quy tắc: = = Y | Y Y Y = = | Y = = | = Y = | Kết quả: con dấu con dấu con dấu = =,Y Y Y = =
Quy tắc: = = Z Y | Y = Z = | = = Y Z Y | = = YZ | Kết quả: = = dưa hấu chuột dâu dưa hấu,= = Y Z Y
Quy tắc: Y + * | + * Y | Y + Y * | + Y* | Kết quả: kiwi + kiwi *,Y + Y *
Quy tắc: * X - - Y Y | Y - * X - | Y - - X * | - Y X * - | Kết quả: * apple - - chim cánh cụt chim cánh cụt,* X - - Y Y
Quy tắc: Y X * = - | X * Y = - | = * X - Y | - * Y Y = X | Kết quả: - * blackberry horse blackberry horse = việt quất,- * Y Y = X
Quy tắc: = Z X Z * | Z X * = | =Z*X | * = Z X | Kết quả: = đào hải cẩu đào *,= Z X Z *
Quy tắc: - Z + Y * | + Y - Z * | * Y + Z - Y | Y - + * Z | Kết quả: * sư tử + hải cẩu - sư tử,* Y + Z - Y
Quy tắc: + X - Y | - X Y + | X + X - Y | + Y - X | Kết quả: trâu cò + trâu cò - trâu,X + X - Y
Quy tắc: - = Z Z Z | = Z - | - Z = | - = Z | Kết quả: - = chuột kiwi chuột kiwi chuột kiwi,- = Z Z Z
Quy tắc: * Z * X X * | X * * Z * | Z * * X * | X Z * * * | Kết quả: * cá mập ngựa vằn * rắn hổ mang đào hổ mang đào *,* Z * X X *
Quy tắc: * Z + = | Z * = + | * Z + = | * Z = Z + Z | Kết quả: * táo = táo + táo,* Z = Z + Z
Quy tắc: = Y + + | = + Y + | + + = Y Y | = Y + + | Kết quả: + + = cá voi,+ + = Y Y
Quy tắc: Z + * Y | * Y Z + | YZ * + | Y Z Z * + | Kết quả: blackberry dâu tây blackberry * +,YZ Z * +
Quy tắc: = Y = * | * Y = = | = Y * = | * Y Y Y = = | Kết quả: * cá mập cò cá mập cò cá mập cò = =,* Y Y Y = =
Quy tắc: - - = Y | Y - = - | - = Y Y - | Y = - - | Kết quả: - = nho blackberry nho blackberry -,- = Y Y -
Quy tắc: - = ZX | X - = Z | - X Z = | = - X Z | Kết quả: - dưa hấu việt quất sư tử =,- X Z =
Quy tắc: * Z Y - | Y - * Z | Z Y Z - * | - * Y Z | Kết quả: cò chuối cá mập chuối cò - *,Z Y Z - *
Quy tắc: * X - | X - * | X - X * | * - X | Kết quả: đào - đào *,X - X *
Quy tắc: - X = Z | Z - = X | - = Z X | X = - Z | Kết quả: - = sư tử chim cánh cụt,- = Z X
Quy tắc: X X Y + * | Y + * X | X Y * + | * + Y X | Kết quả: chim cánh cụt cá voi chim cánh cụt cá voi + *,X X Y + *
Quy tắc: X Z + = | = + Z X | Z X = + | ZX = + | Kết quả: chim cánh cụt dâu đen có dấu đào = +,Z X = +
Quy tắc: = = X + Z | + = = X Z | = + = Z X | = = X + Z Z | Kết quả: = = táo + lê đại bàng lê đại bàng,= = X + Z Z
Quy tắc: = = = Z X | = = Z X = | = = Z = X | Z = = = X | Kết quả: = = = chim cánh cụt nho đào sư tử,= = = Z X
Quy tắc: = = Z Y | = Y = Z | Z = = Y | Y = = Z | Kết quả: rắn hổ mang = = việt quất,Y = = Z
Quy tắc: X = + Z * | = X Z + * | X Z = * + | X + * = Z | Kết quả: ngựa = + trâu *,X = + Z *
Quy tắc: X Z + * | * X + Z | Z * + X | Z * + X | Kết quả: cò chim cánh cụt kiwi dâu + *,X Z + *
Quy tắc: Y - - Z + | + - YZ - | Z - Z Y + - | + - - Z Y | Kết quả: sư tử dâu đen - cá mập chuột sư tử dâu đen + -,Z - Z Y + -
Quy tắc: Z Y + * | * Y Z + | YZ * + | Z + * Y | Kết quả: lê dưa hấu + * dâu tây,Z + * Y
Quy tắc: Y X + * + | X * + Y + | Y X + * + | X * + Y + | Kết quả: ngựa vằn cò * + rắn hổ mang +,X * + Y +
Quy tắc: X = Y + * | = + Y X * | Y * = Y + X | * = + Y X | Kết quả: cá voi * = cá voi + rắn hổ mang,Y * = Y + X
Quy tắc: Y = X + | + = X Y | Y = X + | = Y X + | Kết quả: cá mập chuột = kiwi +,Y = X +
Quy tắc: * X Z = + | + Z = * X | * X + = Z | = + X Z * | Kết quả: + trâu = * chuột,+ Z = * X
Quy tắc: - * Z Y | - Z*Y | * - YZ | Y* - Z | Kết quả: - chuột * chuối,-Z*Y
Quy tắc: Y - = | - Y = | = - Y Y | Y - = | Kết quả: = - nho nho,= - YY
Quy tắc: * - X Z + | *Z+-X | * + X Z - | Z + - * X | Kết quả: * dưa hấu táo + - dưa hấu,* Z + - X
Quy tắc: + Z * = Y | + Y Z = * | Z * = Y + | + Y Z * = Y | Kết quả: + cò kiwi * = kiwi,+ Y Z * = Y
Quy tắc: + Y - + Z | Y + Z Z + - | Z Y - + + | Y - Z ++ | Kết quả: chuối + rắn hổ mang ngựa vằn rắn hổ mang ngựa vằn + -,Y + Z Z + -
Quy tắc: Y = + X = | = Y = X + | Y = X = + X | = + X = Y | Kết quả: lê = táo = + táo,Y = X = + X
Quy tắc: * = X + Y | = X * Y + | X * = + Y | = Y * X + | Kết quả: nho * = + đại bàng,X * = + Y
Quy tắc: Z * Y - | Z - Y * | Z - Y * | * Z Y - | Kết quả: hải cẩu - chim cánh cụt *,Z - Y *
Quy tắc: - + Y + Z | Z Y + - + | Z + Y - + | + Y - + Z | Kết quả: trâu chuột dâu + - +,Z Y + - +
Quy tắc: - Z - Y + | YZ + - - Y | Z - - + Y | - YZ - + | Kết quả: cá mập táo + - - táo,YZ + - - Y
Quy tắc: Z - Y + = | + Z = - Y | + = - Z Y | Y = - Z + | Kết quả: táo - chim cánh cụt cá voi + =,Z - Y + =
Quy tắc: = - + Y | = - Y + | Y - + = | = + Y Y Y - | Kết quả: = + nho blackberry nho blackberry nho blackberry -,= + Y Y Y -
Quy tắc: = Z X * | X Z = * Z | Z * X = | X * = Z | Kết quả: đào dưa hấu trâu = * trâu,X Z = * Z
Quy tắc: * = X Z + | X Z Z = * + | = Z X * + | + * X Z = | Kết quả: dưa hấu ngựa vằn ngựa vằn = * +,X Z Z = * +
Quy tắc: - Y Z Z + * | Z * + Y - | Z - + * Y | - Y Z + * | Kết quả: - ngựa sư tử việt quất ngựa + *,- Y Z Z + *
Quy tắc: + Y Z = | Y Z Z + = | YZ + = | + Y = Z | Kết quả: chim cánh cụt đại bàng lê chim cánh cụt + =,YZ Z + =
Quy tắc: - Z X - | - - X Z | - Z - X | - Z - X | Kết quả: - hải cẩu - cá mập,- Z - X
Quy tắc: - Y - X Y | Y X - - | X - - Y | Y X - - | Kết quả: - lê - lê cò,- Y - X Y
Quy tắc: * Z Y + Z | Y*Z+ | + Z*Y | + Y*Z | Kết quả: * cá mập hải cẩu việt quất + cá mập việt quất,* Z Y + Z
Quy tắc: Y Z + = | = + Y Z | = Y + Z | Y + Z = | Kết quả: chim cánh cụt + hải cẩu =,Y + Z =
Quy tắc: Z * = | = * Z | Z = * | * Z Z = | Kết quả: * rắn hổ mang chúa =,* Z Z =
Quy tắc: = = Z Y | Y = = Z Y | = YZ = | = Z = Y | Kết quả: ngựa = = ngựa chim cánh cụt nho,Y = = Z Y
Quy tắc: X - + = | + = - X | - X + X = | = - + X | Kết quả: - đại bàng + đại bàng =,- X + X =
Quy tắc: Y - Z - | YZ - - | - YZ - | Z Y - Z - | Kết quả: ngựa lê rắn hổ mang chuối - ngựa lê -,Z Y - Z -
Quy tắc: * = Y | Y = * | * Y = | Y Y * = | Kết quả: rắn hổ mang chúa * =,Y Y * =
Quy tắc: Y + X * | + X * Y X | * Y X + | + * X Y | Kết quả: + trâu * trâu cò cò,+ X * Y X
Quy tắc: + * X | X X + * | + * X | * X + | Kết quả: seal kiwi seal kiwi + *,X X + *
Quy tắc: - Z X * = Y | - = * Z X Y | X Y - Z = * | * X Y Z - = | Kết quả: * chim cánh cụt cá voi kiwi dưa hấu - =,* X Y Z - =
Quy tắc: Y Z = X - | Z X = Y - | X - Y = Z | = - Z Y X | Kết quả: sư tử cá voi - sư tử kiwi = cá voi,X - Y = Z
Quy tắc: * Y = * X | X * * Y = | Y * * X = | = * X Y * | Kết quả: *trâu dưa hấu = *trâu kiwi,* Y = * X
Quy tắc: + + Y Z + Z | + Y Z ++ + | Z + Y + + | Y ++ + Z | Kết quả: + + đại bàng nho lê + đại bàng nho,+ + Y Z + Z
Quy tắc: = + X X Y * | * = X + Y | = Y + * X | = Y X + * | Kết quả: = + lê lê kiwi chuối *,= + X X Y *
Quy tắc: = X * = Z | * X = Z = | Z X * Z = = | Z X = * = | Kết quả: chuột lê * chuột = =,Z X * Z = =
Quy tắc: * = X Z - | - * = X Z | - = Z*X | X - = Z X * | Kết quả: cá mập đào - = cá mập đào *,X - = Z X *
Quy tắc: X Y - * Z | * Y - Z X | Z * X - Y | Y - X * Z | Kết quả: táo * chuột blackberry - hải cẩu kiwi,Z * X - Y
Quy tắc: + Z * = X | X Z * = + | X Z * = + | Z = * X + | Kết quả: đào đào trâu * = +,X Z * = +
Quy tắc: Y = - Z | = Z Y - | - Y = Z | - YZ = | Kết quả: con dấu = - sư tử,Y = - Z
Quy tắc: * Y X * = | Y * * X = | * Y X = * | * = Y * X | Kết quả: * rat rat blackberry * =,* Y X * =
Quy tắc: * + Z Z = X | = Z X + * | = Z X + * | * + Z X = | Kết quả: * + cò lê cò lê = ngựa cò,* + Z Z = X
Quy tắc: + Z - | Z - + | - + Z | Z + Z - Z | Kết quả: dưa hấu + dưa hấu - dưa hấu,Z + Z - Z
Quy tắc: Z + + X | + Z Z X + | X + Z + | + Z + X | Kết quả: + cá mập sư tử cá mập sư tử +,+ Z Z X +
Quy tắc: + Z + | + Z + Z | + Z + | + Z + | Kết quả: + nho + nho,+ Z + Z
Quy tắc: Y Z + * | * Z + Y | * Z Y + | * + Z Y | Kết quả: * hải cẩu + chuột đào,* Z + Y
Quy tắc: X Z * Y * = | = * * Y Z X | X Z * Y * = | X * = Z Y * | Kết quả: chuối hổ mang * = lê cò táo *,X * = Z Y *
Quy tắc: Y + X + = | = + X Y + | X + + Y = | X + + Y = | Kết quả: chim cánh cụt + + nho =,X + + Y =
Quy tắc: Y * = | Y = * Y | * Y = | * Y = | Kết quả: nho = * nho,Y = * Y
Quy tắc: + - * X | * + - X X | X + * - | - + X * | Kết quả: * + - chuột dâu chuột chuột,* + - X X
Quy tắc: = X = * | * X = = | = * X = | = X * X X = | Kết quả: = sư tử * sư tử sư tử =,= X * X X =
Quy tắc: * Y X - = | * - X = Y | - X Y * = Y | X - * = Y | Kết quả: - cá mập dâu tây * = cá mập dâu tây,- X Y * = Y
Quy tắc: = Y Z - = Y | - Z = Y = | Z = - Y = | = Y = Z - | Kết quả: = chim cánh cụt nho - = nho,= YZ - = Y
Quy tắc: Y * + Y | * + Y | * Y + | + Y* | Kết quả: lê cò * + lê cò,Y * + Y
Quy tắc: + * Z X | Z + X * | + Z*X | +ZX* | Kết quả: + cá mập ngựa vằn *,+ Z X *
Quy tắc: * X = Z | = X Z * | Z X * = | Z * X = | Kết quả: kiwi nho * hải cẩu chuột =,Z * X =
Quy tắc: Z Z - + X | Z X - + | Z + X - | X + - Z | Kết quả: lê lê - + dâu đen,Z Z - + X
Quy tắc: - X - Z | - Z X - | Z - X - | - - X Z | Kết quả: - - ngựa blackberry horse,- - X Z
Quy tắc: Z = + Y | = Z + Y | = + Y Z | YZ + = Z | Kết quả: táo việt quất + = táo,YZ + = Z
Quy tắc: = Z X = | = Z = X | Z = X X = | = = X Z | Kết quả: dưa hấu = chuối trâu chuối trâu =,Z = X X =
Quy tắc: Z Y * + + | Y ++ * Z | Z ++ Y * | * + Z + Y | Kết quả: * + dưa hấu + kiwi,* + Z + Y
Quy tắc: * - Y X + | - * + X Y Y | + - X Y * | X - Y + * | Kết quả: - * + táo dưa hấu dưa hấu,- * + X Y Y
Quy tắc: = + X + Z | X + Z + = | + = X Z Z + | + = Z X + | Kết quả: + = cá mập hải cẩu chuối +,+ = X Z Z +
Quy tắc: Z = + | Z + = Z | = + Z | Z + = | Kết quả: chuột + = chuột,Z + = Z
Quy tắc: * X Z * | X Z * * | * X Z * | * Z X * | Kết quả: *táo nho*,* Z X *
Quy tắc: - = Z | - = Z | = - Z | = - Z Z | Kết quả: = - cò cò,= - Z Z
Quy tắc: = X Y = | = = Y X | X = Y = | = X = Y | Kết quả: = = niêm phong trâu dâu,= = YX
Quy tắc: X = - Y | - Y = X | - Y X = | = X Y - | Kết quả: - cá mập sư tử = ngựa,- Y = X
Quy tắc: X * Z = = | * = Z = X | * = X = Z | * = = X Z | Kết quả: lê * nho = =,X * Z = =
Quy tắc: Z X + + | + + X Z | Z X ++ | + Z X X + | Kết quả: + cá mập cá mập chuột +,+ Z X X +
Quy tắc: X * + + | X + * + X X | * X ++ | + + * X | Kết quả: ngựa vằn + * + ngựa vằn ngựa vằn,X + * + X X
Quy tắc: Z * * Y = | Z Y * * = | Z * * Y = | Y Z Y * = * | Kết quả: cá mập cò đào cò * = *,Y Z Y * = *
Quy tắc: - Z * X | - Z X Z * | Z * X - | X - Z * | Kết quả: - blackberry seal cobra blackberry seal *,- Z X Z *
Quy tắc: + = * Y | + * Y Y Y = | + Y * = | Y + = * | Kết quả: + * rắn hổ mang kiwi rắn hổ mang kiwi rắn hổ mang kiwi =,+ * Y Y Y =
Quy tắc: + * - X | X X - * + | + * - X | * X - + | Kết quả: chuột chuột - * +,X X - * +
Quy tắc: + Y Y * Y | + Y* | + * Y | * + Y | Kết quả: + chim cánh cụt ngựa chim cánh cụt ngựa * chim cánh cụt ngựa,+ Y Y * Y
Quy tắc: X = * Z | X * = Z | X Z = * | = * X Z | Kết quả: nho nho = *,X Z = *
Quy tắc: = Z + Z * | Z * = + | Z = + * | + * = Z | Kết quả: = chim cánh cụt việt quất + chim cánh cụt việt quất *,= Z + Z *
Quy tắc: * Y = * | Y * = * | * * Y = Y | Y = * * | Kết quả: * * chim cánh cụt = chim cánh cụt,* * Y = Y
Quy tắc: = Z - X + | X = + - Z | + = X - Z | + - = Z X | Kết quả: rắn hổ mang đại bàng = + - rắn hổ mang,X = + - Z
Quy tắc: + * - X Z | - Z+*X | X * - Z + | * + - Z X | Kết quả: trâu táo * - cò +,X* - Z +
Quy tắc: + = = Z X | = X + X = Z | = = X Z + | Z = X = + | Kết quả: = hải cẩu + hải cẩu = ngựa vằn chim cánh cụt,= X + X = Z
Quy tắc: + Z + | Z ++ | + + Z | Z + Z + Z | Kết quả: lê + lê + lê,Z + Z + Z
Quy tắc: X Y * - | X Y - * X | - YX* | - * YX | Kết quả: chim cánh cụt nho - * nho,X Y - * X
Quy tắc: + X * * Z | X + * * Z X | + X * * Z | * X + Z * | Kết quả: dưa hấu kiwi + * * dưa hấu kiwi ngựa vằn,X + * * ZX
Quy tắc: Z - Y - | - - Z Y | Y - Z - | Y - - Z | Kết quả: chuối - - ngựa,Y - - Z
Quy tắc: X Y - = Y * | = Y - X * | X = - Y * | = Y * X - | Kết quả: trâu cá voi - = trâu cá voi *,X Y - = Y *
Quy tắc: X - Y + | + - Y X | + X X Y - | X - + Y | Kết quả: + rắn hổ mang chuột chuột rắn hổ mang kiwi -,+ X X Y -
Quy tắc: * = X X Y | X * = Y | X = Y * | * X = Y | Kết quả: * = chuột blackberry chuột blackberry trâu,* = X X Y
Quy tắc: * X * + Z | * + * Z X | X * + Z * | +X*Z* | Kết quả: + ngựa vằn * ngựa vằn đào *,+X*Z*
Quy tắc: Y * - X Y | * - Y X | - Y*X | X - * Y | Kết quả: đào * - hải cẩu cá mập đào,Y* - XY
Quy tắc: Y X * = | = * Y X | * = X Y | X Y = * | Kết quả: táo nho * =,Y X * =
Quy tắc: - + Y = | - = + Y | Y = + - | Y - Y + = | Kết quả: nho - nho + =,Y - Y + =
Quy tắc: * Z X - - | X - - * Z | - * Z X - | - * Z Z X - | Kết quả: - * cò cò sư tử chuối -,- * Z Z X -
Quy tắc: + Y + * X | * Y X ++ | X Y + * + | + X Y * + | Kết quả: dâu cá voi + * +,X Y + * +
Quy tắc: Y = * * | = * * Y | Y * Y * = | * Y * = | Kết quả: ngựa vằn ngựa vằn * ngựa vằn ngựa vằn * =,Y * Y * =
Quy tắc: Z X * * * | * X Z * * | * * * XZ | * * Z X * | Kết quả: * * hải cẩu hải cẩu cá voi *,* * Z X *
Quy tắc: + + X = | + X + = | X + = + | X + X + = | Kết quả: chuối blackberry + chuối blackberry + =,X + X + =
Quy tắc: X + + = | = X X + + | = + X + | + + = X | Kết quả: = việt quất việt quất + +,= X X + +
Quy tắc: Y * - X | - X Y * | X Y * - | - X * X Y | Kết quả: - ngựa đại bàng * ngựa đại bàng việt quất blackberry,- X * X Y
Quy tắc: * Z Z * Y | * * YZ | * Y * Z | * Y Z * | Kết quả: * blackberry blackberry * đại bàng,* Z Z * Y
