source,target
Hai kết quả: đào dâu* - cá mập + | cá voi chuột * - quả việt quất +,Quy tắc: X * - Z +
Hai kết quả: sư tử + cò đào - | đào + cò trâu -,Quy tắc: Y + Z -
Hai kết quả: cò đại bàng = + cò đại bàng | trâu chuột = + cá mập ngựa vằn trâu chuột,Quy tắc: Y = + YX
Hai kết quả: * dưa hấu dâu tây - = dâu tây dưa hấu blackberry cá voi | * rắn hổ mang - = hải cẩu nho hổ mang,Quy tắc: * X - = X Z
Hai kết quả: việt quất + = nho | cò ngựa vằn + = việt quất,Quy tắc: X + = Z
Hai kết quả: apple = + apple - | cá voi chuột = + cá voi chuột -,Quy tắc: X = + X -
Hai kết quả: - lê - - trâu | - rắn hổ mang - - dâu đen chuối,Quy tắc: - Z - - X
Hai kết quả: = sư tử sư tử * | = chim cánh cụt chim cánh cụt *,Quy tắc: = Y Y *
Hai kết quả: - dưa hấu dưa hấu dâu đen dưa hấu - | - đào đào dâu đen -,Quy tắc: - X X Y -
Hai kết quả: * + cobra blackberry | * + chim cánh cụt blackberry,Quy tắc: * + Z X
Hai kết quả: + cá mập * rắn hổ mang dưa hấu * rắn hổ mang dưa hấu | + blackberry * chim cánh cụt đại bàng * chim cánh cụt đại bàng,Quy tắc: + X * Z * Z
Hai kết quả: táo kiwi đào* - chim cánh cụt chuột | sư tử dâu đen * - sư tử kiwi,Quy tắc: Z X * - Y
Hai kết quả: apple apple = + - | đào đào = + -,Quy tắc: Y Y = + -
Hai kết quả: đại bàng sư tử - - | táo đào - -,Quy tắc: Z Y - -
Hai kết quả: = ngựa dưa hấu = blackberry blackberry | = chuối = cá mập cò cá mập cò,Quy tắc: = Y = X X
Hai kết quả: = * cá voi dâu cá voi chuối táo * | = * sư tử sư tử cá voi dâu *,Quy tắc: = * Z Z Y *
Hai kết quả: táo dưa hấu * = táo dưa hấu + | rắn hổ mang kiwi * = rắn hổ mang kiwi +,Quy tắc: Z * = Z +
Hai kết quả: + cá mập trâu cá mập trâu - cá mập trâu | + lê lê - lê,Quy tắc: + Y Y - Y
Hai kết quả: *dâu + cò dâu | * việt quất chuối + việt quất chuối táo ngựa vằn,Quy tắc: * X + X Z
Hai kết quả: * = cò dâu | * = ngựa vằn nho nho đào,Quy tắc: * = YX
Hai kết quả: cá mập ngựa + đào - = | lê nho + trâu - =,Quy tắc: X + Z - =
Hai kết quả: chuối * dâu = = | chuột * đào = =,Quy tắc: X * Z = =
Hai kết quả: + + táo chuối táo chuối táo chuối | ++ cá mập blackberry cá mập blackberry cá mập blackberry,Quy tắc: + + X X X
Hai kết quả: * lê - - chuối | *nho đào - - dâu đen,Quy tắc: * Y - - X
Hai kết quả: * dưa hấu + dưa hấu = | * ngựa vằn + ngựa vằn =,Quy tắc: * Z + Z =
Hai kết quả: * cò = cò = | * dâu hải cẩu = dâu tây hải cẩu =,Quy tắc: * Z = Z =
Hai kết quả: - + chim cánh cụt chim cánh cụt chim cánh cụt | - + dâu đen dâu đen,Quy tắc: - + X Y X
Hai kết quả: quả việt quất kiwi - quả việt quất kiwi - * | nho dưa hấu - nho dưa hấu - *,Quy tắc: Z - Z - *
Hai kết quả: - - blackberry việt quất trâu đại bàng trâu - | - - cá mập cá mập hổ mang ngựa -,Quy tắc: - - Y X X -
Hai kết quả: cá mập * ngựa vằn chuối = cá mập | trâu * rắn hổ mang = cò kiwi,Quy tắc: Y * X = Z
Hai kết quả: kiwi kiwi đào = = | sư tử chuối sư tử chuối việt quất = =,Quy tắc: Z Z Y = =
Hai kết quả: + kiwi kiwi = | + lê kiwi lê kiwi =,Quy tắc: + X X =
Hai kết quả: - blackberry blackberry - + | - sư tử sư tử - +,Quy tắc: - Y Y - +
Hai kết quả: shark - shark + = | nho - nho + =,Quy tắc: X - X + =
Hai kết quả: cá mập + - cá mập | dưa hấu đại bàng + - dưa hấu đại bàng,Quy tắc: Y + - Y
Hai kết quả: - + cá voi việt quất cá mập voi việt quất | - + rắn hổ mang hổ mang việt quất dâu,Quy tắc: - + Z Z X
Hai kết quả: - nho dâu cá mập dâu nho - - | - chuột ngựa cá mập chuột - -,Quy tắc: - Z Y Z - -
Hai kết quả: seal blueberry seal blueberry * - | lê lê * -,Quy tắc: Y Y * -
Hai kết quả: + - lê đào táo lê | + - nho lê nho,Quy tắc: + - Z Y Z
Hai kết quả: đào dâu đen đào dâu đen - - chuối ngựa vằn * | việt quất việt quất - - dâu hổ mang chúa *,Quy tắc: Y Y - - Z *
Hai kết quả: = ngựa đại bàng = cá mập kiwi * | = chuột đại bàng = cá mập đại bàng *,Quy tắc: = Z = X *
Hai kết quả: ngựa vằn đại bàng + ngựa vằn đại bàng = | chim cánh cụt + chim cánh cụt =,Quy tắc: Z + Z =
Hai kết quả: - nho kiwi kiwi + = | - táo nho việt quất việt quất + =,Quy tắc: - Y Z Z + =
Hai kết quả: = = seal blackberry trâu seal chuột sư tử | = = táo đại bàng chim cánh cụt quả việt quất,Quy tắc: = = Z X Y
Hai kết quả: nho = blackberry = * nho | lê việt quất = kiwi = * lê việt quất,Quy tắc: X = Y = * X
Hai kết quả: ngựa + * - con dấu | lê lê + * - việt quất,Quy tắc: Y + * - Z
Hai kết quả: sư tử - - * sư tử ngựa vằn sư tử ngựa vằn | chuối - - * nho trâu nho trâu,Quy tắc: Y - - * Z Z
Hai kết quả: dâu * cò cò + cò cò | blackberry * cò đào + cò đào,Quy tắc: Y * X + X
Hai kết quả: rắn hổ mang chuối * chuột chuối rắn hổ mang chúa * | con dấu * blackberry sư tử nho đại bàng *,Quy tắc: Z * Y X *
Hai kết quả: táo chuột kiwi - * | táo việt quất dưa hấu - *,Quy tắc: X Z - *
Hai kết quả: = + + blackberry apple cò hải cẩu cò | = + + chuối lê lê lê,Quy tắc: = + + Z X X
Hai kết quả: * đại bàng = - trâu trâu | * kiwi kiwi = - ngựa vằn,Quy tắc: * X X = - Y
Hai kết quả: + Kiwi nho đại bàng - | + cá mập ngựa vằn -,Quy tắc: + Z Y -
Hai kết quả: ngựa đào* - sư tử | cò ngựa vằn * - ngựa vằn blackberry ngựa vằn blackberry,Quy tắc: Z * - YY
Hai kết quả: * * dưa hấu dưa hấu - dưa hấu | * * hải cẩu chuột hải cẩu - hải cẩu chuột,Quy tắc: * * X X - X
Hai kết quả: * rắn hổ mang nho * rắn hổ mang nho - | * hải cẩu chuột * hải cẩu chuột -,Quy tắc: * X * X -
Hai kết quả: chuối táo - - đại bàng | dưa hấu - - sư tử trâu,Quy tắc: X - - Y
Hai kết quả: dưa hấu sư tử trâu cò * dấu * | táo trâu dâu lê * rắn hổ mang *,Quy tắc: Z Y * X *
Hai kết quả: - - hải cẩu hổ mang * hải cẩu hổ mang hải cẩu | - - niêm phong quả việt quất * niêm phong quả việt quất niêm phong quả việt quất,Quy tắc: - - Y * Y Y
Hai kết quả: blackberry dâu + * - blackberry cá mập | chim cánh cụt cá voi + * - táo,Quy tắc: Y + * - Z
Hai kết quả: kiwi + kiwi - * | dưa hấu + dưa hấu - *,Quy tắc: Y + Y - *
Hai kết quả: = - rat rat = kiwi | = - lê ngựa vằn = táo dâu,Quy tắc: = - X Y = Z
Hai kết quả: = rắn hổ mang dâu * ngựa | = rắn hổ mang * dưa hấu,Quy tắc: = Z * Y
Hai kết quả: * cá voi - - cá mập mập | * cá mập - - cá mập chuột cá mập chuột,Quy tắc: * Z - - YY
Hai kết quả: cá voi trâu chim cánh cụt = việt quất = + | ngựa ngựa dâu = nho = +,Quy tắc: Y Z = X = +
Hai kết quả: = chuối * lê | = kiwi * lê lê,Quy tắc: = Y * X
Hai kết quả: ngựa = ngựa + - chim cánh cụt | đào chuột = đào chuột + - chuột dâu,Quy tắc: Y = Y + - X
Hai kết quả: chim cánh cụt chuột dâu = chim cánh cụt + | cá voi kiwi kiwi chim cánh cụt = kiwi cá voi +,Quy tắc: Y X = Y +
Hai kết quả: Trâu Trâu + - - Đào Trâu Trâu | ngựa + - - ngựa dâu,Quy tắc: Z + - - X Z
Hai kết quả: + nho cá mập đào + nho + | + rắn hổ mang trâu + rắn hổ mang +,Quy tắc: + Z Y + Y +
Hai kết quả: * việt quất đào nho = - nho | * táo kiwi = - kiwi,Quy tắc: * Z Y = - Y
Hai kết quả: con dấu dâu đen nho * * | cá mập đào dâu đen * *,Quy tắc: X Z * *
Hai kết quả: trâu + trâu - = đào sư tử | chim cánh cụt dâu đen + chim cánh cụt dâu đen - = sư tử,Quy tắc: Y + Y - = X
Hai kết quả: = sư tử trâu lê trâu lê - | = dưa hấu cò dưa hấu -,Quy tắc: = Y Z Z -
Hai kết quả: táo chuột táo chuột + + | dưa hấu sư tử chuối đại bàng + +,Quy tắc: Y Z X + +
Hai kết quả: * * sư tử dưa hấu đại bàng | * * trâu hổ mang chúa,Quy tắc: * * YZ
Hai kết quả: * + cá voi | * + sư tử dưa hấu sư tử dưa hấu,Quy tắc: * + Y Y
Hai kết quả: * = dưa hấu - ngựa | * = kiwi - ngựa việt quất,Quy tắc: * = Z - X
Hai kết quả: nho - - lê | đại bàng kiwi - - nho trâu,Quy tắc: Z - - X
Hai kết quả: đào nho cò kiwi = + việt quất | dưa hấu ngựa = + dưa hấu chim cánh cụt,Quy tắc: Z X = + Y
Hai kết quả: - *đại bàng đào + đại bàng | - * táo dưa hấu việt quất + táo,Quy tắc: - * Z Y + Z
Hai kết quả: = cò cò chuối - + | = trâu trâu lê - +,Quy tắc: = X X Z - +
Hai kết quả: - kiwi kiwi = | - trâu trâu =,Quy tắc: - YY =
Hai kết quả: táo đào táo đào ngựa vằn + * * | hải cẩu trâu hải cẩu rắn hổ mang + * *,Quy tắc: Y Y Z + * *
Hai kết quả: rắn hổ mang hải cẩu hổ mang hải cẩu * + | chuột chim cánh cụt chuột chim cánh cụt kiwi chuột * +,Quy tắc: Z Z X * +
Hai kết quả: * sư tử ngựa + | * táo sư tử ngựa vằn +,Quy tắc: * Z Y +
Hai kết quả: cò đào - * cá mập hải cẩu | dưa hấu - * kiwi,Quy tắc: Y - * X
Hai kết quả: + cá mập táo - chuột - chuột | + nho - trâu - trâu,Quy tắc: + Y - X - X
Hai kết quả: kiwi + táo hổ mang = = | chuối + chim cánh cụt chuối = =,Quy tắc: Z + X = =
Hai kết quả: - ngựa * dưa hấu kiwi - | - chuối cò * chim cánh cụt cá voi -,Quy tắc: - X * Z -
Hai kết quả: = sư tử trâu sư tử trâu - sư tử trâu = | = lê lê - lê =,Quy tắc: = Y Y - Y =
Hai kết quả: * = cá voi = cá voi | * = nho = nho,Quy tắc: * = X = X
Hai kết quả: = chim cánh cụt lê dưa hấu = dưa hấu lê | = cá mập táo kiwi = kiwi,Quy tắc: = X Y = Y
Hai kết quả: - apple * = apple | - dưa hấu cò * = dưa hấu cò,Quy tắc: - Y * = Y
Hai kết quả: sư tử lê lê sư tử = * | chim cánh cụt chim cánh cụt = *,Quy tắc: Z Z = *
Hai kết quả: rắn hổ mang* + dâu kiwi | ngựa * + chuột việt quất,Quy tắc: Z * + Y
Hai kết quả: cá mập chim cánh cụt chim cánh cụt hải cẩu = hải cẩu chim cánh cụt - | trâu kiwi = trâu -,Quy tắc: X Z = Z -
Hai kết quả: đại bàng việt quất = con dấu * * | trâu ngựa vằn = ngựa * *,Quy tắc: Z Y = X * *
Hai kết quả: - đào chuột chuột đào * chuột đào | - con dấu con dấu * con dấu,Quy tắc: - Z Z * Z
Hai kết quả: táo táo - * chim cánh cụt lê + | chim cánh cụt chim cánh cụt - * rắn hổ mang +,Quy tắc: X X - * Z +
Hai kết quả: = táo táo = | = cá voi cá voi =,Quy tắc: = X X =
Hai kết quả: - = cò cò | - = táo táo,Quy tắc: - = Y Y
Hai kết quả: nho - chuối rắn hổ mang nho - | dưa hấu - táo dưa hấu -,Quy tắc: X - Z X -
Hai kết quả: rắn hổ mang + + = cá mập chim cánh cụt đại bàng | quả lê + + = cá voi hải cẩu kiwi,Quy tắc: Y + + = Z X
Hai kết quả: - + rắn hổ mang táo rắn hổ mang táo rắn hổ mang táo | - + hải cẩu trâu hải cẩu trâu hải cẩu,Quy tắc: - + Z Z Z
Hai kết quả: nho = nho + | dâu = dâu +,Quy tắc: Y = Y +
Hai kết quả: chuối + - chuối - | sư tử lê + - sư tử lê -,Quy tắc: Z + - Z -
Hai kết quả: * cò = + lê kiwi | * chuột blackberry = + cò,Quy tắc: * Z = + X
Hai kết quả: cá mập trâu trâu * * = | con dấu chim cánh cụt * * =,Quy tắc: Z X X * * =
Hai kết quả: = chim cánh cụt cá mập chim cánh cụt + | = ngựa vằn kiwi việt quất việt quất +,Quy tắc: = Y Z Z +
Hai kết quả: lê cá voi lê cá voi + * = | ngựa dâu ngựa dâu + * =,Quy tắc: X X + * =
Hai kết quả: = cá mập đào cá mập đào + | = nho nho +,Quy tắc: = Z Z +
Hai kết quả: sư tử đào + sư tử đào = * sư tử đào | táo dâu + táo dâu = * táo dâu,Quy tắc: Z + Z = * Z
Hai kết quả: - rắn hổ mang - rắn hổ mang = rắn hổ mang | - dấu - dấu = dấu,Quy tắc: - Z - Z = Z
Hai kết quả: cá voi = - * | ngựa ngựa kiwi = - *,Quy tắc: Z Y = - *
Hai kết quả: - quả việt quất kiwi - quả việt quất | - hải cẩu hổ mang - hải cẩu,Quy tắc: - X Y - Y
Hai kết quả: - + sư tử đại bàng đào + ngựa trâu | - + dâu sư tử trâu + dâu dâu,Quy tắc: - + X Z + Y
Hai kết quả: = nho dâu - - nho | = ngựa hải cẩu kiwi - - ngựa hải cẩu,Quy tắc: = Y X - - Y
Hai kết quả: = chuột dâu blackberry blueberry - chuột dâu | = cò kiwi - cò,Quy tắc: = Y X - Y
Hai kết quả: đào trâu + - đào trâu + | chim cánh cụt + - chim cánh cụt +,Quy tắc: Y + - Y +
Hai kết quả: - - + chuối dưa hấu | - - + chuối chim cánh cụt nho,Quy tắc: - - + Z Y
Hai kết quả: - lê ngựa vằn + | - quả việt quất đào kiwi +,Quy tắc: - X Y +
Hai kết quả: = dâu cá mập * dâu cá mập | = đại bàng * đại bàng,Quy tắc: = X * X
Hai kết quả: *niêm phong chuối - +dưa hấu việt quất | * ngựa vằn - + chim cánh cụt chuối,Quy tắc: * Y - + Z
Hai kết quả: rắn hổ mang chúa nho = = + | chim cánh cụt táo táo ngựa = = +,Quy tắc: X Y = = +
Hai kết quả: rắn hổ mang * cá voi dâu * cá voi dâu | cá mập * chuột dưa hấu * chuột dưa hấu,Quy tắc: Y * X * X
Hai kết quả: rắn hổ đào đào - + + | cá mập sư tử - + +,Quy tắc: Z Y Y - + +
Hai kết quả: - cá voi hổ mang chúa kiwi cobra = | - đào đào kiwi trâu =,Quy tắc: - Y X Y =
Hai kết quả: - nho + = đại bàng | - đại bàng + = cá mập hổ mang,Quy tắc: - Y + = X
Hai kết quả: chuột + cá mập chuột dâu - * | trâu + cá mập lê trâu - *,Quy tắc: X + X Y - *
Hai kết quả: ngựa cò ngựa cò * dấu nho - | lê táo lê táo * chuột blackberry -,Quy tắc: X X * Y -
Hai kết quả: blueberry - * blueberry | chuối - * chuối,Quy tắc: X - * X
Hai kết quả: dưa hấu đại bàng lê táo - dâu + + | táo trâu dâu - việt quất + +,Quy tắc: Y X - Z + +
Hai kết quả: cá voi chuối nho * * | dưa hấu đại bàng kiwi * *,Quy tắc: Y X * *
Hai kết quả: + đào ngựa = + | + rắn hổ mang ngựa = +,Quy tắc: + X Y = +
Hai kết quả: ngựa + - sư tử ngựa | táo dưa hấu + - cò táo dưa hấu,Quy tắc: X + - Z X
Hai kết quả: ngựa dưa hấu + * + | cò việt quất + * +,Quy tắc: Y Z + * +
Hai kết quả: hải cẩu cá mập hải cẩu - * | quả việt quất quả việt quất - *,Quy tắc: Z Z - *
Hai kết quả: sư tử sư tử dưa hấu * + = hải cẩu | sư tử dâu đen kiwi * + = dưa hấu,Quy tắc: Z Y * + = X
