source,target
Hai kết quả: đại bàng - = đại bàng đại bàng | nho - = nho,Quy tắc: Z - = Z Z
Hai kết quả: + rắn hổ mang việt quất ngựa + - | + Chuối lê + -,Quy tắc: + Y X + -
Hai kết quả: cá voi cánh cụt * cò cò = | Kiwi * lê =,Quy tắc: X * Z =
Hai kết quả: - = chuột chuột + | - = rắn hổ mang đào đào +,Quy tắc: - = X X +
Hai kết quả: + * BlackBerry BlackBerry | + * ngựa ngựa,Quy tắc: + * Y Y
Hai kết quả: + dưa hấu = = dưa hấu | + BlackBerry = = BlackBerry,Quy tắc: + X = = X
Hai kết quả: đào dưa hấu + - dưa hấu - | Dưa hấu táo Kiwi + - Dưa hấu -,Quy tắc: Z Y + - Y -
Hai kết quả: blackberry nho blackberry = + | dâu tây chuột nho dâu tây = +,Quy tắc: Z Y Z = +
Hai kết quả: chuột nho cá voi dưa hấu - + | Cá mập đại bàng - +,Quy tắc: Y Z - +
Hai kết quả: chuối chim cánh cụt sư tử * - sư tử + | Con dấu ngựa cò * - con dấu ngựa +,Quy tắc: Z Y * - Y +
Hai kết quả: sư tử nho - = * sư tử | ngựa - = * rắn hổ mang,Quy tắc: Z - = * X
Hai kết quả: - Chuột vằn sư tử đào + - | - Ngựa chim cánh cụt + -,Quy tắc: - Z Y X + -
Hai kết quả: = dâu hổ mang + - cá mập | = nho + - ngựa,Quy tắc: = X + - Y
Hai kết quả: - Ngựa việt quất * Kiwi chuột | - Cò * Rắn hổ mang,Quy tắc: - Z * Y
Hai kết quả: + đào * cá mập + | + Cá voi kiwi * Táo cánh cụt +,Quy tắc: + Y * X +
Hai kết quả: cá voi việt quất rắn hổ mang - + cá voi việt quất | sư tử trâu lê - + sư tử,Quy tắc: Y Z - + Z
Hai kết quả: chim cánh cụt = chim cánh cụt - chim cánh cụt = | sư tử = sư tử - sư tử =,Quy tắc: Z = Z - Z =
Hai kết quả: * * Cobra Eagle Cobra Eagle | * * Đại bàng đại bàng,Quy tắc: * * X X
Hai kết quả: * Cá voi dưa hấu * | * dưa hấu dưa hấu *,Quy tắc: * Y Y *
Hai kết quả: sư tử sư tử cá mập ngựa đại bàng * * | Cá voi táo dưa hấu đào chuột * *,Quy tắc: Z X Y * *
Hai kết quả: = đại bàng cá voi = cá voi | = hải cẩu đào = hải cẩu,Quy tắc: = X Y = X
Hai kết quả: + lê blackberry blackberry zebra - | + Hải cẩu quả việt quất dưa hấu -,Quy tắc: + Z Y X -
Hai kết quả: rắn hổ mang nho * rắn hổ mang trâu rắn hổ mang trâu * | lê * chuột ngựa chuột *,Quy tắc: Y * X X *
Hai kết quả: dâu tây = trâu + kiwi việt quất | Nho cá voi = Blackberry BlackBerry + Nho,Quy tắc: Z = Y + X
Hai kết quả: * táo * táo * | * Chuối * Chuối *,Quy tắc: * X * X *
Hai kết quả: * Chim cánh cụt lê - trâu * Cá voi | * Đại bàng - Kiwi ngựa vằn * Lê đào,Quy tắc: * X - Z * Y
Hai kết quả: cá voi * * | Cá mập dưa hấu Cá mập dưa hấu * *,Quy tắc: X X * *
Hai kết quả: chim cánh cụt dâu tây - ngựa đào = * | đào - dâu đen = *,Quy tắc: Z - X = *
Hai kết quả: chuối * - lê | Kiwi Cobra * - dưa hấu,Quy tắc: Y * - Z
Hai kết quả: hải cẩu rắn hổ mang cá mập cá mập * - | Chuột dâu tây * -,Quy tắc: Z Y * -
Hai kết quả: = * - trâu táo cá voi trâu táo | = * - ngựa đào ngựa blackberry ngựa đào,Quy tắc: = * - Y x Y
Hai kết quả: hải cẩu sư tử - hải cẩu sư tử việt quất đại bàng * | Sư tử - Cá mập nho sư tử *,Quy tắc: Y - Y X *
Hai kết quả: nho * việt quất + đại bàng + | Ngựa vằn * Đào việt quất + Rắn hổ mang Blackberry +,Quy tắc: Z * X + Y +
Hai kết quả: blackberry * whale + + | Ngựa vằn cá mập * Dưa hấu Blackberry + +,Quy tắc: Z * X + +
Hai kết quả: * Cobra Blueberry Cobra Blueberry - + Cobra Blueberry | * Con dấu - + Con dấu,Quy tắc: * Z Z - + Z
Hai kết quả: = * kiwi kiwi kiwi | = * chuột chuột,Quy tắc: = * x x x
Hai kết quả: đại bàng + nho * đại bàng = | chuột + lê chuối * chuột =,Quy tắc: Y + Z * Y =
Hai kết quả: seal + - seal dưa hấu | Eagle Banana + - Nho chuối đại bàng,Quy tắc: X + - X Z
Hai kết quả: kiwi cá voi * kiwi - - | dâu tây * cò - -,Quy tắc: X * Y - -
Hai kết quả: * Cá mập voi - Cá voi | * Nho trâu chuột - nho,Quy tắc: * Y Z - Z
Hai kết quả: cò cò - táo hổ mang + | Kiwi Kiwi - Con cò trâu +,Quy tắc: X X - Y +
Hai kết quả: ngựa vằn + dâu tây trâu - | đào + cò nho cò nho -,Quy tắc: Y + X X -
Hai kết quả: + = nho + nho | + = chim cánh cụt + chim cánh cụt,Quy tắc: + = Y Y + Y
Hai kết quả: dâu trâu * đào ngựa táo + | lê * dâu tây cá voi blackberry +,Quy tắc: Z * X Y +
Hai kết quả: + - cò sư tử cò sư tử sư tử | + - Cá mập cá mập,Quy tắc: + - Y Y
Hai kết quả: = kiwi cò * cò nho cò nho | = Sư tử cò * dưa hấu,Quy tắc: = X * Z Z
Hai kết quả: rắn hổ mang * - cò hải cẩu | Cá voi * - Hải cẩu đại bàng,Quy tắc: Y * - X
Hai kết quả: cá mập chuối kiwi sư tử - = | Cá mập chuối - =,Quy tắc: X Z - =
Hai kết quả: = rắn hổ mang cá voi táo táo + - | = Chuối lê sư tử + -,Quy tắc: = X Y + -
Hai kết quả: + Cá mập trâu * sư tử + | + Đại bàng lê lê * táo +,Quy tắc: + Z Z * X +
Hai kết quả: rắn hổ mang táo đào - chuột * | Nho Rắn hổ mang táo - nho *,Quy tắc: Y Z - X *
Hai kết quả: blackberry + - * chim cánh cụt dâu tây | Nho chim cánh cụt + - * Nho Blackberry,Quy tắc: Y + - * Z
Hai kết quả: - ngựa ngựa = * trâu chuột | - dưa hấu dưa hấu = * sư tử,Quy tắc: - Y Y = * X
"Hai kết quả: - con dấu - dưa hấu dưa hấu | - Ngựa - rắn hổ mang dưa hấu, dưa hấu, dưa hấu",Quy tắc: - Y - Z Z
Hai kết quả: dâu tây chuối - + | Cá mập lê ngựa vằn ngựa vằn - +,Quy tắc: Z Z Y - +
Hai kết quả: cá voi chuối * nho đào = cá voi chuối | quả việt quất * đào dưa hấu = quả việt quất,Quy tắc: Y * Z = Y
Hai kết quả: = nho + nho đào = | = sư tử hải cẩu + sư tử hải cẩu dâu chuột =,Quy tắc: = Z + X Z =
Hai kết quả: - táo ngựa + đào kiwi + sư tử | - Ngựa Blackberry + Ngựa vằn + Hải cẩu sư tử,Quy tắc: - Z + X + Y
Hai kết quả: + ngựa vằn kiwi ngựa vằn kiwi = - | + Ngựa vằn ngựa vằn ngựa vằn = -,Quy tắc: + X X = -
Hai kết quả: + trâu sư tử = kiwi đào | + Rắn hổ mang = Nho chuột,Quy tắc: + X = Y
Hai kết quả: + Kiwi - Cá voi cá voi cá voi | + Dưa hấu dâu tây - trâu trâu,Quy tắc: + X - Z Z
Hai kết quả: * - kiwi * kiwi | * - chuột chuột * chuột chuột,Quy tắc: * - Y * Y
Hai kết quả: cá voi * cá voi - | quả việt quất * quả việt quất -,Quy tắc: X * X -
Hai kết quả: đại bàng - cò * - | blackberry - dưa hấu * -,Quy tắc: Y - Z * -
Hai kết quả: + chuột dâu kiwi nho * - | + Hải cẩu rắn hổ mang việt quất * -,Quy tắc: + X Z * -
Hai kết quả: * Cò táo - quất cá voi - táo cò | * Ngựa vằn - Cá voi - Ngựa vằn,Quy tắc: * Y - Z - Y
"Hai kết quả: - dâu đen dưa hấu dâu tây trâu dưa hấu - - | - Sư tử trâu, Trâu, Sư tử Rắn hổ mang - -",Quy tắc: - Y Y Z - -
Hai kết quả: ngựa + ngựa = | cò blackberry + cò blackberry =,Quy tắc: X + X =
Hai kết quả: cá mập ngựa blackberry cá mập ngựa + - + | Cá mập nho Shark Shark Nho + - +,Quy tắc: Y X Y + - +
Hai kết quả: cá mập = + cá mập * | cò ngựa vằn = + cò ngựa vằn *,Quy tắc: Z = + Z *
Hai kết quả: kiwi + + kiwi horse cobra | Kiwi + + Kiwi trâu,Quy tắc: X + + X Z
"Hai kết quả: - kiwi chuối, kiwi chuối * = | - Kiwi cá voi, kiwi cá voi * =",Quy tắc: - Z Z * =
Hai kết quả: = ngựa vằn kiwi kiwi + - | = cá voi + -,Quy tắc: = X Z + -
Hai kết quả: + hải cẩu cá mập kiwi rắn hổ mang + = | + Hải cẩu sư tử + =,Quy tắc: + Z X + =
Hai kết quả: * đào sư tử + đào sư tử | * Lê sư tử + Lê sư tử,Quy tắc: * X + X
"Hai kết quả: * việt quất việt quất blackberry trâu * | * Trâu, dưa hấu, trâu, dưa hấu, ngựa vằn *",Quy tắc: * Y Y X *
Hai kết quả: ngựa sư tử + cá voi + | đại bàng đào + hải cẩu đào +,Quy tắc: X + Z +
Hai kết quả: = rắn hổ mang - chuột - | = Dưa hấu cánh cụt - Dưa hấu cá mập -,Quy tắc: = Y - X -
Hai kết quả: chuối * = quả việt quất - | chim cánh cụt dưa hấu * = lê -,Quy tắc: Y * = Z -
Hai kết quả: * Cò dưa hấu cò dưa hấu - - | * Đại bàng chuối đại bàng chuối - -,Quy tắc: * X X - -
Hai kết quả: chuột + = chuột chuột | Táo trâu + = Táo trâu Táo,Quy tắc: Y + = Y Y
Hai kết quả: + Chuột ngựa vằn + - Chuột ngựa vằn | + Đại bàng táo + - Đại bàng táo,Quy tắc: + Z + - Z
Hai kết quả: - - Đại bàng hải cẩu | - - Nho chuối cá voi đại bàng,Quy tắc: - - X Z
Hai kết quả: = * dưa hấu = kiwi ngựa vằn cò | = * quả việt quất = ngựa vằn rắn hổ mang blackberry,Quy tắc: = * Y = Z X
Hai kết quả: * trâu cò = * cò hổ mang trâu | * Đại bàng = * Đại bàng Kiwi,Quy tắc: * Z = * X Z
Hai kết quả: đại bàng sư tử * sư tử đại bàng trâu táo * | Cá voi cánh cụt * Ngựa vằn cá voi chim cánh cụt *,Quy tắc: X * X Z *
Hai kết quả: chuột cá mập chuột cá mập + quả việt quất - | Cá voi sư tử Cá voi sư tử + Cò Blackberry -,Quy tắc: X X + Z -
Hai kết quả: * Cá voi dâu táo - chim cánh cụt chuột - | * Chuối Chuột Dưa hấu - Chuối -,Quy tắc: * Z X - Y -
Hai kết quả: = chuột cá voi việt quất * | = Trâu cá voi Sư tử Blackberry *,Quy tắc: = Z Y *
Hai kết quả: - + Hải cẩu việt quất hải cẩu ngựa vằn việt quất - | - + Cò chim cánh cụt Kiwi -,Quy tắc: - + X Y X -
Hai kết quả: - * Nho kiwi sư tử * | - * Cò đào đại bàng *,Quy tắc: - * Z Y *
Hai kết quả: kiwi dâu tây * + kiwi dâu tây | BlackBerry * + BlackBerry Eagle Cobra,Quy tắc: Z * + Z Y
Hai kết quả: - sư tử = cò cò | - rắn hổ mang = táo,Quy tắc: - Z = Y
Hai kết quả: kiwi dâu tây sư tử + = | lê lê ngựa rắn hổ mang ngựa rắn hổ mang + =,Quy tắc: Y x x + =
Hai kết quả: - - con dấu dưa hấu lê + | - - Con cò hải cẩu +,Quy tắc: - - Z Y +
Hai kết quả: = cá mập dâu tây = | = dâu tây sư tử trâu dâu tây =,Quy tắc: = Y Z Y =
Hai kết quả: * rắn hổ mang + dâu đen = rắn hổ mang | * việt quất dưa hấu + việt quất blackberry = việt quất dưa hấu,Quy tắc: * Z + X = Z
Hai kết quả: cá mập táo + việt quất + | nho + nho chim cánh cụt +,Quy tắc: Z Z + Y +
Hai kết quả: con dấu dâu tây * + = dâu tây | Sư tử đại bàng việt quất * + = Đại bàng việt quất,Quy tắc: Z X * + = Z
Hai kết quả: = + đại bàng ngựa vằn + đại bàng ngựa vằn | = + việt quất cá voi + việt quất cá voi,Quy tắc: = + X + X
Hai kết quả: - lê chuột * = chuột | - Cá mập voi táo * = Cá voi táo,Quy tắc: - Z Y * = Z
Hai kết quả: cá mập cá mập + * | Cá voi việt quất Cá voi việt quất + *,Quy tắc: Z Z + *
Hai kết quả: cá mập voi blackberry * * * cá voi blackberry | Sư tử đại bàng chuối * * * Chuối,Quy tắc: Z Y * * * Z
Hai kết quả: - * Hải cẩu đào chim cánh cụt | - * Chim cánh cụt việt quất kiwi kiwi,Quy tắc: - * X X Z
Hai kết quả: con dấu kiwi = nho + | đào = cá voi +,Quy tắc: Z = Y Y +
Hai kết quả: trâu việt quất trâu = = - | dưa hấu chuột dưa hấu = = -,Quy tắc: Y x Y = = -
Hai kết quả: blackberry horse blackberry horse blackberry = - | táo kiwi táo kiwi quả việt quất dưa hấu = -,Quy tắc: X x Y = -
Hai kết quả: cò blackberry * cò ngựa vằn blackberry * | Cá mập dưa hấu * Cá mập dưa hấu trâu *,Quy tắc: Z * Y Z *
Hai kết quả: + cò đại bàng cò đại bàng = = | + Đại bàng ngựa đại bàng = =,Quy tắc: + Y Y = =
Hai kết quả: blackberry rat * - chim cánh cụt blackberry | Quả việt quất rắn hổ mang * - đào,Quy tắc: Z * - Y
Hai kết quả: chim cánh cụt dưa hấu chim cánh cụt dưa hấu * - | chim cánh cụt * -,Quy tắc: Z Z * -
Hai kết quả: trâu dâu táo + dâu táo - + | cò đào cá mập chuối + cò đào - +,Quy tắc: Y Z + Y - +
Hai kết quả: lê blackberry * táo chuột lê blackberry * - | Sư tử việt quất * Chim cánh cụt Sư tử việt quất * -,Quy tắc: Y * Z Y * -
"Hai kết quả: * + Ngựa vằn dưa hấu blackberry | * + Dâu tây, chuối, sư tử, dưa hấu",Quy tắc: * + Y X Z
Hai kết quả: cò nho táo + nho - | nho táo blackberry táo + táo nho -,Quy tắc: Z Y + Z -
Hai kết quả: - việt quất - dâu tây * | - Trâu cánh cụt - Chim cánh cụt cá mập *,Quy tắc: - Z - X *
Hai kết quả: = chuột đào chim cánh cụt dâu tây + | = Trâu dâu đen chuột +,Quy tắc: = Y Z +
Hai kết quả: - = = táo hải cẩu dâu tây | - = = Kiwi ngựa vằn quất ngựa,Quy tắc: - = = Z Y
Hai kết quả: việt quất dưa hấu chuối * - | Cá mập chuột đào * -,Quy tắc: Z Y * -
Hai kết quả: chuột hải cẩu việt quất việt quất * - | Kiwi chim cánh cụt * -,Quy tắc: Y X X * -
Hai kết quả: - rắn hổ mang * hải cẩu ngựa | - dâu đen * nho,Quy tắc: - X * Y
Hai kết quả: chuối hổ mang + chuối hổ mang + chuối hổ mang - | trâu lê + trâu lê + trâu lê -,Quy tắc: Y + Y + Y -
Hai kết quả: cá voi dưa hấu * dâu đào * = cá voi dưa hấu | đào dâu tây * dưa hấu * = đào dâu tây,Quy tắc: Z * Y * = Z
Hai kết quả: = - Cá voi cò - Cá voi cò | = - Đại bàng ngựa vằn - Đại bàng ngựa vằn,Quy tắc: = - X - X
Hai kết quả: * * Hải cẩu cá voi + Chuột hải cẩu cá voi | * * Hải cẩu dưa hấu + Hải cẩu dưa hấu Cá mập việt quất,Quy tắc: * * Z + Z Y
Hai kết quả: táo - = táo = | Kiwi - = Kiwi =,Quy tắc: Y - = Y =
Hai kết quả: hải cẩu lê đào sư tử + * = | chuối đào ngựa + * =,Quy tắc: X Y + * =
Hai kết quả: + + Cá mập sư tử cò | + + Chim cánh cụt dâu tây,Quy tắc: + + Z X
Hai kết quả: kiwi lion kiwi lion + kiwi lion * | chuột chuột + chuột *,Quy tắc: Y Y + Y *
Hai kết quả: = cò dâu đen = quả việt quất chuối | = việt quất ngựa vằn = dâu tây,Quy tắc: = Y = Z
"Hai kết quả: - dâu tây * cò + | - Cò rắn hổ mang, cò hổ mang * chuối +",Quy tắc: - Z Z * X +
Hai kết quả: sư tử dưa hấu = chim cánh cụt cò = sư tử dưa hấu | quả việt quất = quả việt quất = quả việt quất,Quy tắc: Z = Y = Z
Hai kết quả: ngựa vằn lê + * = ngựa vằn lê | đào rắn hổ mang + * = đào rắn hổ mang,Quy tắc: Y + * = Y
Hai kết quả: đào sư tử - blackberry * blackberry | lê đào - cò * cò,Quy tắc: X - Y * Y
Hai kết quả: lê dưa hấu * - lê dưa hấu đào sư tử | Chim cánh cụt * - Con dấu nho chim cánh cụt,Quy tắc: X * - X Z
"Hai kết quả: * + chim cánh cụt chim cánh cụt | * + Rắn hổ mang voi, Rắn hổ mang đào, Rắn hổ mang",Quy tắc: * + X Y X
Hai kết quả: + kiwi đào đào kiwi = ngựa | + chuối chuối = việt quất,Quy tắc: + Z Z = X
Hai kết quả: dưa hấu + ngựa vằn cá voi vằn cá voi + | đào dưa hấu + chuột blackberry rat blackberry +,Quy tắc: Z + X X +
Hai kết quả: lê + chim cánh cụt trâu = - | Chuột táo + dâu đen = -,Quy tắc: X + Z = -
Hai kết quả: + đại bàng + cá voi sư tử cá voi sư tử | + Cò + táo táo,Quy tắc: + Z + Y Y
Hai kết quả: dâu tây ngựa = + trâu ngựa vằn việt quất + | Đại bàng = + Con dấu Blackberry +,Quy tắc: X = + Z Y +
Hai kết quả: trâu trâu = + trâu | ngựa = + ngựa,Quy tắc: X X = + X
Hai kết quả: + quất cá voi chuột - chuột | + Táo Chuối - Táo,Quy tắc: + Z X - Z
Hai kết quả: kiwi rắn hổ mang ngựa vằn chim cánh cụt + dâu tây * - | Ngựa vằn nho cá voi + lê cá mập * -,Quy tắc: Y Z + X * -
Hai kết quả: * Đại bàng đại bàng ngựa - | * Hải cẩu trâu Kiwi Lê -,Quy tắc: * Z Z Y -
Hai kết quả: cò chuột + hải cẩu nho - cò chuột | Táo + Ngựa vằn - táo,Quy tắc: Z + Y - Z
Hai kết quả: sư tử việt quất blackberry + - | Kiwi cò táo + -,Quy tắc: X Y + -
Hai kết quả: = dưa hấu chuột - dưa hấu chuột - | = cá voi - cá voi -,Quy tắc: = X - X -
Hai kết quả: - rắn hổ mang trâu cá mập = | - Ngựa vằn cá mập dưa hấu =,Quy tắc: - Z Y =
Hai kết quả: - chuối dâu = sư tử * cá mập | - táo = sư tử chuột * chim cánh cụt,Quy tắc: - Z = X * Y
Hai kết quả: đại bàng ngựa + kiwi việt quất dưa hấu * | Cá mập đại bàng + Cò cá mập Đại bàng cá mập *,Quy tắc: X + Z Y *
"Hai kết quả: nho táo nho + + + | chuối, dâu đen, chuối, blackberry + + +",Quy tắc: Y Y + + + +
Hai kết quả: + lê lê - | + Đại bàng đại bàng -,Quy tắc: + X X X -
Hai kết quả: rắn hổ mang - cò táo lê zebra + | Kiwi - Chim cánh cụt nho +,Quy tắc: Z - Y X +
Hai kết quả: chim cánh cụt lê việt quất lê việt quất + * | Ngựa Blackberry dưa hấu dưa hấu + *,Quy tắc: X Y Y + *
Hai kết quả: lê chuột sư tử * lê = | Chuột dâu tây chuối * chuột dâu tây =,Quy tắc: Y X * Y =
Hai kết quả: đào = * - lê nho đào | dưa hấu lê = * - kiwi dưa hấu lê,Quy tắc: Z = * - Z Y
Hai kết quả: = táo nho nho * | = nho *,Quy tắc: = Z Z *
Hai kết quả: * chuối chuối * + | * Blackberry Blackberry Blackberry BlackBerry * +,Quy tắc: * Z Z * +
Hai kết quả: - cò lê dưa hấu = - | - Nho cá voi trâu trâu = -,Quy tắc: - Z Y = -
Hai kết quả: + hải cẩu cá mập * hải cẩu cá mập | + Ngựa vằn * Ngựa vằn,Quy tắc: + X * X
Hai kết quả: đào cò + cò đào cò * - | Rắn hổ mang táo + rắn hổ mang táo táo táo * -,Quy tắc: Z + Z Y * -
Hai kết quả: = - sư tử chuối = sư tử chuối | = - rắn hổ mang = rắn hổ mang,Quy tắc: = - Z = Z
Hai kết quả: - * nho nho trâu * | - * việt quất việt quất *,Quy tắc: - * X Z Z *
Hai kết quả: Penguin Whale - eagle + | Kiwi đào - dâu tây +,Quy tắc: Z - X +
Hai kết quả: rắn hổ mang kiwi - đào = ngựa * | dưa hấu - chuột = nho *,Quy tắc: Y - X = Z *
Hai kết quả: ngựa vằn - - + ngựa vằn | rắn hổ mang - - + rắn hổ mang lê,Quy tắc: Y - - + X Y
Hai kết quả: việt quất + ngựa vằn đại bàng việt quất * | Cá mập + Cá mập ngựa *,Quy tắc: Z + Y Z *
Hai kết quả: đại bàng cá mập + * - cá mập | Trâu chuối +* - Cò hải cẩu,Quy tắc: X + * - Z
Hai kết quả: kiwi kiwi = + | táo táo = +,Quy tắc: Y Y = +
Hai kết quả: hải cẩu táo cá voi * - chim cánh cụt | Con chuột cò việt quất sư tử * - dâu đen cá voi,Quy tắc: Y X * - Z
Hai kết quả: + quả việt quất + chuột chuột | + Sư tử + Đào táo Đào,Quy tắc: + Z + X X
"Hai kết quả: - * Chim cánh cụt ngựa - Chim cánh cụt dâu tây dâu đen | - * Dưa hấu chuối - Ngựa vằn sư tử, chuối, dưa hấu",Quy tắc: - * Y - X Y
Hai kết quả: + - * việt quất ngựa vằn | + - * Trâu chuối chuột,Quy tắc: + - * Z Y
Hai kết quả: = cá voi * cá voi dâu đen | = chim cánh cụt * chim cánh cụt hải cẩu,Quy tắc: = X * Z X
Hai kết quả: cá mập + = cá mập * | Kiwi dâu tây + = Kiwi dâu tây *,Quy tắc: Y + = Y *
Hai kết quả: táo * + đại bàng | quả việt quất * + ngựa,Quy tắc: Z * + Y
Hai kết quả: dưa hấu dưa hấu + dưa hấu + | con dấu + con dấu + con dấu +,Quy tắc: Z Z + Z +
Hai kết quả: = = việt quất + việt quất rắn hổ mang sư tử | = = Kiwi dâu đen + Kiwi dâu đen sư tử cá mập,Quy tắc: = = Y + X Y
Hai kết quả: ngựa vằn ngựa nho táo - * | hải cẩu chuối ngựa chuột hải cẩu chuối - *,Quy tắc: Y X Y - *
Hai kết quả: + * sư tử kiwi sư tử kiwi sư tử = | + * Rắn hổ mang lê chuột =,Quy tắc: + * Y Z Z =
Hai kết quả: đại bàng - = đại bàng | Dưa hấu cánh cụt - = Dưa hấu chim cánh cụt,Quy tắc: Z - = Z
Hai kết quả: cá mập chim cánh cụt * cá mập hải cẩu = cá mập chim cánh cụt | đại bàng * ngựa đại bàng = đại bàng,Quy tắc: Z * X = Z
Hai kết quả: lê rắn hổ mang + hải cẩu chim cánh cụt + lê rắn hổ mang * | Cò + trâu + cò *,Quy tắc: Z + Y + Z *
Hai kết quả: * dâu tây + kiwi dâu tây | * Kiwi ngựa vằn + Đại bàng dâu táo,Quy tắc: * X + Y Z
