question,target
"Nếu Alice hạnh phúc, thì Alice yếu đuối.
Nếu Alice trẻ và nhanh, thì Alice tròn.
Nếu Alice mạnh mẽ và nóng bỏng, thì Alice chậm.
Nếu Alice có màu đỏ hoặc nhỏ, thì Alice thật đáng sợ.
Nếu Alice xấu và lạnh, thì Alice có màu xanh lá cây.
Điều:
Alice yếu đuối và nhỏ bé.
Những điều sau đây có thể được xác định về Alice:",Alice thật đáng sợ.
"Nếu một con gấu trúc có màu xanh lá cây và lạnh, thì gấu trúc rất nhanh.
Nếu một con gấu trúc to hoặc sạch, thì gấu trúc có màu tím.
Nếu một con gấu trúc buồn, thì gấu trúc nhỏ.
Nếu một con gấu trúc đáng sợ và xinh đẹp, thì gấu trúc rất nóng.
Nếu một con gấu trúc còn nhỏ, thì gấu trúc chậm.
Điều:
Gấu trúc mạnh và yếu.
Những điều sau đây có thể được xác định về gấu trúc:",Sự không có.
"Nếu Bob hạnh phúc hay xinh đẹp, thì Bob rất hấp dẫn.
Nếu Bob có màu đỏ, thì Bob thật đáng sợ.
Nếu Bob còn trẻ hoặc tím, thì Bob rất mạnh.
Nếu Bob yếu và nhanh, thì Bob tròn.
Nếu Bob nhỏ hoặc màu xanh lá cây, thì Bob xấu.
Điều:
Bob buồn và tím tái.
Những điều sau đây có thể được xác định về Bob:",Bob rất mạnh mẽ.
"Nếu một con mèo nhỏ và màu xanh, thì con mèo rất vui.
Nếu một con mèo sạch sẽ và thông minh, thì con mèo nóng.
Nếu một con mèo có màu xanh lá cây và già, thì con mèo thật nhàm chán.
Nếu một con mèo mạnh mẽ hay buồn bã, thì con mèo rất nhanh.
Nếu một con mèo đáng sợ hoặc xinh đẹp, thì con mèo mềm mại.
Điều:
Con mèo có màu xanh và nhỏ.
Những điều sau đây có thể được xác định về con mèo:",Con mèo hạnh phúc.
"Nếu một con thỏ thông minh và hạnh phúc, thì thỏ rất đẹp.
Nếu một con thỏ có màu xanh lá cây, thì thỏ yếu.
Nếu một con thỏ có màu xanh hoặc nhanh, thì thỏ thật đáng sợ.
Nếu một con thỏ tốt và nóng, thì thỏ buồn.
Nếu một con thỏ có màu tím, thì thỏ có màu đỏ.
Điều:
Con thỏ rất đẹp và nhanh nhẹn.
Những điều sau đây có thể được xác định về thỏ:",Con thỏ thật đáng sợ.
"Nếu một cây nhanh hoặc lạnh, thì cây to.
Nếu một cái cây đáng sợ, thì cây yếu.
Nếu một cây xanh hoặc trẻ, thì cây đã già.
Nếu một cây chậm, thì cây hạnh phúc.
Nếu một cây sạch và xấu, thì cây khỏe.
Điều:
Cây có màu xanh và xanh lá cây.
Những điều sau đây có thể được xác định về cây:",Cây đã già.
"Nếu một bông hoa hướng dương có màu xanh và nhanh, thì hoa hướng dương sạch.
Nếu một bông hoa hướng dương buồn, thì hoa hướng dương yếu.
Nếu một bông hoa hướng dương xấu hoặc mạnh, thì hoa hướng dương còn non.
Nếu một bông hoa hướng dương già hoặc lớn, thì hoa hướng dương chậm.
Nếu một bông hoa hướng dương nhỏ, thì hoa hướng dương có màu xanh lá cây.
Điều:
Hoa hướng dương có màu xanh và buồn.
Những điều sau đây có thể được xác định về hướng dương:",Hoa hướng dương yếu.
"Nếu một cây có màu tím, thì cây là tốt.
Nếu một cây lạnh, thì cây có màu đỏ.
Nếu một cây tròn và nhàm chán, thì cây yếu.
Nếu một cái cây nhanh, thì cây thật đáng sợ.
Nếu một cái cây thông minh và mạnh mẽ, thì cây đó lớn.
Điều:
Cây sạch và lạnh.
Những điều sau đây có thể được xác định về cây:",Cây có màu đỏ.
"Nếu Alice có màu xanh, thì Alice tròn.
Nếu Alice đáng sợ hoặc nhàm chán, thì Alice có màu đỏ.
Nếu Alice còn trẻ hay xấu, thì Alice đang hạnh phúc.
Nếu Alice có màu tím hoặc mạnh, thì Alice sạch sẽ.
Nếu Alice chậm, thì Alice nhanh.
Điều:
Alice nhỏ bé và đáng sợ.
Những điều sau đây có thể được xác định về Alice:",Alice có màu đỏ.
"Nếu Dan xấu, thì Dan nhỏ.
Nếu Dan tròn, thì Dan mềm.
Nếu Dan xinh đẹp và thông minh, thì Dan là người tốt.
Nếu Dan sạch sẽ và nhàm chán, thì Dan chậm.
Nếu Dan to và xanh, thì Dan đã già.
Điều:
Dan nhàm chán và sạch sẽ.
Những điều sau đây có thể được xác định về Dan:",Dan chậm chạp.
"Nếu một con gấu nhàm chán, thì con gấu sạch sẽ.
Nếu một con gấu có màu xanh và già, thì con gấu mềm.
Nếu một con gấu tốt hoặc màu xanh lá cây, thì con gấu rất thông minh.
Nếu một con gấu chậm hoặc xấu, thì con gấu còn nhỏ.
Nếu một con gấu nóng, thì con gấu buồn.
Điều:
Con gấu tốt và mạnh mẽ.
Những điều sau đây có thể được xác định về con gấu:",Con gấu thông minh.
"Nếu chuột lạnh, thì chuột có màu xanh lá cây.
Nếu một con chuột chậm hoặc xấu, thì con chuột lớn.
Nếu một con chuột sạch sẽ và tốt, thì con chuột thật nhàm chán.
Nếu một con chuột cũ hoặc nóng, thì con chuột rất đẹp.
Nếu một con chuột thông minh hoặc buồn, thì con chuột nhỏ.
Điều:
Chuột chậm và yếu.
Những điều sau đây có thể được xác định về chuột:",Con chuột lớn.
"Nếu Alice tròn, thì Alice buồn.
Nếu Alice mềm, thì Alice nóng.
Nếu Alice già, thì Alice hạnh phúc.
Nếu Alice nhỏ, thì Alice có màu xanh.
Nếu Alice nhàm chán, thì Alice có màu đỏ.
Điều:
Alice thật đáng sợ và xấu xa.
Những điều sau đây có thể được xác định về Alice:",Sự không có.
"Nếu Carol có màu tím, thì Carol nhanh.
Nếu Carol có màu xanh, thì Carol rất mạnh.
Nếu Carol chậm chạp, thì Carol tốt.
Nếu Carol sạch sẽ và nhàm chán, thì Carol thật tệ.
Nếu Carol nóng hay buồn, thì Carol yếu đuối.
Điều:
Carol già và tím.
Những điều sau đây có thể được xác định về Carol:",Carol rất nhanh.
"Nếu Alice thông minh, thì Alice đã già.
Nếu Alice có màu xanh, thì Alice yếu.
Nếu Alice xấu, thì Alice mềm mại.
Nếu Alice nhàm chán, thì Alice lạnh lùng.
Nếu Alice buồn, thì Alice thật đáng sợ.
Điều:
Alice xấu và đáng sợ.
Những điều sau đây có thể được xác định về Alice:",Alice mềm mại.
"Nếu Frank có màu đỏ, thì Frank tròn.
Nếu Frank già hay xấu, thì Frank yếu đuối.
Nếu Frank tốt và xanh, thì Frank rất đẹp.
Nếu Frank mạnh mẽ và to lớn, thì Frank mềm mại.
Nếu Frank đáng sợ, thì Frank có màu tím.
Điều:
Frank trẻ trung và mạnh mẽ.
Những điều sau đây có thể được xác định về Frank:",Sự không có.
"Nếu một con hươu cao cổ có màu tím, thì hươu cao cổ đã già.
Nếu một con hươu cao cổ buồn hoặc nóng, thì hươu cao cổ thật nhàm chán.
Nếu một con hươu cao cổ chậm hoặc đỏ, thì hươu cao cổ có màu xanh.
Nếu một con hươu cao cổ sạch sẽ và thông minh, thì hươu cao cổ rất đẹp.
Nếu một con hươu cao cổ hạnh phúc, thì hươu cao cổ là tốt.
Điều:
Hươu cao cổ thật đáng sợ và buồn bã.
Những điều sau đây có thể được xác định về hươu cao cổ:",Hươu cao cổ thật nhàm chán.
"Nếu một con mèo nhỏ, thì con mèo chậm.
Nếu một con mèo xấu, thì con mèo sạch sẽ.
Nếu một con mèo lạnh hoặc đỏ, thì con mèo là tốt.
Nếu một con mèo hạnh phúc và yếu đuối, thì con mèo rất nhanh.
Nếu một con mèo buồn, thì con mèo rất khỏe.
Điều:
Con mèo mềm và to.
Những điều sau đây có thể được xác định về con mèo:",Sự không có.
"Nếu một con hổ nhàm chán, thì con hổ có màu xanh.
Nếu một con hổ nóng, thì con hổ rất thông minh.
Nếu một con hổ yếu hoặc mạnh, thì con hổ tròn.
Nếu một con hổ nhỏ và đỏ, thì con hổ là tốt.
Nếu một con hổ hạnh phúc và tím, thì con hổ rất nhanh.
Điều:
Con hổ hạnh phúc và yếu đuối.
Những điều sau đây có thể được xác định về hổ:",Con hổ tròn.
"Nếu một bông hoa hướng dương có màu xanh lá cây, thì hoa hướng dương là thông minh.
Nếu một bông hoa hướng dương mềm và xấu, thì hoa hướng dương có màu xanh.
Nếu một bông hoa hướng dương nóng, thì hoa hướng dương hạnh phúc.
Nếu một bông hoa hướng dương nhanh, thì hoa hướng dương thật nhàm chán.
Nếu một bông hoa hướng dương buồn, thì hoa hướng dương yếu.
Điều:
Hoa hướng dương lạnh lẽo và buồn bã.
Những điều sau đây có thể được xác định về hướng dương:",Hoa hướng dương yếu.
"Nếu Erin yếu đuối và lạnh lùng, thì Erin tốt.
Nếu Erin chậm và đỏ, thì Erin thật nhàm chán.
Nếu Erin còn trẻ và sạch sẽ, thì Erin rất buồn.
Nếu Erin xấu hoặc mềm, thì Erin nhỏ.
Nếu Erin xinh đẹp, thì Erin nóng bỏng.
Điều:
Erin có màu đỏ và sạch sẽ.
Những điều sau đây có thể được xác định về Erin:",Sự không có.
"Nếu một con hổ tròn, thì con hổ sạch sẽ.
Nếu một con hổ mạnh mẽ và già, thì con hổ chậm.
Nếu một con hổ to và đỏ, thì con hổ rất thông minh.
Nếu một con hổ tốt hoặc đẹp, thì con hổ có màu xanh lá cây.
Nếu một con hổ mềm, thì con hổ có màu xanh.
Điều:
Con hổ tròn và đỏ.
Những điều sau đây có thể được xác định về hổ:",Con hổ sạch sẽ.
"Nếu một con nhím tốt, thì con nhím còn non.
Nếu một con nhím nhanh và lạnh, thì con nhím đã già.
Nếu một con nhím xấu, thì con nhím thật đáng sợ.
Nếu một con nhím nóng và xanh, thì con nhím rất thông minh.
Nếu một con nhím nhỏ, thì con nhím có màu đỏ.
Điều:
Con nhím nhỏ và đẹp.
Những điều sau đây có thể được xác định về con nhím:",Con nhím có màu đỏ.
"Nếu một cây bồ công anh nóng hoặc sạch, thì bồ công anh rất buồn.
Nếu một cây bồ công anh còn trẻ, thì bồ công anh đã già.
Nếu một cây bồ công anh nhỏ, thì bồ công anh có màu xanh lá cây.
Nếu một cây bồ công anh là hạnh phúc hay xấu, thì bồ công anh thật đáng sợ.
Nếu một cây bồ công anh nhàm chán, thì bồ công anh rất nhanh.
Điều:
Bồ công anh đã già và xấu.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh thật đáng sợ.
"Nếu một cây xấu, thì cây còn non.
Nếu một cây có màu tím và đẹp, thì cây rất khỏe.
Nếu một cây có màu xanh và nhỏ, thì cây hạnh phúc.
Nếu một cây có màu đỏ hoặc mềm, thì cây là tốt.
Nếu một cây nhanh và già, thì cây đó thật đáng sợ.
Điều:
Cây có màu tím và xấu.
Những điều sau đây có thể được xác định về cây:",Cây còn non.
"Nếu một cây bồ công anh buồn, thì bồ công anh là thông minh.
Nếu bồ công anh đẹp, thì bồ công anh nhanh.
Nếu một cây bồ công anh già và yếu, thì bồ công anh chậm.
Nếu bồ công anh lạnh, thì bồ công anh sạch.
Nếu bồ công anh nóng, thì bồ công anh có màu đỏ.
Điều:
Bồ công anh lạnh và mạnh.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh sạch sẽ.
"Nếu Dan già, thì Dan hạnh phúc.
Nếu Dan đẹp, thì Dan buồn.
Nếu Dan xấu, thì Dan có màu tím.
Nếu Dan nhanh hay trẻ, thì Dan rất thông minh.
Nếu Dan sạch sẽ, thì Dan là tốt.
Điều:
Dan có màu xanh và đẹp.
Những điều sau đây có thể được xác định về Dan:",Dan buồn.
"Nếu một con nhím đáng sợ hoặc sạch sẽ, thì con nhím rất khỏe.
Nếu một con nhím lạnh và xấu, thì con nhím rất vui.
Nếu một con nhím nhanh, thì con nhím chậm.
Nếu một con nhím tròn và đỏ, thì con nhím thật nhàm chán.
Nếu một con nhím nóng và mềm, thì con nhím còn nhỏ.
Điều:
Con nhím có màu xanh và đáng sợ.
Những điều sau đây có thể được xác định về con nhím:",Con nhím rất khỏe.
"Nếu Erin mềm mại hoặc đáng sợ, thì Erin nóng bỏng.
Nếu Erin nhanh, thì Erin tròn.
Nếu Erin yếu đuối và lạnh lùng, thì Erin còn trẻ.
Nếu Erin buồn, thì Erin chậm.
Nếu Erin hạnh phúc và già đi, thì Erin thật nhàm chán.
Điều:
Erin buồn và nhỏ bé.
Những điều sau đây có thể được xác định về Erin:",Erin chậm chạp.
"Nếu một con voi xấu và nóng, thì con voi mềm.
Nếu một con voi sạch sẽ, thì con voi nhỏ.
Nếu một con voi tốt hoặc tròn, thì con voi có màu đỏ.
Nếu một con voi có màu xanh, thì con voi thật đáng sợ.
Nếu một con voi yếu, thì con voi mạnh mẽ.
Điều:
Con voi xanh và sạch.
Những điều sau đây có thể được xác định về con voi:",Con voi nhỏ.
"Nếu một con gấu mềm hoặc yếu, thì con gấu thật nhàm chán.
Nếu một con gấu có màu xanh lá cây hoặc hạnh phúc, thì con gấu có màu tím.
Nếu một con gấu già, thì con gấu là tốt.
Nếu một con gấu có màu đỏ, thì con gấu rất khỏe.
Nếu một con gấu thông minh, thì con gấu buồn.
Điều:
Con gấu mạnh mẽ và già.
Những điều sau đây có thể được xác định về con gấu:",Con gấu là tốt.
"Nếu Frank mềm, thì Frank có màu xanh.
Nếu Frank có màu đỏ, thì Frank yếu.
Nếu Frank tròn trịa và hạnh phúc, thì Frank rất thông minh.
Nếu Frank lạnh, thì Frank nhanh.
Nếu Frank mạnh mẽ hay giỏi, thì Frank đã già.
Điều:
Frank tròn và giỏi.
Những điều sau đây có thể được xác định về Frank:",Frank đã già.
"Nếu một con voi tốt, thì con voi mạnh mẽ.
Nếu một con voi sạch hoặc xấu, thì con voi có màu xanh.
Nếu một con voi chậm hoặc mềm, thì con voi rất đẹp.
Nếu một con voi có màu xanh lá cây, thì con voi nhỏ.
Nếu một con voi đáng sợ, thì con voi đã già.
Điều:
Con voi tốt và buồn.
Những điều sau đây có thể được xác định về con voi:",Con voi rất khỏe.
"Nếu một con sư tử lạnh, thì sư tử nhỏ.
Nếu một con sư tử hạnh phúc, thì sư tử còn nhỏ.
Nếu một con sư tử mềm hoặc đỏ, thì sư tử đã già.
Nếu một con sư tử có màu xanh và nhanh, thì sư tử rất khỏe.
Nếu một con sư tử chậm, thì sư tử tròn.
Điều:
Con sư tử chậm và nóng.
Những điều sau đây có thể được xác định về sư tử:",Con sư tử tròn.
"Nếu một con voi hạnh phúc, thì con voi có màu đỏ.
Nếu một con voi có màu xanh, thì con voi thật đáng sợ.
Nếu một con voi già và khỏe, thì con voi là tốt.
Nếu một con voi lớn, thì con voi mềm.
Nếu một con voi xấu, thì con voi còn nhỏ.
Điều:
Con voi nhanh và to.
Những điều sau đây có thể được xác định về con voi:",Con voi mềm mại.
"Nếu Dan tím hoặc nóng, thì Dan thật nhàm chán.
Nếu Dan giỏi hay chậm, thì Dan đẹp.
Nếu Dan thông minh và già nua, thì Dan mềm yếu.
Nếu Dan lạnh, thì Dan lớn.
Nếu Dan xanh và xấu, thì Dan yếu.
Điều:
Dan hạnh phúc và tốt bụng.
Những điều sau đây có thể được xác định về Dan:",Dan rất đẹp.
"Nếu một con hươu cao cổ buồn, thì hươu cao cổ rất khỏe.
Nếu một con hươu cao cổ là tốt, thì hươu cao cổ rất đẹp.
Nếu một con hươu cao cổ chậm hoặc yếu, thì hươu cao cổ lạnh.
Nếu một con hươu cao cổ hạnh phúc, thì hươu cao cổ mềm.
Nếu một con hươu cao cổ có màu tím, thì hươu cao cổ có màu xanh.
Điều:
Hươu cao cổ buồn và nhàm chán.
Những điều sau đây có thể được xác định về hươu cao cổ:",Hươu cao cổ rất khỏe.
"Nếu bồ công anh yếu, thì bồ công anh là thông minh.
Nếu một cây bồ công anh có màu đỏ hoặc mềm, thì bồ công anh chậm.
Nếu bồ công anh lạnh và tốt, thì bồ công anh rất đẹp.
Nếu một cây bồ công anh là xấu, thì bồ công anh là lớn.
Nếu một cây bồ công anh nhàm chán, thì bồ công anh có màu tím.
Điều:
Bồ công anh là xấu và yếu.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh là thông minh và lớn.
"Nếu Frank tốt, thì Frank buồn.
Nếu Frank mạnh, thì Frank có màu đỏ.
Nếu Frank hạnh phúc, thì Frank sạch sẽ.
Nếu Frank trẻ và mềm mại, thì Frank xấu.
Nếu Frank có màu xanh, thì Frank thật nhàm chán.
Điều:
Frank chậm chạp và tốt.
Những điều sau đây có thể được xác định về Frank:",Frank buồn.
"Nếu Bob buồn hay đẹp, thì Bob đang vui.
Nếu Bob giỏi hay lớn, thì Bob rất nhanh.
Nếu Bob lạnh lùng và thông minh, thì Bob có màu xanh lá cây.
Nếu Bob chậm và nóng, thì Bob nhỏ.
Nếu Bob nhàm chán và trẻ trung, thì Bob rất mạnh mẽ.
Điều:
Bob tròn và đẹp.
Những điều sau đây có thể được xác định về Bob:",Bob hạnh phúc.
"Nếu Frank chậm, thì Frank sạch sẽ.
Nếu Frank già, thì Frank tốt.
Nếu Frank trẻ và xinh đẹp, thì Frank thật nhàm chán.
Nếu Frank đáng sợ, thì Frank lạnh.
Nếu Frank xấu, thì Frank mềm mại.
Điều:
Frank chậm chạp và tồi tệ.
Những điều sau đây có thể được xác định về Frank:",Frank sạch sẽ và mềm mại.
"Nếu một con hà mã có màu xanh lá cây hoặc nóng, thì hà mã là tốt.
Nếu một con hà mã lớn, thì hà mã thật đáng sợ.
Nếu một con hà mã tròn hoặc nhỏ, thì hà mã rất đẹp.
Nếu một con hà mã còn nhỏ, thì hà mã lạnh.
Nếu một con hà mã có màu đỏ, thì hà mã thật nhàm chán.
Điều:
Con hà mã buồn và nhỏ.
Những điều sau đây có thể được xác định về hà mã:",Hà mã rất đẹp.
"Nếu Erin to lớn và xinh đẹp, thì Erin sạch sẽ.
Nếu Erin thông minh, thì Erin thật đáng sợ.
Nếu Erin lạnh lùng và già nua, thì Erin thật nhàm chán.
Nếu Erin mạnh mẽ hoặc hạnh phúc, thì Erin rất nhanh.
Nếu Erin có màu xanh lá cây, thì Erin yếu.
Điều:
Erin buồn và đáng sợ.
Những điều sau đây có thể được xác định về Erin:",Sự không có.
"Nếu một bông hồng mềm, thì hoa hồng rất đẹp.
Nếu một bông hồng nhỏ và buồn, thì hoa hồng thật nhàm chán.
Nếu một bông hồng đáng sợ và sạch sẽ, thì hoa hồng là xấu.
Nếu một bông hồng yếu hoặc mạnh, thì hoa hồng là thông minh.
Nếu một bông hồng có màu tím hoặc đỏ, thì hoa hồng là tốt.
Điều:
Hoa hồng đáng sợ và đỏ.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng là tốt.
"Nếu Carol có màu đỏ, thì Carol rất đẹp.
Nếu Carol tím thì Carol buồn.
Nếu Carol có màu xanh lá cây, thì Carol rất khỏe.
Nếu Carol lạnh, thì Carol còn trẻ.
Nếu Carol già, thì Carol còn nhỏ.
Điều:
Carol đã già và tốt.
Những điều sau đây có thể được xác định về Carol:",Carol nhỏ.
"Nếu Bob to lớn hoặc sạch sẽ, thì Bob xấu.
Nếu Bob già hoặc hạnh phúc, thì Bob còn trẻ.
Nếu Bob xinh đẹp, thì Bob yếu đuối.
Nếu Bob nhỏ, thì Bob buồn.
Nếu Bob nhàm chán và đáng sợ, thì Bob rất hấp dẫn.
Điều:
Bob thông minh và xinh đẹp.
Những điều sau đây có thể được xác định về Bob:",Bob yếu đuối.
"Nếu một cây anh túc già và khỏe, thì cây anh túc rất buồn.
Nếu một cây anh túc mềm hoặc đáng sợ, thì cây anh túc có màu đỏ.
Nếu một cây anh túc nhàm chán, thì cây anh túc rất đẹp.
Nếu một cây anh túc to hoặc yếu, thì cây anh túc rất thông minh.
Nếu một cây anh túc chậm hoặc tròn, thì cây anh túc nhanh.
Điều:
Cây anh túc mạnh mẽ và già.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc buồn.
"Nếu một cây xấu, thì cây lạnh.
Nếu một cây chậm và tròn, thì cây có màu đỏ.
Nếu một cái cây hạnh phúc và thông minh, thì cây có màu tím.
Nếu một cây mềm hoặc nhanh, thì cây đã già.
Nếu một cây xanh, thì cây sạch.
Điều:
Cây chậm và buồn.
Những điều sau đây có thể được xác định về cây:",Sự không có.
"Nếu một bông hoa hướng dương mềm và đẹp, thì hoa hướng dương thật nhàm chán.
Nếu một bông hoa hướng dương có màu xanh, thì hướng dương yếu.
Nếu một bông hoa hướng dương có màu xanh lá cây và nóng, thì hoa hướng dương rất mạnh.
Nếu một bông hoa hướng dương buồn, thì hoa hướng dương có màu tím.
Nếu một bông hoa hướng dương có màu đỏ, thì hoa hướng dương là thông minh.
Điều:
Hoa hướng dương mạnh mẽ và màu xanh.
Những điều sau đây có thể được xác định về hướng dương:",Hoa hướng dương yếu.
"Nếu một con nhím già và đỏ, thì con nhím yếu.
Nếu một con nhím xấu, thì con nhím nhỏ.
Nếu một con nhím tốt, thì con nhím có màu xanh.
Nếu một con nhím chậm và nóng, thì con nhím tròn.
Nếu một con nhím hạnh phúc hoặc lớn, thì con nhím rất thông minh.
Điều:
Con nhím là tốt và xấu.
Những điều sau đây có thể được xác định về con nhím:",Con nhím nhỏ và xanh.
"Nếu Dan chậm và già, thì Dan có màu xanh lá cây.
Nếu Dan to và tím, thì Dan sạch sẽ.
Nếu Dan đáng sợ và tốt, thì Dan đang nóng.
Nếu Dan nhanh hay xấu, thì Dan thật nhàm chán.
Nếu Dan tròn và mềm thì Dan lạnh.
Điều:
Dan xấu và lạnh.
Những điều sau đây có thể được xác định về Dan:",Dan thật nhàm chán.
