source,target
Hai kết quả: = - = chuối cá voi chuối | = - = Đại bàng lê,Quy tắc: = - = Y X
Hai kết quả: trâu + = việt quất * | blackberry + = cá mập chim cánh cụt *,Quy tắc: Y + = Z *
Hai kết quả: + hải cẩu ngựa vằn đào = | + Ngựa vằn dâu tây hải cẩu việt quất =,Quy tắc: + Y x Z =
Hai kết quả: = lê + chuột chuột - | = táo + đại bàng đại bàng -,Quy tắc: = Y + Z Z -
Hai kết quả: = cò + việt quất + cò | = Cò kiwi + Hải cẩu + Cò kiwi,Quy tắc: = Z + X + Z
Hai kết quả: cò cá mập cò cá mập đào kiwi * * * | Ngựa vằn nho Zebra Nho Chuột Cá mập * * *,Quy tắc: X X Y * * * *
Hai kết quả: * kiwi blackberry kiwi blackberry + | * Trâu táo +,Quy tắc: * Y Y +
"Hai kết quả: - + Cò chuột ngựa vằn + | - + Nho táo, dâu tây, dâu tây +",Quy tắc: - + Z Y Y +
Hai kết quả: cá mập dưa hấu = - cá mập dưa hấu | cá voi = - cá voi,Quy tắc: Z = - Z
Hai kết quả: * Sư tử cò - Rắn hổ mang đại bàng Rắn hổ mang | * Con trâu - con dấu,Quy tắc: * X - Z Z
Hai kết quả: dâu tây dâu đen * = rắn hổ mang cá voi hổ mang | rắn hổ mang * = kiwi kiwi,Quy tắc: Z * = Y Y
Hai kết quả: ngựa đào đào - = * rắn hổ mang đào | Chim cánh cụt - = * Ngựa táo,Quy tắc: Y Y - = * X
Hai kết quả: rắn hổ mang cá voi + - + | kiwi đào ngựa + - +,Quy tắc: Y X + - +
"Hai kết quả: + lê trâu - kiwi * | + Lê Ngựa - Dưa hấu, Chuối *",Quy tắc: + Y - X *
Hai kết quả: = kiwi kiwi = - | = Đại bàng đại bàng = -,Quy tắc: = Z Z = -
"Hai kết quả: + Đại bàng lê lê + | + Sư tử cá mập, sư tử, sư tử +",Quy tắc: + Y Y +
Hai kết quả: kiwi kiwi + + kiwi cá mập + | ngựa + + chim cánh cụt chuột +,Quy tắc: Z Z + + Y +
Hai kết quả: + ngựa dâu + = ngựa | + Chuối đen + = Chuối,Quy tắc: + X Y + = Y
Hai kết quả: * = rắn hổ mang việt quất sư tử | * = Ngựa vằn dâu đen,Quy tắc: * = X Y
Hai kết quả: = đào dưa hấu hải cẩu ngựa + * | = Đại bàng đại bàng cá voi + *,Quy tắc: = Y X X + *
Hai kết quả: + - cò blackberry | + - Trâu đại bàng,Quy tắc: + - Z Y
Hai kết quả: = cá voi = = chim cánh cụt ngựa chim cánh cụt | = Kiwi cá voi = = Chim cánh cụt táo Chim cánh cụt táo,Quy tắc: = Y = = X X
Hai kết quả: - quả việt quất rắn hổ mang * cá voi * | - Chuối chim cánh cụt * Đào nho *,Quy tắc: - Y * X *
Hai kết quả: táo ngựa + * * táo ngựa | chuối dưa hấu + * * chuối dưa hấu,Quy tắc: Y + * * Y
Hai kết quả: = sư tử * ngựa vằn blackberry lion | = Ngựa vằn dâu đen * Ngựa vằn Blackberry Chim cánh cụt cá mập,Quy tắc: = X * Z X
Hai kết quả: * + dâu tây + dâu nho | * + BlackBerry + Đại bàng hải cẩu BlackBerry,Quy tắc: * + X + Y X
Hai kết quả: hải cẩu táo + + dâu đào ngựa vằn | hải cẩu trâu + + dâu đen cá voi,Quy tắc: Y + + Z X
Hai kết quả: ngựa vằn nho vằn nho + * nho nho | trâu nho trâu nho + * rắn hổ mang táo,Quy tắc: Y Y + * X
Hai kết quả: * dâu tây - chuột + lê chuột | * Trâu - dâu ngựa + dưa hấu,Quy tắc: * X - Z + Y
Hai kết quả: cá voi = = cá voi = | nho cá voi = = nho cá voi =,Quy tắc: Y = = Y =
Hai kết quả: ngựa nho + = | Chim cánh cụt dưa hấu đào táo + =,Quy tắc: Y Z + =
Hai kết quả: = lê dưa hấu dưa hấu chuột trâu - | = ngựa chim cánh cụt chim cánh cụt đại bàng đào -,Quy tắc: = x x y -
Hai kết quả: kiwi = * kiwi = | Rắn hổ mang kiwi = * Rắn hổ mang kiwi =,Quy tắc: X = * X =
"Hai kết quả: việt quất, dưa hấu, trâu, chuối, trâu, chuối = = | cá voi lê kiwi lê kiwi = =",Quy tắc: Y Z Z = =
Hai kết quả: = * rắn hổ mang trâu rắn hổ mang trâu trâu = | = * hải cẩu lê hải cẩu lê lê lê =,Quy tắc: = * x x x =
Hai kết quả: + chuối chuối * | + Trâu *,Quy tắc: + Z Z *
Hai kết quả: chuối nho = - chuối nho chuối | Cá mập chuột = - Cá mập chuột Cá mập chuột,Quy tắc: Y = - Y Y
Hai kết quả: = đào táo * lê táo đào * | = Nho đào * Nho đào táo trâu *,Quy tắc: = Z * Y Z *
Hai kết quả: chuột ngựa việt quất - = | Táo đào chuột - =,Quy tắc: X Y - =
Hai kết quả: ngựa vằn - dâu đen = ngựa vằn = | chuột - chuối = chuột =,Quy tắc: Z - X = Z =
Hai kết quả: - đào đào dâu = | - Ngựa hổ mang đào đào =,Quy tắc: - Z Z X =
Hai kết quả: = táo + sư tử nho | = ngựa vằn sư tử + lê,Quy tắc: = X + Z
Hai kết quả: kiwi rat shark chuối = ngựa vằn dâu đen * | Nho chim cánh cụt blackberry = quả việt quất cá voi *,Quy tắc: Y x = Z *
Hai kết quả: * Ngựa vằn đào - Cò cá voi | * Cò - ngựa,Quy tắc: * X - Z
Hai kết quả: sư tử = + sư tử sư tử * | cá voi = + cá voi *,Quy tắc: Z = + Z Z *
Hai kết quả: con dấu kiwi dâu tây + dâu tây + | việt quất việt quất + việt quất +,Quy tắc: Y Z + Y +
Hai kết quả: * kiwi + + kiwi | * trâu + + trâu,Quy tắc: * Z + + Z
Hai kết quả: = dâu tây đại bàng * dâu tây đại bàng | = chuột cá mập * chuột cá mập,Quy tắc: = Z * Z
Hai kết quả: rắn hổ mang * ngựa - - | Ngựa vằn * trâu trâu - -,Quy tắc: Z * X - -
Hai kết quả: cá voi * chuột ngựa + - | quả việt quất * Chuối đại bàng + -,Quy tắc: X * Z + -
Hai kết quả: đại bàng rắn hổ mang = nho + * | rắn hổ mang = rắn hổ mang + *,Quy tắc: Z = X + *
Hai kết quả: lê - = rắn hổ mang đào đào * | việt quất - = con dấu chuối *,Quy tắc: Z - = Y Y *
Hai kết quả: * ngựa nho ngựa lê lê seal + * | * Con dấu con dấu dâu tây + *,Quy tắc: * Z Z Y + *
"Hai kết quả: + con dấu kiwi ngựa nho con dấu kiwi * | + Đại bàng chuột, sư tử, cá mập, sư tử, cá mập *",Quy tắc: + Z Y Y *
Hai kết quả: niêm phong táo = + * đào | dâu nho = + * táo chuột,Quy tắc: Z = + * Y
Hai kết quả: + nho * nho | + Cá voi * Cá voi,Quy tắc: + Z * Z
Hai kết quả: ngựa - - - lê | quả việt quất - - - Chuối chim cánh cụt,Quy tắc: Z - - - X
Hai kết quả: * + ngựa ngựa | * + táo táo,Quy tắc: * + X X
Hai kết quả: = * Sư tử cá mập ngựa vằn chuối - Cò việt quất | = * Chim cánh cụt dâu việt quất - chim cánh cụt cò,Quy tắc: = * Z X - Y
Hai kết quả: - + Cá mập cò trâu | - + Nho việt quất đại bàng ngựa,Quy tắc: - + X Z
Hai kết quả: ngựa vằn * ngựa vằn táo + | Hải cẩu việt quất * Hải cẩu trâu việt quất +,Quy tắc: Z * Y Z +
"Hai kết quả: + Ngựa vằn chuột Hải cẩu Ngựa vằn Sư tử Chuột - | + Ngựa vằn, sư tử, chuối, rắn hổ mang, ngựa vằn, sư tử -",Quy tắc: + X Z X -
Hai kết quả: = cá mập * cò = lê rắn hổ mang | = quả việt quất * nho dưa hấu = ngựa vằn rắn hổ mang,Quy tắc: = X * Y = Z
Hai kết quả: = rắn hổ mang lê cá mập hải cẩu + hải cẩu nho | = Hải cẩu Chuột Chuối Ngựa + Dưa hấu,Quy tắc: = Z Y + X
Hai kết quả: dâu tây cá mập đại bàng = = cá voi | đào cá mập = = cá mập cò,Quy tắc: Z Y = = X
Hai kết quả: = cá voi voi * - rắn hổ mang ngựa vằn | = Đại bàng dâu tây * - hải cẩu,Quy tắc: = Z Z * - Y
Hai kết quả: = - + cá mập lê ngựa cá mập cá mập | = - + Ngựa vằn rắn hổ mang Chuột dưa hấu,Quy tắc: = - + Z Y X
Hai kết quả: rắn hổ mang = = rắn hổ mang lê nho = | nho đào = = chuột việt quất lê nho =,Quy tắc: X = = Z Y =
Hai kết quả: kiwi cá mập cá mập kiwi = * = táo dưa hấu | Con dấu = * = ngựa vằn lê,Quy tắc: X x = * = Y
Hai kết quả: đại bàng đại bàng = - táo | Rắn hổ mang đại bàng rắn hổ mang = - nho,Quy tắc: Z Z = - X
"Hai kết quả: * - nho chuối blackberry zebra blackberry zebra | * - Chuối việt quất, chim cánh cụt chim cánh cụt",Quy tắc: * - Z X X
Hai kết quả: đại bàng đại bàng - * * | Cá mập cá mập - * *,Quy tắc: Y Y - * *
"Hai kết quả: + cò lê cò lê cò lê + | + dâu đen, việt quất, việt quất, việt quất, blackberry, việt quất +",Quy tắc: + Y Y Y +
Hai kết quả: * Hải cẩu cò + Hải cẩu cò nho | * sư tử + sư tử cá mập ngựa vằn,Quy tắc: * Z + X Z
Hai kết quả: * - zebra shark eagle blueberry eagle blueberry | * - Đại bàng cá voi đào,Quy tắc: * - X Y Y
Hai kết quả: = = trâu chuột cá mập dưa hấu blackberry = | = = chim cánh cụt ngựa cò =,Quy tắc: = = X Z Y =
Hai kết quả: * Ngựa vằn việt quất ngựa vằn cá mập ngựa vằn việt quất + + | * Rắn hổ mang đào sư tử đào + +,Quy tắc: * Z Y Z + +
Hai kết quả: - * Nho Blackberry Zebra + | - * Nho đào kiwi +,Quy tắc: - * Y X +
Hai kết quả: đào dâu tây * - cá mập cá mập + | Cá voi chuột * - quả việt quất +,Quy tắc: X * - Z +
Hai kết quả: sư tử + đào cò - | đào + cò trâu -,Quy tắc: Y + Z -
Hai kết quả: đại bàng cò = + táo đại bàng cò | Trâu chuột = + Cá mập ngựa vằn trâu chuột,Quy tắc: Y = + Y X
Hai kết quả: * dưa hấu dâu tây - = dâu tây dưa hấu cá voi dâu đen | * rắn hổ mang - = hải cẩu nho rắn hổ mang,Quy tắc: * X - = X Z
Hai kết quả: việt quất + = nho | cò ngựa vằn + = quả việt quất,Quy tắc: X + = Z
Hai kết quả: táo = + táo - | Cá voi chuột = + Cá voi chuột -,Quy tắc: X = + X -
Hai kết quả: - lê - - trâu | - Rắn hổ mang - - Dâu đen chuối,Quy tắc: - Z - - X
Hai kết quả: = sư tử sư tử * | = chim cánh cụt *,Quy tắc: = Y Y *
Hai kết quả: - dưa hấu dưa hấu dâu đen dưa hấu - | - Dâu đen đào đào -,Quy tắc: - X X Y -
Hai kết quả: * + rắn hổ mang blackberry | * + Chim cánh cụt Blackberry,Quy tắc: * + Z X
Hai kết quả: + Cá mập * Rắn hổ mang dưa hấu * Rắn hổ mang dưa hấu | + Blackberry * Chim cánh cụt đại bàng * Chim cánh cụt đại bàng,Quy tắc: + X * Z * Z
Hai kết quả: đào kiwi táo * - chuột cánh cụt | Sư tử Blackberry * - Sư tử kiwi,Quy tắc: Z X * - Y
Hai kết quả: táo táo = + - | đào đào = + -,Quy tắc: Y Y = + -
Hai kết quả: đại bàng sư tử - - | đào táo - -,Quy tắc: Z Y - -
"Hai kết quả: = ngựa dưa hấu = blackberry blackberry | = chuối = cò cá mập, cò cá mập, cò cá mập",Quy tắc: = Y = X X
Hai kết quả: = * cá voi dâu tây cá voi dâu chuối táo * | = * sư tử sư tử dâu tây cá voi *,Quy tắc: = * Z Z Y *
Hai kết quả: táo dưa hấu * = táo dưa hấu + | Kiwi rắn hổ mang * = kiwi rắn hổ mang +,Quy tắc: Z * = Z +
Hai kết quả: + trâu trâu cá mập trâu - trâu cá mập | + Lê - Lê,Quy tắc: + Y Y - Y
Hai kết quả: * dâu tây + cò dâu | * Chuối việt quất + Ngựa vằn táo chuối việt quất,Quy tắc: * X + X Z
Hai kết quả: * = dâu tây cò | * = ngựa vằn nho đào,Quy tắc: * = Y X
Hai kết quả: cá mập ngựa + đào - = | lê nho + trâu - =,Quy tắc: X + Z - =
Hai kết quả: chuối * dâu tây = = | chuột * đào = =,Quy tắc: X * Z = =
Hai kết quả: + + táo chuối táo chuối táo | + + Cá mập Blackberry Shark Blackberry Shark Blackberry,Quy tắc: + + X X X
Hai kết quả: * lê - - chuối | * Nho đào - - Blackberry,Quy tắc: * Y - - X
Hai kết quả: * dưa hấu + dưa hấu = | * ngựa vằn + ngựa vằn =,Quy tắc: * Z + Z =
Hai kết quả: * cò = cò = | * hải cẩu dâu tây = hải cẩu dâu tây =,Quy tắc: * Z = Z =
Hai kết quả: - + Chim cánh cụt chim cánh cụt | - + Blackberry Blackberry BlackBerry,Quy tắc: - + X Y X
Hai kết quả: kiwi blueberry - kiwi blueberry - * | Nho dưa hấu - Nho dưa hấu - *,Quy tắc: Z - Z - *
Hai kết quả: - - dâu đen việt quất trâu đại bàng trâu đại bàng - | - - Cá mập rắn hổ mang ngựa -,Quy tắc: - - Y X X -
Hai kết quả: cá mập * ngựa vằn chuối = cá mập | trâu * rắn hổ mang lê = kiwi cò,Quy tắc: Y * X = Z
"Hai kết quả: kiwi kiwi đào = = | chuối, sư tử, chuối, sư tử, việt quất = =",Quy tắc: Z Z Y = =
"Hai kết quả: + kiwi kiwi = | + Kiwi, lê, kiwi, lê =",Quy tắc: + X X =
Hai kết quả: - blackberry blackberry - + | - sư tử sư tử - +,Quy tắc: - Y Y - +
Hai kết quả: cá mập - cá mập + = | nho - nho + =,Quy tắc: X - X + =
Hai kết quả: cá mập + - cá mập | Dưa hấu đại bàng + - Dưa hấu đại bàng,Quy tắc: Y + - Y
Hai kết quả: - + Cá mập voi việt quất việt quất | - + Dâu việt quất rắn hổ mang,Quy tắc: - + Z Z X
Hai kết quả: - nho dâu tây cá mập dâu tây dâu tây - - | - Chuột cá mập ngựa - -,Quy tắc: - Z Y Z - -
Hai kết quả: hải cẩu việt quất hải cẩu việt quất * - | lê lê * -,Quy tắc: Y Y * -
Hai kết quả: + - lê đào táo | + - nho lê nho,Quy tắc: + - Z Y Z
Hai kết quả: blackberry đào blackberry đào - - ngựa vằn chuối * | việt quất việt quất - - rắn hổ mang dâu tây *,Quy tắc: Y Y - - Z *
Hai kết quả: = ngựa đại bàng = cá mập kiwi * | = chuột đại bàng = cá mập đại bàng *,Quy tắc: = Z = X *
Hai kết quả: ngựa vằn đại bàng + ngựa vằn đại bàng = | chim cánh cụt + chim cánh cụt =,Quy tắc: Z + Z =
Hai kết quả: - kiwi nho + = | - quả việt quất nho táo + =,Quy tắc: - Y Z Z + =
Hai kết quả: = = hải cẩu dâu đen hải cẩu chuột sư tử | = = quả việt quất chim cánh cụt đại bàng táo,Quy tắc: = = Z x Y
Hai kết quả: nho = blackberry = * nho | Lê việt quất = Kiwi = * Lê việt quất,Quy tắc: X = Y = * X
Hai kết quả: ngựa + * - con dấu | lê lê + * - quả việt quất,Quy tắc: Y + * - Z
Hai kết quả: sư tử - - * Ngựa vằn sư tử sư tử | chuối - - * nho trâu nho,Quy tắc: Y - - * Z Z
Hai kết quả: dâu tây * cò cò + cò cò | dâu đen * cò đào + cò đào,Quy tắc: Y * X + X
Hai kết quả: rắn hổ mang chuối * chuột chuối rắn hổ mang * | Con dấu * BlackBerry Lion Eagle nho *,Quy tắc: Z * Y X *
Hai kết quả: chuột kiwi táo - * | Dưa hấu việt quất táo - *,Quy tắc: X Z - *
Hai kết quả: = + + blackberry apple stork seal stork seal | = + + lê chuối,Quy tắc: = + + Z x X
Hai kết quả: * đại bàng đại bàng = - trâu trâu | * Kiwi Kiwi = - Ngựa vằn,Quy tắc: * x x = - y
Hai kết quả: + Kiwi nho đại bàng - | + Cá mập ngựa vằn -,Quy tắc: + Z Y -
Hai kết quả: đào ngựa * - sư tử sư tử | Cò ngựa vằn * - ngựa vằn Blackberry Zebra Blackberry BlackBerry,Quy tắc: Z * - Y Y
Hai kết quả: * * dưa hấu dưa hấu - dưa hấu | * * Hải cẩu chuột hải cẩu chuột - hải cẩu chuột,Quy tắc: * * X X - X
Hai kết quả: * rắn hổ mang nho * rắn hổ mang nho - | * Hải cẩu chuột * Hải cẩu chuột -,Quy tắc: * X * X -
Hai kết quả: chuối táo - - đại bàng | dưa hấu - - sư tử trâu,Quy tắc: X - - Y
Hai kết quả: cò trâu sư tử dưa hấu * hải cẩu * | Trâu táo lê dâu tây * rắn hổ mang *,Quy tắc: Z Y * X *
Hai kết quả: - - Hải cẩu rắn hổ mang * Hải cẩu rắn hổ mang | - - Hải cẩu việt quất * Hải cẩu việt quất Việt quất,Quy tắc: - - Y * Y Y
Hai kết quả: dâu đen dâu tây + * - dâu đen cá mập | Chim cánh cụt cá voi + * - táo,Quy tắc: Y + * - Z
Hai kết quả: kiwi + kiwi - * | dưa hấu + dưa hấu - *,Quy tắc: Y + Y - *
Hai kết quả: = - chuột chuột = kiwi | = - lê ngựa vằn = dâu táo,Quy tắc: = - X Y = Z
Hai kết quả: = rắn hổ mang dâu tây * ngựa | = rắn hổ mang * dưa hấu,Quy tắc: = Z * Y
Hai kết quả: * Cá voi - - Cá mập cá mập | * Cá mập - - Chuột cá mập Chuột cá mập,Quy tắc: * Z - - Y Y
Hai kết quả: cá voi trâu cánh cụt = quả việt quất = + | ngựa dâu tây = nho = +,Quy tắc: Y Z = X = +
Hai kết quả: = chuối * lê | = kiwi * lê,Quy tắc: = Y * X
Hai kết quả: ngựa = ngựa + - chim cánh cụt | đào chuột = đào chuột + - chuột dâu tây,Quy tắc: Y = Y + - X
Hai kết quả: chim cánh cụt chuột dâu tây = chim cánh cụt + | Kiwi cá voi Kiwi Chim cánh cụt = Kiwi cá voi +,Quy tắc: Y X = Y +
Hai kết quả: hải cẩu trâu + - - hải cẩu đào | ngựa + - - ngựa dâu tây,Quy tắc: Z + - - X Z
Hai kết quả: + nho cá mập đào + nho + | + Rắn hổ mang trâu + Rắn hổ mang +,Quy tắc: + Z Y + Y +
Hai kết quả: * quả việt quất đào nho = - nho | * Kiwi táo = - Kiwi,Quy tắc: * Z Y = - Y
Hai kết quả: con dấu dâu đen nho * * | đào blackberry đào cá mập * *,Quy tắc: X Z * *
Hai kết quả: trâu + trâu - = sư tử đào | Chim cánh cụt Blackberry + Chim cánh cụt Blackberry - = Sư tử,Quy tắc: Y + Y - = X
Hai kết quả: = lê trâu sư tử lê trâu lê - | = cò dưa hấu dưa hấu -,Quy tắc: = Y Z Z -
Hai kết quả: chuột táo chuột táo + + | dưa hấu sư tử chuối đại bàng + +,Quy tắc: Y Z X + +
Hai kết quả: * * Đại bàng dưa hấu sư tử | * * Trâu rắn hổ mang,Quy tắc: * * Y Z
Hai kết quả: * + Cá voi | * + Dưa hấu sư tử Dưa hấu,Quy tắc: * + Y Y
Hai kết quả: * = dưa hấu - ngựa | * = Kiwi - ngựa việt quất,Quy tắc: * = Z - X
Hai kết quả: nho - - lê | Kiwi đại bàng - - Nho trâu,Quy tắc: Z - - X
Hai kết quả: cò nho đào kiwi = + việt quất | dưa hấu ngựa = + dưa hấu chim cánh cụt,Quy tắc: Z X = + Y
Hai kết quả: - * Đại bàng táo đào + Đại bàng | - * quả táo dưa hấu việt quất + táo,Quy tắc: - * Z Y + Z
Hai kết quả: = cò cò chuối - + | = lê trâu trâu - +,Quy tắc: = X X Z - +
Hai kết quả: - kiwi kiwi = | - trâu trâu =,Quy tắc: - Y Y =
Hai kết quả: táo đào đào ngựa vằn + * * | Hải cẩu trâu rắn hổ mang trâu + * *,Quy tắc: Y Y Z + * *
Hai kết quả: hải cẩu rắn hổ mang hải cẩu cá mập * + | chuột chim cánh cụt chuột chim cánh cụt kiwi chuột * +,Quy tắc: Z Z X * +
Hai kết quả: * ngựa sư tử + | * Táo sư tử ngựa vằn +,Quy tắc: * Z Y +
Hai kết quả: cò đào - * hải cẩu cá mập | dưa hấu - * kiwi,Quy tắc: Y - * X
Hai kết quả: + Táo cá mập - chuột - chuột | + Nho - Trâu - Trâu,Quy tắc: + Y - X - X
Hai kết quả: kiwi + táo hổ mang = = | chuối + chim cánh cụt chuối = =,Quy tắc: Z + X = =
Hai kết quả: - ngựa * kiwi dưa hấu - | - Cò chuối * Chim cánh cụt cá voi -,Quy tắc: - X * Z -
Hai kết quả: = sư tử trâu sư tử trâu - sư tử trâu = | = lê - lê =,Quy tắc: = Y Y - Y =
Hai kết quả: * = cá voi = cá voi | * = nho = nho,Quy tắc: * = X = X
Hai kết quả: = dưa hấu lê chim cánh cụt = dưa hấu lê | = Kiwi cá mập táo = Kiwi,Quy tắc: = X Y = Y
Hai kết quả: - táo * = táo | - Dưa hấu cò * = Dưa hấu cò,Quy tắc: - Y * = Y
Hai kết quả: lê sư tử lê sư tử = * | Chim cánh cụt = *,Quy tắc: Z Z = *
Hai kết quả: rắn hổ mang * + dâu tây kiwi | ngựa * + chuột việt quất,Quy tắc: Z * + Y
Hai kết quả: hải cẩu chim cánh cụt cá mập = hải cẩu chim cánh cụt - | Kiwi trâu = trâu -,Quy tắc: X Z = Z -
Hai kết quả: đại bàng việt quất = hải cẩu * * | Ngựa vằn trâu = ngựa * *,Quy tắc: Z Y = X * *
Hai kết quả: - chuột đào chuột đào * chuột đào | - Con dấu * Con dấu,Quy tắc: - Z Z * Z
Hai kết quả: táo táo - * lê chim cánh cụt + | Chim cánh cụt - * Rắn hổ mang +,Quy tắc: X X - * Z +
Hai kết quả: = táo táo = | = Cá voi =,Quy tắc: = X X =
Hai kết quả: - = cò cò | - = táo táo,Quy tắc: - = Y Y
Hai kết quả: nho - nho hổ mang chuối - | dưa hấu - dưa hấu táo -,Quy tắc: X - Z X -
Hai kết quả: rắn hổ mang + + = chim cánh cụt đại bàng cá mập | lê + + = cá voi hải cẩu kiwi,Quy tắc: Y + + = Z X
"Hai kết quả: - + rắn hổ mang táo hổ mang táo | - + Hải cẩu trâu, Hải cẩu trâu, Hải cẩu trâu",Quy tắc: - + Z Z Z
Hai kết quả: nho = nho + | dâu tây = dâu tây +,Quy tắc: Y = Y +
Hai kết quả: chuối + - chuối - | sư tử lê + - sư tử lê -,Quy tắc: Z + - Z -
Hai kết quả: * cò = + lê kiwi | * chuột blackberry = + cò,Quy tắc: * Z = + X
Hai kết quả: trâu táo cá mập * * = | Con dấu chim cánh cụt * * =,Quy tắc: Z X X * * =
"Hai kết quả: = chim cánh cụt cá mập + | = Ngựa vằn, kiwi, việt quất, việt quất +",Quy tắc: = Y Z Z +
Hai kết quả: lê cá voi lê + * = | ngựa dâu tây + * =,Quy tắc: X X + * =
Hai kết quả: = cá mập đào đào + | = nho +,Quy tắc: = Z Z +
Hai kết quả: đào sư tử + đào sư tử = * đào sư tử | táo dâu tây + táo dâu tây = * táo dâu tây,Quy tắc: Z + Z = * Z
Hai kết quả: - rắn hổ mang - rắn hổ mang = rắn hổ mang | - con dấu - con dấu = con dấu,Quy tắc: - Z - Z = Z
Hai kết quả: cá voi ngựa = - * | ngựa kiwi ngựa = - *,Quy tắc: Z Y = - *
Hai kết quả: - Kiwi Blueberry - Quả việt quất | - Hải cẩu rắn hổ mang - Hải cẩu,Quy tắc: - X Y - Y
Hai kết quả: - + đào đại bàng sư tử + ngựa trâu | - + Trâu sư tử dâu + Dâu tây,Quy tắc: - + X Z + Y
Hai kết quả: = dâu nho - - nho | = hải cẩu ngựa kiwi - - hải cẩu ngựa,Quy tắc: = Y X - - Y
Hai kết quả: = chuột dâu tây dâu đen việt quất - chuột dâu tây | = Kiwi cò - cò,Quy tắc: = Y X - Y
Hai kết quả: trâu đào + - trâu đào + | Chim cánh cụt + - Chim cánh cụt +,Quy tắc: Y + - Y +
Hai kết quả: - - + Dưa hấu chuối | - - + Chuối cánh cụt nho,Quy tắc: - - + Z Y
Hai kết quả: - ngựa vằn lê + | - Kiwi đào việt quất +,Quy tắc: - X Y +
Hai kết quả: = dâu tây cá mập * dâu tây cá mập | = đại bàng * đại bàng,Quy tắc: = X * X
Hai kết quả: * Hải cẩu chuối - + Dưa hấu việt quất | * Ngựa vằn - + Chim cánh cụt chuối,Quy tắc: * Y - + Z
Hai kết quả: nho hổ mang ngựa vằn = = + | Chim cánh cụt táo Ngựa = = +,Quy tắc: X Y = = +
Hai kết quả: rắn hổ mang * cá voi dâu tây * cá voi dâu tây | Cá mập * Chuột dưa hấu * Chuột dưa hấu,Quy tắc: Y * X * X
Hai kết quả: rắn hổ mang đào đào - + + | Cá mập sư tử - + +,Quy tắc: Z Y Y - + +
Hai kết quả: - rắn hổ mang cá voi kiwi rắn hổ mang = | - Đào kiwi trâu đào =,Quy tắc: - Y x Y =
Hai kết quả: - nho + = đại bàng | - Đại bàng + = Cá mập rắn hổ mang,Quy tắc: - Y + = X
Hai kết quả: chuột + chuột cá mập dâu tây - * | Trâu + Cá mập lê trâu - *,Quy tắc: X + X Y - *
Hai kết quả: cò ngựa cò ngựa * hải cẩu nho - | lê táo lê táo * chuột blackberry -,Quy tắc: X X * Y -
Hai kết quả: việt quất - * quả việt quất | chuối - * chuối,Quy tắc: X - * X
Hai kết quả: dưa hấu đại bàng lê táo - dâu tây + + | Dâu tây trâu táo - việt quất + +,Quy tắc: Y X - Z + +
Hai kết quả: cá voi nho chuối * * | Kiwi đại bàng dưa hấu * *,Quy tắc: Y X * *
Hai kết quả: + đào ngựa = + | + Rắn hổ mang ngựa = +,Quy tắc: + X Y = +
