source,target
Quy tắc: Z X = + | X Z X = + | = Z + X | Z X + = | Kết quả: chuối cò nho chuối = +,X Z X = +
Quy tắc: = Y * X Z | X Y Z = * | Z = Y * X | = X Y * Z | Kết quả: = nho đào cá voi * dưa hấu,= X Y * Z
Quy tắc: - = X Z | X Z - = | X Z = - Z | Z = X - | Kết quả: chim cánh cụt sư tử kiwi kiwi = - kiwi kiwi,X Z = - Z
Quy tắc: + + Z X + | + Z + + X | + + Z + X | + Z X + + | Kết quả: + rắn hổ mang việt quất + + quả việt quất,+ Z + + X
Quy tắc: - X * Y | * - Y X | - * X Y | - X Y * Y | Kết quả: - trâu táo blackberry ngựa * ngựa blackberry,- X Y * Y
Quy tắc: * Y X + Z | * Z + X Y | X + Y * Z | + Y X Z * | Kết quả: * nho dâu tây trâu + táo,* Y X + Z
Quy tắc: = Z * * Y | * = * Z Y | = * Z Y * | Z * Y * Z = | Kết quả: táo ngựa * dâu đen * táo ngựa =,Z * Y * Z =
Quy tắc: = X - Z - | Z - - = X | X Z = - X - | = - Z - X | Kết quả: rắn hổ mang việt quất blackberry = - dâu đen -,X Z = - X -
Quy tắc: * Z - X Y | X Y Z * - | Z - * Y X | Y - Z X * | Kết quả: việt quất - rắn hổ mang *,Y - Z X *
Quy tắc: Z * + X | * X Z + Z | Z + X * | * + Z X | Kết quả: * chuột dâu tây chuối đen + chuột dâu tây,* X Z + Z
Quy tắc: Y X + - | - Y + X | Y - + X | - + Y X | Kết quả: - + dưa hấu cá mập dưa hấu,- + Y X
Quy tắc: Y = + | Y = + | + = Y | = + Y Y | Kết quả: = + con dấu,= + Y Y
Quy tắc: Y = * Z + | * Y Z = + | Y + * Z = | + Z * Y = | Kết quả: nho blackberry + * nho =,Y + * Z =
Quy tắc: Z = + X = | = + = X Z | = Z X = Z + | = Z + X = | Kết quả: = dâu tây trâu đen = trâu đen +,= Z X = Z +
Quy tắc: Y Z * - | Y * Z - | Z Y - * | Y Z * - | Kết quả: dâu tây * táo -,Y * Z -
Quy tắc: Y * Y - = | - = Y * | Y - * = | = * - Y | Kết quả: kiwi lê * kiwi lê - =,Y * Y - =
Quy tắc: = = Y X + | = Y X + Y = | = + = Y X | X + Y = = | Kết quả: = blackberry kiwi + blackberry =,= Y X + Y =
Quy tắc: - + Z X + | + Z - + X | + Z X + - Z | X - Z + + | Kết quả: + con dấu nho dâu tây + - nho dâu tây,+ Z X + - Z
Quy tắc: Z + X + | + Z X + | X + + Z | Z X + + | Kết quả: nho đại bàng + + đại bàng blackberry,X + + Z
Quy tắc: + X Z = | X + Z = | Z Z X = + | = + Z X | Kết quả: ngựa vằn chuối đào = +,Z Z X = +
Quy tắc: = Y X + - | Y + X = - | X - + Y = | X + = - Y | Kết quả: ngựa vằn + đào chuột = -,Y + X = -
Quy tắc: - + X - | + - X - | X + - X - | X + - - | Kết quả: rắn hổ mang + - rắn hổ mang -,X + - X -
Quy tắc: * X - Z - | Z X - * - | Z - * - X | X Z - * - | Kết quả: * dâu tây - kiwi -,* X - Z -
Quy tắc: Z X - + Y | Y X Z + - | Z Y X - + | Z Y X - + | Kết quả: cò ngựa nho chim cánh cụt - +,Z Y X - +
Quy tắc: Z X * Y - = | Z X * Y = - | X Y Z = * - | * Z Y = - X | Kết quả: cò cá voi đen cá voi trâu = * -,X Y Z = * -
Quy tắc: Y Z + - | Y + - Z | - Y + Z | - Y Z + | Kết quả: chuột việt quất hải cẩu nho + -,Y Z + -
Quy tắc: X - Y * | Y * X - | * Y X - | Y - * X Y | Kết quả: ngựa - * ngựa dâu,Y - * X Y
Quy tắc: Z Y + = | Z + = Y | Y + = Z | + = Z Y | Kết quả: trâu + = cá voi,Z + = Y
Quy tắc: Z X = * | Z = X * | = Z X * | * Z X = | Kết quả: = sư tử blackberry *,= Z X *
Quy tắc: - = - Y | = - - Y | = - Y - | Y - Y = - | Kết quả: cá voi đại bàng - cá voi đại bàng = -,Y - Y = -
Quy tắc: Y * Z X * + | Y * + * Z X | X * Z * Y + | * * + X Y Z | Kết quả: ngựa vằn sư tử * lê sư tử * kiwi +,X * Z * Y +
Quy tắc: + X Y - | Y X - + Y | X + Y - | + Y X - | Kết quả: cá mập ngựa trâu cò - + trâu cò,Y X - + Y
Quy tắc: X = = Y = | = X = = Y | Y = X = = | Y = = = X | Kết quả: = dâu tây = = sư tử dưa hấu,= X = = Y
Quy tắc: * Z - - X | - Z - * X | * X - Z - | X - X Z * - | Kết quả: cá voi nho - dâu tây cá voi nho * -,X - X Z * -
Quy tắc: * * Y Z X | * Z X Y * | Y * Z X * | X Y * * Z | Kết quả: lê * việt quất rắn hổ mang sư tử *,Y * Z X *
Quy tắc: - Z X = - | - - X = Z | - = Z X - | = - X Z - | Kết quả: - - chuối cá voi = quả việt quất,- - X = Z
Quy tắc: - - * Y X | - * - X Y | Y - - X X * | * - Y - X | Kết quả: cá mập - - đại bàng đào đại bàng đào *,Y - - X X *
Quy tắc: = = Y | Y Y Y = = | Y = = | = Y = | Kết quả: con dấu con dấu = =,Y Y Y = =
Quy tắc: = = Z Y | Y = Z = | = = Y Z Y | = = Y Z | Kết quả: = = dưa hấu chuột dâu tây dưa hấu,= = Y Z Y
Quy tắc: Y + * | + * Y | Y + Y * | + Y * | Kết quả: kiwi + kiwi *,Y + Y *
Quy tắc: * X - - Y Y | Y - * X - | Y - - X * | - Y X * - | Kết quả: * táo - - chim cánh cụt,* X - - Y Y
Quy tắc: Y X * = - | X * Y = - | = * X - Y | - * Y Y = X | Kết quả: - * blackberry horse blackberry horse = việt quất,- * Y Y = X
Quy tắc: = Z X Z * | Z X * = | = Z * X | * = Z X | Kết quả: = đào hải cẩu đào *,= Z X Z *
Quy tắc: - Z + Y * | + Y - Z * | * Y + Z - Y | Y - + * Z | Kết quả: * sư tử + hải cẩu - sư tử,* Y + Z - Y
Quy tắc: + X - Y | - X Y + | X + X - Y | + Y - X | Kết quả: trâu cò + cò trâu - trâu,X + X - Y
Quy tắc: - = Z Z Z | = Z - | - Z = | - = Z | Kết quả: - = chuột kiwi chuột kiwi chuột kiwi,- = Z Z Z
Quy tắc: * Z * X X * | X * * Z * | Z * * X * | X Z * * * | Kết quả: * Ngựa vằn cá mập * Rắn hổ mang đào đào *,* Z * X X *
Quy tắc: * Z + = | Z * = + | * Z + = | * Z = Z + Z | Kết quả: * táo = táo + táo,* Z = Z + Z
Quy tắc: = Y + + | = + Y + | + + = Y Y | = Y + + | Kết quả: + + = cá voi,+ + = Y Y
Quy tắc: Z + * Y | * Y Z + | Y Z * + | Y Z Z * + | Kết quả: dâu tây blackberry blackberry * +,Y Z Z * +
Quy tắc: = Y = * | * Y = = | = Y * = | * Y Y Y = = | Kết quả: * Cò cá mập cò cá mập cò cá mập cò cá mập cò = =,* Y Y Y = =
Quy tắc: - - = Y | Y - = - | - = Y Y - | Y = - - | Kết quả: - = nho blackberry nho blackberry -,- = Y Y -
Quy tắc: - = Z X | X - = Z | - X Z = | = - X Z | Kết quả: - dưa hấu việt quất sư tử =,- X Z =
Quy tắc: * Z Y - | Y - * Z | Z Y Z - * | - * Y Z | Kết quả: cò chuối cá mập cò chuối - *,Z Y Z - *
Quy tắc: * X - | X - * | X - X * | * - X | Kết quả: đào - đào *,X - X *
Quy tắc: - X = Z | Z - = X | - = Z X | X = - Z | Kết quả: - = sư tử chim cánh cụt,- = Z X
Quy tắc: X x Y + * | Y + * X | X Y * + | * + Y X | Kết quả: chim cánh cụt cá voi chim cánh cụt chim cánh cụt + *,X X Y + *
Quy tắc: X Z + = | = + Z X | Z X = + | Z X = + | Kết quả: chim cánh cụt blackberry đào hải cẩu = +,Z X = +
Quy tắc: = = X + Z | + = = X Z | = + = Z X | = = X + Z Z | Kết quả: = = táo + lê đại bàng lê,= = X + Z Z
Quy tắc: = = = Z X | = = Z X = | = = Z = X | Z = = = X | Kết quả: = = = sư tử đào nho chim cánh cụt,= = = Z X
Quy tắc: = = Z Y | = Y = Z | Z = = Y | Y = = Z | Kết quả: rắn hổ mang = = quả việt quất,Y = = Z
Quy tắc: X = + Z * | = X Z + * | X Z = * + | X + * = Z | Kết quả: ngựa = + trâu *,X = + Z *
Quy tắc: X Z + * | * X + Z | Z * + X | Z * + X | Kết quả: cò chim cánh cụt kiwi dâu tây + *,X Z + *
Quy tắc: Y - - Z + | + - Y Z - | Z - Z Y + - | + - - Z Y | Kết quả: blackberry lion - blackberry lion rat shark + -,Z - Z Y + -
Quy tắc: Z Y + * | * Y Z + | Y Z * + | Z + * Y | Kết quả: dưa hấu lê + * dâu tây,Z + * Y
Quy tắc: Y X + * + | X * + Y + | Y X + * + | X * + Y + | Kết quả: cò ngựa vằn * + rắn hổ mang +,X * + Y +
Quy tắc: X = Y + * | = + Y X * | Y * = Y + X | * = + Y X | Kết quả: cá voi * = cá voi + rắn hổ mang,Y * = Y + X
Quy tắc: Y = X + | + = X Y | Y = X + | = Y X + | Kết quả: cá mập chuột = kiwi +,Y = X +
Quy tắc: * X Z = + | + Z = * X | * X + = Z | = + X Z * | Kết quả: + trâu = * chuột,+ Z = * X
Quy tắc: - * Z Y | - Z * Y | * - Y Z | Y * - Z | Kết quả: - chuột * chuối,- Z * Y
Quy tắc: Y - = | - Y = | = - Y Y | Y - = | Kết quả: = - nho nho,= - Y Y
Quy tắc: * - X Z + | * Z + - X | * + X Z - | Z + - * X | Kết quả: * táo dưa hấu + - dưa hấu,* Z + - X
Quy tắc: + Z * = Y | + Y Z = * | Z * = Y + | + Y Z * = Y | Kết quả: + cò kiwi * = kiwi,+ Y Z * = Y
Quy tắc: + Y - + Z | Y + Z Z + - | Z Y - + + | Y - Z + + | Kết quả: chuối + ngựa vằn rắn hổ mang ngựa vằn + -,Y + Z Z + -
Quy tắc: Y = + X = | = Y = X + | Y = X = + X | = + X = Y | Kết quả: lê = táo = + táo,Y = X = + X
Quy tắc: * = X + Y | = X * Y + | X * = + Y | = Y * X + | Kết quả: nho * = + đại bàng,X * = + Y
Quy tắc: Z * Y - | Z - Y * | Z - Y * | * Z Y - | Kết quả: hải cẩu lê - chim cánh cụt *,Z - Y *
Quy tắc: - + Y + Z | Z Y + - + | Z + Y - + | + Y - + Z | Kết quả: trâu chuột dâu + - +,Z Y + - +
Quy tắc: - Z - Y + | Y Z + - - Y | Z - - + Y | - Y Z - + | Kết quả: cá mập táo + - - táo,Y Z + - - Y
Quy tắc: Z - Y + = | + Z = - Y | + = - Z Y | Y = - Z + | Kết quả: táo - chim cánh cụt cá voi + =,Z - Y + =
Quy tắc: = - + Y | = - Y + | Y - + = | = + Y Y Y - | Kết quả: = + nho blackberry nho blackberry nho blackberry blackberry -,= + Y Y Y -
Quy tắc: = Z X * | X Z = * Z | Z * X = | X * = Z | Kết quả: trâu dưa hấu đào = * trâu,X Z = * Z
Quy tắc: * = X Z + | X Z Z = * + | = Z X * + | + * X Z = | Kết quả: ngựa vằn dưa hấu = * +,X Z Z = * +
Quy tắc: - Y Z Z + * | Z * + Y - | Z - + * Y | - Y Z + * | Kết quả: - Ngựa sư tử việt quất + *,- Y Z Z + *
Quy tắc: + Y Z = | Y Z Z + = | Y Z + = | + Y = Z | Kết quả: chim cánh cụt lê đại bàng + =,Y Z Z + =
Quy tắc: - Z X - | - - X Z | - Z - X | - Z - X | Kết quả: - con dấu - cá mập,- Z - X
Quy tắc: - Y - X Y | Y X - - | X - - Y | Y X - - | Kết quả: - lê - lê cò,- Y - X Y
Quy tắc: * Z Y + Z | Y * Z + | + Z * Y | + Y * Z | Kết quả: * Cá mập hải cẩu việt quất + Cá mập việt quất,* Z Y + Z
Quy tắc: Y Z + = | = + Y Z | = Y + Z | Y + Z = | Kết quả: chim cánh cụt + con dấu =,Y + Z =
Quy tắc: Z * = | = * Z | Z = * | * Z Z = | Kết quả: * rắn hổ mang =,* Z Z =
Quy tắc: = = Z Y | Y = = Z Y | = Y Z = | = Z = Y | Kết quả: ngựa = = ngựa cánh cụt nho,Y = = Z Y
Quy tắc: X - + = | + = - X | - X + X = | = - + X | Kết quả: - đại bàng + đại bàng =,- X + X =
Quy tắc: Y - Z - | Y Z - - | - Y Z - | Z Y - Z - | Kết quả: ngựa lê rắn hổ mang chuối - ngựa lê -,Z Y - Z -
Quy tắc: * = Y | Y = * | * Y = | Y Y * = | Kết quả: rắn hổ mang * =,Y Y * =
Quy tắc: Y + X * | + X * Y X | * Y X + | + * X Y | Kết quả: + trâu * trâu cò trâu,+ X * Y X
Quy tắc: + * X | X X + * | + * X | * X + | Kết quả: hải cẩu kiwi hải cẩu kiwi +*,X X + *
Quy tắc: - Z X * = Y | - = * Z x Y | X Y - Z = * | * X Y Z - = | Kết quả: * Dưa hấu kiwi cá voi chim cánh cụt - =,* X Y Z - =
Quy tắc: Y Z = X - | Z X = Y - | X - Y = Z | = - Z Y X | Kết quả: sư tử voi - kiwi sư tử = cá voi,X - Y = Z
Quy tắc: * Y = * X | X * * Y = | Y * * X = | = * X Y * | Kết quả: * trâu dưa hấu = * kiwi trâu,* Y = * X
Quy tắc: + + Y Z + Z | + Y Z + + | Z + Y + + | Y + + + Z | Kết quả: + + đại bàng nho lê + đại bàng nho,+ + Y Z + Z
Quy tắc: = + x x y * | * = X + Y | = Y + * X | = Y X + * | Kết quả: = + lê kiwi chuối *,= + X X Y *
Quy tắc: = X * = Z | * X = Z = | Z x * Z = = | Z X = * = | Kết quả: lê chuột * chuột = =,Z x * Z = =
Quy tắc: * = X Z - | - * = X Z | - = Z * X | X - = Z X * | Kết quả: cá mập đào - = cá mập đào đào *,X - = Z X *
Quy tắc: X Y - * Z | * Y - Z X | Z * X - Y | Y - X * Z | Kết quả: táo * blackberry rat - kiwi seal,Z * X - Y
Quy tắc: + Z * = X | X Z * = + | X Z * = + | Z = * X + | Kết quả: trâu đào đào * = +,X Z * = +
Quy tắc: Y = - Z | = Z Y - | - Y = Z | - Y Z = | Kết quả: con dấu = - sư tử,Y = - Z
Quy tắc: * Y X * = | Y * * X = | * Y X = * | * = Y * X | Kết quả: * chuột chuột blackberry * =,* Y X * =
Quy tắc: * + Z Z = X | = Z X + * | = Z X + * | * + Z X = | Kết quả: * + cò lê cò lê cò = ngựa cò,* + Z Z = X
Quy tắc: + Z - | Z - + | - + Z | Z + Z - Z | Kết quả: dưa hấu + dưa hấu - dưa hấu,Z + Z - Z
Quy tắc: Z + + X | + Z Z X + | X + Z + | + Z + X | Kết quả: + Cá mập sư tử cá mập sư tử +,+ Z Z X +
Quy tắc: + Z + | + Z + Z | + Z + | + Z + | Kết quả: + nho + nho,+ Z + Z
Quy tắc: Y Z + * | * Z + Y | * Z Y + | * + Z Y | Kết quả: * hải cẩu + chuột đào,* Z + Y
Quy tắc: X Z * Y * = | = * * Y Z X | X Z * Y * = | X * = Z Y * | Kết quả: rắn hổ mang chuối * = lê táo cò *,X * = Z Y *
Quy tắc: Y + X + = | = + X Y + | X + + Y = | X + + Y = | Kết quả: chim cánh cụt + + nho =,X + + Y =
Quy tắc: Y * = | Y = * Y | * Y = | * Y = | Kết quả: nho = * nho,Y = * Y
Quy tắc: + - * X | * + - X X | X + * - | - + X * | Kết quả: * + - chuột dâu tây chuột dâu,* + - X X
Quy tắc: = X = * | * X = = | = * X = | = X * X X = | Kết quả: = sư tử * sư tử sư tử =,= X * X X =
Quy tắc: * Y X - = | * - X = Y | - X Y * = Y | X - * = Y | Kết quả: - Hải cẩu cá mập dâu tây * = cá mập dâu tây,- X Y * = Y
Quy tắc: = Y Z - = Y | - Z = Y = | Z = - Y = | = Y = Z - | Kết quả: = chim cánh cụt nho - = nho,= Y Z - = Y
Quy tắc: Y * + Y | * + Y | * Y + | + Y * | Kết quả: lê cò * + lê cò,Y * + Y
Quy tắc: + * Z X | Z + X * | + Z * X | + Z X * | Kết quả: + Cá mập ngựa vằn *,+ Z X *
Quy tắc: * X = Z | = X Z * | Z X * = | Z * X = | Kết quả: kiwi nho * hải cẩu chuột =,Z * X =
Quy tắc: Z Z - + X | Z X - + | Z + X - | X + - Z | Kết quả: lê lê - + dâu đen,Z Z - + X
Quy tắc: - X - Z | - Z X - | Z - X - | - - X Z | Kết quả: - - ngựa blackberry horse,- - X Z
Quy tắc: Z = + Y | = Z + Y | = + Y Z | Y Z + = Z | Kết quả: việt quất táo + = táo,Y Z + = Z
Quy tắc: = Z X = | = Z = X | Z = X X = | = = X Z | Kết quả: dưa hấu = chuối trâu chuối trâu =,Z = X X =
Quy tắc: Z Y * + + | Y + + * Z | Z + + Y * | * + Z + Y | Kết quả: * + dưa hấu + kiwi,* + Z + Y
Quy tắc: * - Y X + | - * + X Y Y | + - X Y * | X - Y + * | Kết quả: - * + dưa hấu táo,- * + X Y Y
Quy tắc: = + X + Z | X + Z + = | + = X Z Z + | + = Z X + | Kết quả: + = hải cẩu cá mập chuối chuối +,+ = X Z Z +
Quy tắc: Z = + | Z + = Z | = + Z | Z + = | Kết quả: chuột + = chuột,Z + = Z
Quy tắc: * X Z * | X Z * * | * X Z * | * Z X * | Kết quả: * Nho táo *,* Z X *
Quy tắc: - = Z | - = Z | = - Z | = - Z Z | Kết quả: = - cò cò,= - Z Z
Quy tắc: = X Y = | = = Y X | X = Y = | = X = Y | Kết quả: = = dâu tây trâu hải cẩu,= = Y X
Quy tắc: X = - Y | - Y = X | - Y X = | = X Y - | Kết quả: - cá mập sư tử = ngựa,- Y = X
Quy tắc: X * Z = = | * = Z = X | * = X = Z | * = = X Z | Kết quả: lê * nho = =,X * Z = =
Quy tắc: Z X + + | + + X Z | Z X + + | + Z X X + | Kết quả: + Cá mập cá mập chuột +,+ Z X X +
Quy tắc: X * + + | X + * + X X | * X + + | + + * X | Kết quả: ngựa vằn + * + ngựa vằn,X + * + X X
Quy tắc: Z * * Y = | Z Y * * = | Z * * Y = | Y Z Y * = * | Kết quả: cò đào cá mập cò * = *,Y Z Y * = *
Quy tắc: - Z * X | - Z X Z * | Z * X - | X - Z * | Kết quả: - Blackberry Seal Cobra Blackberry Seal *,- Z X Z *
Quy tắc: + = * Y | + * Y Y Y = | + Y * = | Y + = * | Kết quả: + * Kiwi Cobra Kiwi Cobra Kiwi Kiwi Cobra Kiwi Cobra =,+ * Y Y Y =
Quy tắc: + * - X | X X - * + | + * - X | * X - + | Kết quả: chuột chuột - * +,X X - * +
Quy tắc: + Y Y * Y | + Y * | + * Y | * + Y | Kết quả: + Chim cánh cụt ngựa * Chim cánh cụt ngựa,+ Y Y * Y
Quy tắc: X = * Z | X * = Z | X Z = * | = * X Z | Kết quả: nho = *,X Z = *
Quy tắc: = Z + Z * | Z * = + | Z = + * | + * = Z | Kết quả: = chim cánh cụt việt quất + chim cánh cụt việt quất *,= Z + Z *
Quy tắc: * Y = * | Y * = * | * * Y = Y | Y = * * | Kết quả: * * chim cánh cụt = chim cánh cụt,* * Y = Y
Quy tắc: = Z - X + | X = + - Z | + = X - Z | + - = Z X | Kết quả: rắn hổ mang đại bàng = + - rắn hổ mang,X = + - Z
Quy tắc: + * - X Z | - Z + * X | X * - Z + | * + - Z X | Kết quả: trâu táo * - cò +,X * - Z +
Quy tắc: + = = Z X | = X + X = Z | = = X Z + | Z = X = + | Kết quả: = con dấu + con dấu = ngựa vằn chim cánh cụt,= X + X = Z
Quy tắc: + Z + | Z + + | + + Z | Z + Z + Z | Kết quả: lê + lê + lê,Z + Z + Z
Quy tắc: X Y * - | X Y - * X | - Y X * | - * Y X | Kết quả: chim cánh cụt nho - * nho,X Y - * X
Quy tắc: + X * * Z | X + * * Z X | + X * * Z | * X + Z * | Kết quả: dưa hấu kiwi + * * ngựa vằn kiwi dưa hấu,X + * * Z X
Quy tắc: Z - Y - | - - Z Y | Y - Z - | Y - * = | Kết quả: chuối - - ngựa,Y - - Z
Quy tắc: X Y - = Y * | = Y - X * | X = - Y * | = Y * X - | Kết quả: trâu cá voi - = trâu cá voi *,X Y - = Y *
Quy tắc: X - Y + | + - Y X | + X X Y - | X - + Y | Kết quả: + Rắn hổ mang chuột Kiwi -,+ X X Y -
Quy tắc: * = X X Y | X * = Y | X = Y * | * X = Y | Kết quả: * = chuột blackberry rat blackberry buffalo,* = X X Y
Quy tắc: * X * + Z | * + * Z X | X * + Z * | + X * Z * | Kết quả: + ngựa vằn * ngựa vằn đào *,+ X * Z *
Quy tắc: Y * - X Y | * - Y X | - Y * X | X - * Y | Kết quả: đào * - đào hải cẩu cá mập,Y * - X Y
Quy tắc: Y X * = | = * Y X | * = X Y | X Y = * | Kết quả: táo nho * =,Y X * =
Quy tắc: - + Y = | - = + Y | Y = + - | Y - Y + = | Kết quả: nho - nho + =,Y - Y + =
Quy tắc: * Z X - - | X - - * Z | - * Z X - | - * Z Z X - | Kết quả: - * Cò cò sư tử chuối -,- * Z Z X -
Quy tắc: + Y + * X | * Y X + + | X Y + * + | + X Y * + | Kết quả: dâu tây cá voi + * +,X Y + * +
Quy tắc: Y = * * | = * * Y | Y * Y * = | * Y * = | Kết quả: ngựa vằn * ngựa vằn * =,Y * Y * =
Quy tắc: Z X * * * | * X Z * * | * * * X Z | * * Z X * | Kết quả: * * Hải cẩu cá voi lê *,* * Z X *
Quy tắc: + + X = | + X + = | X + = + | X + X + = | Kết quả: chuối blackberry + chuối blackberry + =,X + X + =
Quy tắc: X + + = | = X X + + | = + X + | + + = X | Kết quả: = việt quất + +,= X X + +
Quy tắc: Y * - X | - X Y * | X Y * - | - X * X Y | Kết quả: - đại bàng ngựa * đại bàng ngựa việt quất blackberry,- X * X Y
Quy tắc: * Z Z * Y | * * Y Z | * Y * Z | * Y Z * | Kết quả: * blackberry blackberry * đại bàng,* Z Z * Y
